1	8.020598	8.735163	7.504542
2	8.015733	8.73646	7.509083
3	8.012489	8.733541	7.510056
4	8.012165	8.735487	7.508759
5	8.016057	8.734838	7.511029
6	8.013787	8.738082	7.509732
7	8.015408	8.733216	7.511029
8	8.014111	8.738406	7.512327
9	8.013462	8.736784	7.511029
10	8.015084	8.734514	7.510705
11	8.014111	8.738406	7.509732
12	8.015408	8.733216	7.510381
13	8.015733	8.736136	7.509083
14	8.01476	8.732568	7.506813
15	8.016057	8.732568	7.50811
16	8.013138	8.733216	7.50584
17	8.014111	8.731919	7.508759
18	8.013138	8.735811	7.50584
19	8.013138	8.732568	7.506488
20	8.013787	8.73419	7.507786
21	8.013462	8.736784	7.50811
22	8.016381	8.731595	7.50811
23	8.015084	8.737109	7.508435
24	8.012814	8.735487	7.510705
25	8.014435	8.736784	7.509732
26	8.015084	8.736784	7.508435
27	8.016057	8.736784	7.510705
28	8.01476	8.738406	7.510705
29	8.014111	8.735487	7.510381
30	8.016706	8.735811	7.507461
31	8.013462	8.73419	7.50584
32	8.015733	8.732892	7.508435
33	8.015408	8.732568	7.505191
34	8.012489	8.731595	7.505515
35	8.01703	8.733216	7.507137
36	8.012489	8.734838	7.509408
37	8.016057	8.734838	7.507137
38	8.014435	8.733865	7.505191
39	8.014111	8.73646	7.510056
40	8.016057	8.735487	7.508759
41	8.011192	8.736784	7.509083
42	8.015733	8.736784	7.510056
43	8.01476	8.736136	7.510056
44	8.01476	8.738406	7.512327
45	8.016381	8.733865	7.508759
46	8.013138	8.736136	7.510056
47	8.011192	8.73419	7.509083
48	8.009894	8.732568	7.508435
49	8.010867	8.734514	7.508759
50	8.019949	8.730946	7.503569
51	8.011192	8.737758	7.509083
52	8.013462	8.73127	7.512651
53	8.01703	8.733865	7.507137
54	8.016057	8.734838	7.506164
55	8.015408	8.732568	7.510381
56	8.012489	8.738406	7.511029
57	8.016057	8.735163	7.511354
58	8.015733	8.737433	7.508435
59	8.013787	8.737433	7.509083
60	8.016057	8.735163	7.511678
61	8.014111	8.737758	7.50811
62	8.015733	8.733216	7.510056
63	8.013787	8.739055	7.509732
64	8.013787	8.733865	7.507461
65	8.016057	8.732568	7.509732
66	8.01476	8.735487	7.507137
67	8.015084	8.731595	7.508759
68	8.013462	8.735487	7.506164
69	8.012814	8.732892	7.506164
70	8.015084	8.732243	7.508435
71	8.015408	8.738082	7.50811
72	8.012165	8.734838	7.510381
73	8.018328	8.737433	7.509408
74	8.012165	8.735487	7.508435
75	8.015733	8.736136	7.511678
76	8.011516	8.737109	7.511678
77	8.014435	8.735163	7.511678
78	8.016381	8.735811	7.509408
79	8.012814	8.734838	7.510381
80	8.01476	8.736136	7.510056
81	8.013138	8.734838	7.507786
82	8.013787	8.734838	7.510056
83	8.015733	8.735811	7.507786
84	8.013138	8.732892	7.50811
85	8.015733	8.733865	7.509083
86	8.014111	8.733216	7.505515
87	8.014435	8.735811	7.509732
88	8.016381	8.734838	7.509408
89	8.011192	8.736136	7.508435
90	8.017679	8.736136	7.510056
91	8.013787	8.738082	7.509732
92	8.015084	8.73646	7.510381
93	8.014435	8.735811	7.509732
94	8.012814	8.737109	7.510705
95	8.015733	8.734838	7.512003
96	8.012814	8.734838	7.508435
97	8.017679	8.735811	7.511678
98	8.018328	8.73646	7.511029
99	8.018003	8.735163	7.504867
100	8.014111	8.734514	7.512327
101	8.016381	8.730946	7.505191
102	8.018976	8.734838	7.505191
103	8.013138	8.733541	7.509083
104	8.01184	8.735163	7.508435
105	8.017679	8.734838	7.510381
106	8.015408	8.73646	7.508435
107	8.013787	8.733541	7.509408
108	8.013787	8.73646	7.510705
109	8.015408	8.738406	7.509732
110	8.018003	8.736136	7.5133
111	8.011516	8.739055	7.509408
112	8.015408	8.73419	7.509732
113	8.015084	8.738082	7.509732
114	8.012814	8.735487	7.508435
115	8.016706	8.733216	7.510381
116	8.013138	8.735487	7.507461
117	8.015084	8.732243	7.509408
118	8.01476	8.734838	7.508435
119	8.012165	8.732568	7.507137
120	8.015408	8.733216	7.509732
121	8.014111	8.737433	7.507461
122	8.014111	8.732568	7.509408
123	8.015408	8.736136	7.50811
124	8.013787	8.734514	7.50811
125	8.015733	8.735811	7.511678
126	8.014435	8.735811	7.507786
127	8.015733	8.735811	7.512651
128	8.016706	8.739055	7.510705
129	8.013462	8.737109	7.510705
130	8.018003	8.73646	7.511029
131	8.01476	8.735487	7.506488
132	8.015733	8.733865	7.509083
133	8.015408	8.734514	7.508435
134	8.012814	8.731595	7.507137
135	8.017679	8.733216	7.507461
136	8.014111	8.73419	7.508759
137	8.017355	8.733541	7.506813
138	8.015408	8.733216	7.507137
139	8.014111	8.735487	7.510056
140	8.01476	8.735163	7.508759
141	8.011516	8.735487	7.50811
142	8.015408	8.73646	7.510056
143	8.015733	8.736136	7.509408
144	8.013787	8.738731	7.511678
145	8.017355	8.735811	7.511354
146	8.013462	8.737109	7.510056
147	8.013787	8.73419	7.508759
148	8.010543	8.732243	7.50811
149	8.012489	8.735811	7.510381
150	8.017679	8.729973	7.503894
151	8.01184	8.73646	7.506488
152	8.009246	8.732892	7.511354
153	8.01476	8.732892	7.509083
