序号,数组1,数组2,数组3
2861,8.013828307174299,8.733999581898075,7.508043292520558
2862,8.014429567523,8.733748364447534,7.510218558323815
2863,8.013668309618371,8.735298331918626,7.508102066201749
2864,8.015166883775128,8.734154614579165,7.510535931333534
2865,8.013808506622201,8.736681952501302,7.509443266232971
2866,8.013919229944854,8.736027313844529,7.511123627677594
2867,8.014431527170482,8.735994061807563,7.511517096297951
2868,8.012581166520732,8.73804946345478,7.509918897878603
2869,8.014194146051224,8.736492096890387,7.512229074803858
2870,8.013384160045199,8.736234053020725,7.510439893150409
2871,8.014220818555673,8.735272035542193,7.509882592072023
2872,8.014654165441604,8.73566917369768,7.510072138473628
2873,8.01314078584754,8.735507321090314,7.509161935939107
2874,8.015740960997498,8.733964830047212,7.510219103294761
2875,8.014110484811487,8.733653769646054,7.508897244105202
2876,8.012989239765233,8.732966811028227,7.50886408362073
2877,8.014582407673975,8.733342499921571,7.509756661153979
2878,8.014382636410526,8.7329766052775,7.507693483346216
2879,8.014452735183967,8.732826974985773,7.507927153890113
2880,8.014261181815407,8.733849696580242,7.508142427274807
2881,8.012462834086145,8.733746341835955,7.509985938630163
2882,8.013702596206283,8.735770822045545,7.510691272935191
2883,8.012297644434145,8.73589679213919,7.509671415539358
2884,8.013929129255384,8.736678234629077,7.511825578312312
2885,8.014167001829092,8.736132321251759,7.510763326588278
2886,8.013600547067924,8.735137690122833,7.512025004000404
2887,8.016453674708997,8.736742346931592,7.511783422129514
2888,8.015106058545623,8.736299059005,7.512009267074048
2889,8.014289196159629,8.73495909049278,7.510816646762831
2890,8.013026127930884,8.733232337955437,7.508297676988219
2891,8.012444955157779,8.733301984230112,7.508172658790756
2892,8.014580885592933,8.733474739638492,7.508707017631747
2893,8.012752493078647,8.733637798990634,7.508654680255903
2894,8.015385552209068,8.734177652937529,7.509298437420213
2895,8.012716908221206,8.732550875262866,7.507733457693761
2896,8.01383880826134,8.73490492884204,7.5073686454125825
2897,8.018067602452438,8.736134236785196,7.509170070710624
2898,8.016948143211197,8.735590273852274,7.5069434156999035
2899,8.011711206413038,8.73541447348386,7.509810455183221
2900,8.00991322812144,8.738247943058626,7.512781498803548
2901,8.0154164272693,8.737079496381776,7.5109503516982254
2902,8.013068480207298,8.735915782576148,7.511512688005289
2903,8.01260222394463,8.736158004496238,7.5100598797877
2904,8.015583017948977,8.73589876740502,7.510988762067469
2905,8.015183620989601,8.735574148568121,7.511070599429251
2906,8.016116064773737,8.735438209118414,7.509819203701247
2907,8.015664680348024,8.733500435109946,7.510670391003889
2908,8.012604729474782,8.73363785139361,7.5098779958949615
2909,8.013408150786606,8.732984954420065,7.51011274971792
2910,8.012478416200246,8.733367708744936,7.5094188292400625
2911,8.012495423185912,8.73363207090377,7.508243077431706
2912,8.015123174298898,8.733997418360444,7.509616748531966
2913,8.013917242044856,8.735232321544016,7.507209548043783
2914,8.016802035111084,8.73539212440593,7.508125299201085
2915,8.014189725449237,8.736232998606042,7.508696570503433
2916,8.012957930055462,8.736162276969232,7.50920919885099
2917,8.013674525871016,8.734988024230073,7.510920171518526
2918,8.013701942982944,8.73606035843147,7.509388882881672
2919,8.014790899873502,8.73577865400385,7.50999952502443
2920,8.015121322302534,8.737295778260002,7.510735158720344
2921,8.014168814538797,8.735493265437023,7.509799737361806
2922,8.015554282462606,8.735791186602857,7.510977267352934
2923,8.013505377566748,8.735351359645374,7.509034042204127
2924,8.013073329034382,8.733456554865358,7.5103552022486415
2925,8.013785773388827,8.733620497631648,7.508539929448613
2926,8.013782399178012,8.733404591306504,7.508470059219341
2927,8.014628152726585,8.733788634820197,7.509367683961302
2928,8.014196966928054,8.73381622295346,7.507746974379453
2929,8.01351560620247,8.733415506429125,7.509685733750401
2930,8.014447814636469,8.73406981530148,7.509023240235733
2931,8.015363180135354,8.734837837399587,7.509060082711395
2932,8.016201766543865,8.735825293279978,7.509078947434943
2933,8.015695116881325,8.735404472459061,7.50718323507063
2934,8.016203332791497,8.736377512255377,7.50942699970206
2935,8.014946870386504,8.737880939609603,7.509573333465551
2936,8.014289188514821,8.736639215685559,7.509368717625222
2937,8.01443652793288,8.735691945389268,7.5094340682090355
2938,8.013726759332828,8.73374199740866,7.50860356399688
2939,8.015525218060757,8.734954556103965,7.511145369003629
2940,8.015616106350766,8.733784125961447,7.510312351332174
2941,8.013901404790984,8.733227009040524,7.510418388732597
2942,8.01470935400896,8.73303025822016,7.509176524085746
2943,8.012636984215773,8.732588266865339,7.508336892266258
2944,8.013101012582442,8.7334867627669,7.507773626529323
2945,8.013865962264754,8.732504088867204,7.506523273082038
2946,8.014070968900988,8.735391985955017,7.508531235837068
2947,8.013307146366438,8.734946417496628,7.510901676851489
2948,8.012911286421536,8.735648821870242,7.510959357640117
2949,8.015708861315098,8.736147920466601,7.508288412211774
2950,8.013520436925623,8.733991906977613,7.508576202447767
2951,8.010835525464929,8.737941694662426,7.509656395921041
2952,8.015278166335895,8.73656833318947,7.509800210930448
2953,8.014033079785136,8.737411833637392,7.5096209914535965
2954,8.016027325578573,8.737584726699522,7.510348159988019
2955,8.014659190514603,8.735701513685312,7.510906574478239
2956,8.012387174813254,8.73642507355859,7.5104987197501005
2957,8.013819145225172,8.734530723301702,7.510451937357544
2958,8.01359342809093,8.73424495323802,7.509148049609729
2959,8.013480220267374,8.732735680169553,7.509140714554749
2960,8.014282389541817,8.732080566598896,7.508785488653664
2961,8.01447557623181,8.733376286344063,7.507386004654741
2962,8.015589722294132,8.732646438808306,7.508439982214984
2963,8.014197306523432,8.734401327823775,7.507369990586861
2964,8.0134333782717,8.73339498709769,7.507696472247443
2965,8.013089652309136,8.734095574365982,7.508553606376642
2966,8.012771542746442,8.736353066018632,7.508568964743761
2967,8.014363485701214,8.736577721621167,7.509595948406868
2968,8.015192936504194,8.738019526868522,7.508594481567179
2969,8.016172722373705,8.736508537311073,7.510359277824172
2970,8.015722864298155,8.738165638523848,7.5108125542330395
2971,8.013494461680725,8.737496017530113,7.511153162897522
2972,8.015117447992964,8.73644074849423,7.5118740229660235
2973,8.014746584966508,8.736541893992626,7.509197238454984
2974,8.015381715188003,8.735372057293842,7.5114039232761325
2975,8.014426477508358,8.734612868632121,7.508990363615211
2976,8.01392541359291,8.732841816177443,7.507112683910347
2977,8.014137088096879,8.732702067499146,7.507564111344625
2978,8.014078062423783,8.732789016696978,7.506470107772111
2979,8.015335110413135,8.731663010653973,7.508335231279461
2980,8.014694031279403,8.732225177361368,7.5072373952474685
2981,8.013048271104337,8.73280795280941,7.508349798611337
2982,8.013088344297167,8.734387918100085,7.510622351722561
2983,8.012355143213176,8.734718942697665,7.509576944502587
2984,8.01289558331989,8.735414506449006,7.510815302144154
2985,8.015348309604688,8.73652136268193,7.510541925147585
2986,8.014233353433706,8.736764506647898,7.511799433159288
2987,8.015671067868142,8.73782641091601,7.512376149083063
2988,8.014667165644742,8.736994423290435,7.511294952840381
2989,8.015142655485866,8.737747383245424,7.511946553061583
2990,8.014955566666023,8.73619429852434,7.510158372995905
2991,8.015261410732027,8.735381854583046,7.509886950245051
2992,8.015406497892602,8.733983803124831,7.509837104691502
2993,8.014400397288155,8.733168628612113,7.509877505201819
2994,8.013888515718092,8.733955119703442,7.51015056643393
2995,8.012625997486644,8.73171261875965,7.507767919041861
2996,8.01333399600391,8.734451337247402,7.507447612444906
2997,8.016746289937513,8.735722878797151,7.509117508733523
2998,8.01737867479654,8.735216655718316,7.506858954444744
2999,8.01179604299803,8.735489606860039,7.511640520711102
3000,8.01188558243432,8.736218339905028,7.512392732644645
3001,8.015122628491172,8.736112466121874,7.512974182209961
3002,8.013664946223516,8.73620801920256,7.513303158116639
3003,8.012213091022458,8.736010350508467,7.511427323063561
3004,8.013850560972985,8.737369798656232,7.512104961580579
3005,8.01495695608624,8.737184324448302,7.51079270706821
3006,8.0133462955032,8.73764928525338,7.509296057698516
3007,8.013319963314764,8.734455585520609,7.509056812784966
3008,8.012290638658909,8.735172937759657,7.5094887417513885
3009,8.014140140029353,8.735676591267637,7.510635037125986
3010,8.014061145982149,8.733434580678637,7.509531467011708
3011,8.013961341234994,8.734244142987858,7.507462894677649
3012,8.015360786096243,8.73265295654778,7.509024413860626
3013,8.014973745676148,8.733597773253585,7.508444788258308
3014,8.014908874123627,8.733533768598182,7.50942369030656
3015,8.013789398247377,8.733724671517908,7.508874117924952
3016,8.014496940513997,8.736366559599249,7.508567058063561
3017,8.014052278117038,8.735537590174408,7.51011680898159
3018,8.013615662298433,8.736459295121387,7.509839693285518
3019,8.012788759324344,8.736865655161138,7.510263840711384
3020,8.013268331800827,8.738043137532935,7.5104423275043395
3021,8.01399455157253,8.738126029288242,7.510488253234308
3022,8.01457534370509,8.736576971473255,7.511956102106493
3023,8.015037405430341,8.736808082312708,7.510323618549142
3024,8.013095206700715,8.735698980932934,7.511120409819243
3025,8.014626751423036,8.736651845248897,7.510275844350657
3026,8.014817023813475,8.735709295142087,7.508992802299695
3027,8.014445002619963,8.734602778668089,7.50945620523117
3028,8.013804267196937,8.733896962998971,7.5087186895794105
3029,8.012856588065938,8.73364294542302,7.509444216596914
3030,8.013910692327066,8.73340187301876,7.50774343715034
3031,8.015135957639382,8.732931511211582,7.507117475865341
3032,8.015719782323139,8.7333918761309,7.508173722383642
3033,8.016137674101625,8.73304241885011,7.5075122076898095
3034,8.014569716409802,8.733727512366311,7.509509585618048
3035,8.014366387057658,8.736202501944966,7.509885464589844
3036,8.013256759968902,8.73633063604071,7.509341318165938
3037,8.012118769995773,8.736450058530412,7.50942155333272
3038,8.01228437243696,8.735562397246087,7.50775381564276
3039,8.01290423861363,8.737600890468862,7.51030950755414
3040,8.015170400126486,8.737761930561547,7.511010389487968
3041,8.013529196404747,8.737096744269405,7.510836637108786
3042,8.01386717099512,8.73585160971983,7.510232801649853
3043,8.013837824001218,8.734179084931977,7.509256140695319
3044,8.012756574152295,8.733428811121732,7.509208353737012
3045,8.014550829896862,8.732139720018104,7.507974843734162
3046,8.014006173526745,8.733959488671598,7.50931409533033
3047,8.01515392515013,8.733726727152495,7.509427081245311
3048,8.015282856480297,8.734231192738642,7.5094613606655924
3049,8.016120973660094,8.734904506454548,7.5073439487905045
3050,8.013097679935722,8.7320340790688,7.507353567241965
3051,8.011965553633724,8.736287775646177,7.50747098870659
3052,8.015345856652926,8.735325577962119,7.507594944298487
3053,8.015022234887628,8.73574820155624,7.509380554081531
3054,8.015177903729922,8.737392632275311,7.510053847848724
3055,8.015207296509901,8.736454579280371,7.510711868502851
3056,8.014127366856068,8.73819947052849,7.511150277792225
3057,8.015056901706828,8.737340205467726,7.5114827453111435
3058,8.015346765384649,8.73765539733147,7.51093001493001
3059,8.015675693388289,8.737792133458578,7.510380948162214
3060,8.015382076976765,8.735504177625012,7.509681651020681
3061,8.014778099293627,8.736476026083531,7.508942961819682
3062,8.015111887255506,8.732836750836118,7.508426143625929
3063,8.015094875870187,8.733609497271834,7.508459920504034
3064,8.014451639352687,8.732722285212947,7.509396283422639
3065,8.014561150819928,8.73216096563611,7.508839139589317
3066,8.014651710862095,8.73410255999852,7.508326754958008
3067,8.01407733885713,8.733239996931756,7.509148924688783
3068,8.014646611543498,8.735511659472378,7.5087430954550465
3069,8.013902438396597,8.735580736719273,7.508943144812296
3070,8.014796216505886,8.73655155326604,7.510318541567304
3071,8.015691773166349,8.739065926855723,7.510561991872964
3072,8.015465276166928,8.736175977842242,7.511021485146107
3073,8.01549715311043,8.736464146064417,7.509914449554668
3074,8.015062195258237,8.737071972782704,7.510578823251247
3075,8.014619217441645,8.736955518885415,7.5109287450748266
3076,8.013359509533025,8.736024039014456,7.509596783678064
3077,8.013411743365815,8.73471255066795,7.509758041410476
3078,8.016066703528455,8.734540906677868,7.508412588848261
3079,8.01445482989841,8.73371384244634,7.508836782607026
3080,8.014815504954731,8.733168555716297,7.508711882019753
3081,8.01331974894126,8.733837706976308,7.508680852961558
3082,8.012368891353727,8.733614491642209,7.51017083387855
3083,8.013253154980672,8.733305520294614,7.510069935263669
3084,8.01124933482425,8.733174399671848,7.510156946905564
3085,8.014298269587355,8.733351668349572,7.509103613337985
3086,8.013370760249842,8.735577904338303,7.510040893724961
3087,8.014718776004448,8.736670679719913,7.510965389462025
3088,8.016004076971182,8.736869534819105,7.510966395731637
3089,8.014012930084476,8.737677057296898,7.510897790269477
3090,8.015033371899024,8.737344283596414,7.51103432710192
3091,8.014515359503564,8.737715795263748,7.511503612263243
3092,8.014651632987425,8.73700982885229,7.511289718307741
3093,8.014304452802449,8.735773433105283,7.5111465178528185
3094,8.014132620408349,8.737508731491186,7.511700791371603
3095,8.013221414677036,8.733358713810405,7.509858107773887
3096,8.014911499936439,8.73360479131836,7.508503828129199
3097,8.01728255318569,8.7351991570622,7.50877508681566
3098,8.017960155394123,8.733548724088584,7.506709902944655
3099,8.011565354352486,8.735464808856033,7.509568542538455
3100,8.015280173016189,8.736056971730005,7.507101056869651
3101,8.011666051362415,8.735649411525742,7.510900346310868
3102,8.013239758048499,8.736013736748191,7.511586420472099
3103,8.013553911025069,8.735115123629594,7.511551907801942
3104,8.014147238587409,8.737604856425376,7.510767508940651
3105,8.015910409797938,8.73673843092361,7.511153251960537
3106,8.015676141780993,8.73830757025948,7.511340426609382
3107,8.015227158041714,8.736301005124048,7.512678030813637
3108,8.01473578317144,8.736274522660016,7.511826704613299
3109,8.014485465295452,8.737583133569169,7.510474342441631
3110,8.014808238517872,8.736140919104528,7.511711310404242
3111,8.01457010846404,8.73559239886732,7.509851802756595
3112,8.014451610739581,8.733258476565913,7.5087052500151925
3113,8.015040446486447,8.73408251441093,7.508869468571821
3114,8.01407339247068,8.734231081787703,7.50801103970155
3115,8.014210074318031,8.732242145552194,7.508498701675217
3116,8.013259987740106,8.734254629944155,7.507764886882608
3117,8.013446206726881,8.733462087537733,7.508487025651632
3118,8.014657880743936,8.735573731493744,7.508895507676737
3119,8.014854826794659,8.734724390482382,7.508452649003641
3120,8.015955317684925,8.735894240231314,7.509900247905217
3121,8.01348954645964,8.737296896970138,7.509981777599515
3122,8.012831544927595,8.73706021786828,7.512270783093992
3123,8.014501312876778,8.737877161633996,7.51080094490207
3124,8.013715138475964,8.737157818497405,7.5111909616734005
3125,8.015615872670503,8.736512177487628,7.5117928586022025
3126,8.016141615813831,8.737245925886182,7.510788172167624
3127,8.01482206228631,8.73530978644019,7.510668633093701
3128,8.015358778627526,8.735186431098779,7.510213450464838
3129,8.013740900390625,8.73522279946992,7.510647984817707
3130,8.015048062576035,8.734036252306232,7.509208262464495
3131,8.014711408500332,8.733704016895398,7.506811251967662
3132,8.01388690666071,8.732996435407275,7.507624352813895
3133,8.01496874946741,8.734203499770345,7.50799531992556
3134,8.014277883092904,8.734030241092968,7.507817200093352
3135,8.016234533314334,8.735407180595857,7.509015890365317
3136,8.013826758921887,8.734597727799795,7.509198695059149
3137,8.012127432065782,8.734969155914749,7.510923861016251
3138,8.013490126390375,8.73472634552118,7.509819720578087
3139,8.012607180425736,8.736701107179144,7.510847803445863
3140,8.015567476376303,8.73745510616624,7.511339054352939
3141,8.01495378156697,8.73813480859895,7.511513925818243
3142,8.014094742041294,8.737722929181642,7.5111094006218835
3143,8.01595545500768,8.735936849842382,7.510227519264606
3144,8.013714103101655,8.736506330853034,7.510001220710485
3145,8.015697825840183,8.734748199433069,7.510360114640545
3146,8.015470582012332,8.734749844449885,7.510364704882071
3147,8.014020637081297,8.734013040346355,7.510370600653157
3148,8.01687872196718,8.734563985489302,7.51122110929325
3149,8.015379991356511,8.733009705964818,7.506773245091433
3150,8.012197228587883,8.731209665833031,7.509415882412487
3151,8.015306473628893,8.734446280117933,7.506490980057231
3152,8.0148989274474,8.7340745217509,7.506948214827971
3153,8.015903637239784,8.735284590420427,7.50944292446742
3154,8.01363009005371,8.736267677707085,7.509672372651947
3155,8.014779059112014,8.73560284184981,7.511797078150511
3156,8.014584119858327,8.738342645561234,7.512339092830303
3157,8.015111402473867,8.736482177468211,7.51201584123371
3158,8.014738661703417,8.735613022149133,7.512151957893131
3159,8.012836782884294,8.735614419067277,7.510679210003667
3160,8.013816079924812,8.734609783346263,7.511820246635768
3161,8.013136929560702,8.736052831715611,7.510956254352327
3162,8.01493004455893,8.734930204193837,7.509869432394025
3163,8.013101528884604,8.734344326168543,7.510004000574207
3164,8.012344433096859,8.734099761306956,7.508881377739217
3165,8.0147827297671,8.73340337017856,7.509429991453034
3166,8.013514951810008,8.734381184719737,7.508517122178013
3167,8.01364955565573,8.732389206715938,7.509360991868566
3168,8.014789627408302,8.734573755858332,7.510049872093227
3169,8.011754010996428,8.734053897744346,7.508684836192774
3170,8.014014456209134,8.73458342780661,7.511145008576818
3171,8.01398542030299,8.736738828666258,7.509860499252383
3172,8.013922974555385,8.73691128107545,7.5112382491291525
3173,8.014076642490535,8.73790986973725,7.511073005380254
3174,8.013293460175259,8.736821917932264,7.509438268144613
3175,8.01437463680446,8.73659987450894,7.511777050092924
3176,8.01303461104058,8.73648571679323,7.511300490954287
3177,8.012550218380357,8.735170315144694,7.5114007679023995
3178,8.01299997501811,8.734750757313684,7.5105769556512945
3179,8.012220715786427,8.733993339777971,7.50973035556732
3180,8.013753141012565,8.734119126542062,7.5093507477147705
3181,8.013283052584034,8.73469024324157,7.508176136239972
3182,8.01384146606628,8.73480175569401,7.508510231623724
3183,8.015587028638052,8.735484565624159,7.50856630832078
3184,8.013231595925992,8.735596993848425,7.508213468628584
3185,8.014074724901713,8.733915016822218,7.507852139185069
3186,8.014971393254985,8.734963255328296,7.508977865535327
3187,8.014552847457361,8.73534035345203,7.510837393444908
3188,8.015559554626522,8.735087065314682,7.511071710555538
3189,8.012868817186982,8.735779597800148,7.51084523742095
3190,8.014451221837414,8.735902662338438,7.5106439722181015
3191,8.014493577523611,8.737402116254469,7.5115622027348525
3192,8.014281596941206,8.737468748717031,7.51051716436071
3193,8.015220467467916,8.736550666382934,7.510369605768676
3194,8.014201534302371,8.73709373235438,7.509686820660788
3195,8.01661288979132,8.73504565975434,7.51022140990417
3196,8.01506956015903,8.733175871657016,7.507785276808501
3197,8.017155204975841,8.733633827925043,7.506384149707999
3198,8.0160750147305,8.73085311716767,7.505415375031205
3199,8.013322476504813,8.734009075474006,7.508911917206442
3200,8.017473090260719,8.73427356473989,7.506542867584901
3201,8.012042120283546,8.734131631046841,7.508659983686443
3202,8.013473494320865,8.735703988983458,7.509553626394604
3203,8.014396383012693,8.73518162187103,7.5101228858991345
3204,8.01426444186432,8.73715027747276,7.5098807822531315
3205,8.016715849618468,8.735754521455668,7.509883089830782
3206,8.015159295451332,8.736844972226635,7.510478484038214
3207,8.014043772611844,8.736956327709091,7.510956668981853
3208,8.015194240383781,8.736738348300845,7.512622946726992
3209,8.014764503729955,8.73785797246289,7.510631615372965
3210,8.01685458452267,8.736065581414566,7.51185674654378
3211,8.015346975563773,8.737022090179376,7.51037793759304
3212,8.015130809849678,8.734799323696619,7.508337975548682
3213,8.016312144387713,8.735174140229953,7.50972336289341
3214,8.013528394055049,8.735472558316783,7.508223298761617
3215,8.014652850354874,8.73270469510911,7.509615527488775
3216,8.014271410097816,8.733901604467619,7.507637637088887
3217,8.013038742211526,8.732535554793218,7.50791571516748
3218,8.014368164829627,8.733800942733483,7.5094183543751045
3219,8.013624876012797,8.734303537381251,7.508503055654828
3220,8.014929894665364,8.734322667319082,7.510533217180402
3221,8.014538196726411,8.736197671502914,7.50963824970224
3222,8.014289213446546,8.736456029807654,7.510998250546608
3223,8.015424465275405,8.73815358131485,7.511016325430534
3224,8.013025356170662,8.7378389280361,7.50967159070129
3225,8.014964673055367,8.737536892325737,7.510866301505417
3226,8.015167360673763,8.737742106151183,7.510861672216207
3227,8.01458144624457,8.735913704879849,7.511241914684493
3228,8.015945556836726,8.736051382746941,7.511191868899337
3229,8.01429426863987,8.735995814047891,7.5098625943385775
3230,8.015741216662912,8.735167093906009,7.51067523765512
3231,8.01544155277846,8.733734298328685,7.508387338378445
3232,8.014397250395707,8.733099036791792,7.507472701832757
3233,8.01471862071462,8.733120772157196,7.507786471192396
3234,8.012600298166685,8.73302727250948,7.50700909499548
3235,8.015384543454925,8.733256443064148,7.508590225900197
3236,8.013277035383041,8.732564881567422,7.507115043294674
3237,8.011318935646779,8.734565872135533,7.509735035966149
3238,8.012970726218045,8.733475960064315,7.508747202864259
3239,8.013297283904336,8.735183739950184,7.509842006959168
3240,8.016415336854973,8.736663607747051,7.510365124894513
3241,8.015592544783601,8.737296015424995,7.510339412040175
3242,8.014789634388654,8.737889907954417,7.509833170985709
3243,8.016234587992248,8.736580939128869,7.509544867261018
3244,8.013351756620672,8.737740255243788,7.509408447836789
3245,8.015248578060945,8.736627176828895,7.51041784246046
3246,8.016081116708614,8.73729412891226,7.510930279331164
3247,8.01539292443591,8.736590928987681,7.511557805006896
3248,8.017524300385695,8.735168612677016,7.511807857280925
3249,8.013275883830556,8.732808958084496,7.50784199777027
3250,8.012980080742672,8.731329973601962,7.510501292397399
3251,8.015119549242888,8.73185717724173,7.506494900969935
3252,8.014590391144385,8.732948047987433,7.506403596806337
3253,8.015548707256785,8.733781419549176,7.507834194831392
3254,8.01284399384874,8.734601701439914,7.50760376633147
3255,8.013581717994889,8.734103736434275,7.509601191050463
3256,8.014909866016021,8.736531734169578,7.50995292100161
3257,8.015165947804972,8.737064932111524,7.509171311711625
3258,8.015867881266558,8.73611936764649,7.510396544290296
3259,8.013835477054487,8.737018236951203,7.508663171235623
3260,8.015310906168585,8.735960246206613,7.510281366670607
3261,8.013568770484962,8.738130869979363,7.510281003697248
3262,8.013100943186918,8.736466324639428,7.5108559703897555
3263,8.015062550795463,8.735754604012955,7.510679141694333
3264,8.013978277576998,8.736917184677983,7.508000519923897
3265,8.014013794097762,8.735005059401365,7.510476847372133
3266,8.013628611645135,8.734250915347307,7.508865565089639
3267,8.01408508558827,8.732280364670006,7.5088658528312315
3268,8.015605117416076,8.732682818513425,7.5097696018307145
3269,8.013589623362854,8.731991605629005,7.507918814887362
3270,8.014415873042433,8.731943213066206,7.509944106125387
3271,8.013399451395799,8.733909455545275,7.508905462216233
3272,8.014371513069886,8.733866652657841,7.508968677465876
3273,8.015108956008298,8.735669198470296,7.508809565522803
3274,8.014809985074923,8.73608181589478,7.508740864074424
3275,8.01545340506792,8.73784602377782,7.5114714551769035
3276,8.013635774197589,8.73776187956069,7.511337634750524
3277,8.013969717124986,8.736925925346593,7.511758633312937
3278,8.016747097637078,8.73769557474181,7.511249398797191
3279,8.015380803460124,8.737007677915754,7.510082887582393
3280,8.014993618489692,8.735778136822635,7.51224803000278
3281,8.01352837408524,8.73476486814048,7.510615301337958
3282,8.012830097774119,8.734769309796718,7.50993998192452
3283,8.01448623402666,8.73466279230235,7.510284590459063
3284,8.012007214430307,8.733826235435156,7.509035236371644
3285,8.014565083500587,8.733459914285792,7.508653452982759
3286,8.01297314189608,8.732930661513917,7.50918290444287
3287,8.014658757633029,8.734639656585665,7.509935158133081
3288,8.016163092153962,8.734697578538093,7.510737044852056
3289,8.014080026032811,8.735515018567542,7.508978464511577
3290,8.014416336709104,8.735454991930995,7.510166614747307
3291,8.013355115393894,8.735779610026373,7.509961808320525
3292,8.01347757102688,8.737170389169387,7.510675637724838
3293,8.015928333943355,8.736751684306771,7.511652328531582
3294,8.015465338688909,8.738558192276733,7.511027039190503
3295,8.013849277693552,8.737076758554348,7.510639048556697
3296,8.014494034056218,8.736227395284821,7.510224058598473
3297,8.01635482057408,8.738360464357942,7.511304879930058
3298,8.018323098378737,8.735861653829282,7.510173030094207
3299,8.01135488807528,8.735608203399499,7.512326453420047
3300,8.016657852367848,8.735150982658869,7.509399410286123
3301,8.011505183610629,8.734571881651398,7.510196137193625
3302,8.01118595454834,8.73435511666742,7.508789717169751
3303,8.013362678564249,8.732629527326438,7.5093899478724895
3304,8.012036348044584,8.734168208084098,7.507871153488659
3305,8.015370727622297,8.734628297334693,7.508841106775693
3306,8.014515912639412,8.735690068634065,7.508355982391291
3307,8.014363646360184,8.737022857388126,7.509603110069261
3308,8.01487846681897,8.735902710846993,7.511299880271623
3309,8.014266101862937,8.737347354809804,7.510171748825761
3310,8.014772359805505,8.736774913862437,7.512452987214735
3311,8.013338640380432,8.737252905172152,7.511441034893779
3312,8.013462016086782,8.737678646501257,7.511443743716753
3313,8.013590674187927,8.736578165867007,7.5116322775191176
3314,8.013687230568083,8.737473695740482,7.509595327813865
3315,8.014592859835544,8.735407967355036,7.5109070156177
3316,8.013557369300193,8.735002356685929,7.509326002113921
3317,8.013846689207782,8.732577075061123,7.507905749833535
3318,8.015074712940573,8.733166218508554,7.509409517456436
3319,8.013560390770431,8.733006179368571,7.507736699067728
3320,8.0152886516373,8.732371396128329,7.51008322096582
3321,8.014486724430158,8.734020652555031,7.5073017749617135
3322,8.01444564222328,8.734472670535078,7.508823611313907
3323,8.016332537818165,8.735064034026403,7.509678229626875
3324,8.013662721696875,8.734238272220301,7.5088063488028665
3325,8.015002651103016,8.73609354112744,7.510645814372888
3326,8.015112560675526,8.737218215877789,7.510712423524014
3327,8.013451189177024,8.736820487722115,7.511705802581759
3328,8.014522643488334,8.737559164904708,7.51107221352174
3329,8.012168030089041,8.737445454009551,7.511303866591805
3330,8.014600967999645,8.73774031593677,7.513089774317347
3331,8.015494536662628,8.73678994558718,7.510342410503345
3332,8.014810725050063,8.735229127171744,7.509729019398195
3333,8.016926003385876,8.73449739759358,7.508247481744348
3334,8.015197056219867,8.733612726372792,7.508033431655424
3335,8.014011588704982,8.733074069701852,7.508910600468255
3336,8.01514620954,8.73228963865463,7.50647151448366
3337,8.014089180988927,8.73327394469993,7.506130761168372
3338,8.017151368324221,8.733858083421996,7.507798516024221
3339,8.01362259054589,8.73351379054252,7.5076600173059616
3340,8.01450264114072,8.734584987660126,7.50925140677721
3341,8.013567520540096,8.734687001860745,7.509382925929649
3342,8.013974556352624,8.73658020514187,7.509984016182021
3343,8.01592972671234,8.736195006270048,7.510424069873881
3344,8.013728027952956,8.737355021809423,7.509508191684653
3345,8.015510609042707,8.738499397852465,7.5119528571557685
3346,8.012004401401333,8.735997698395469,7.510832313836496
3347,8.010439628625896,8.735072906089384,7.507614371138551
3348,8.009836970716869,8.732574549736462,7.50792997084476
3349,8.012900298902807,8.73567672706341,7.509527375392761
3350,8.017926387036608,8.733160749375015,7.508490495398853
3351,8.01373808773766,8.733564363545915,7.508789586695063
3352,8.014101517347333,8.733869840973671,7.508548525171271
3353,8.013893412290216,8.733002956442158,7.509703597961757
3354,8.014004197093634,8.734489932173298,7.507957669819844
3355,8.015128550016698,8.732732549998834,7.507259485139315
3356,8.013775871413095,8.733301155010402,7.5069842432047285
3357,8.013262738173617,8.735339819778156,7.508197667621739
3358,8.014954635149977,8.735287034767417,7.51012231943811
3359,8.013930780078194,8.736419110980815,7.508493380999871
3360,8.01421111405096,8.73627482092318,7.511376130758967
3361,8.012887553411073,8.737371809812394,7.512378031127876
3362,8.014351028517904,8.737855378898947,7.512289993582255
3363,8.014504617167262,8.73609394916664,7.511674735789274
3364,8.014328427428312,8.73620738149348,7.509598887818332
3365,8.014421031505476,8.735255858584726,7.510049736041536
3366,8.0146688551066,8.735026467285964,7.509110567155082
3367,8.01308704830911,8.733925037069344,7.507633412976472
3368,8.014408041379141,8.73428620453372,7.508891835671126
3369,8.014497014098207,8.734557433713517,7.507944722935416
3370,8.014300347170236,8.733033739721508,7.509602836604346
3371,8.013547519890603,8.732506898542814,7.507932725176363
3372,8.01338881163579,8.73318541853741,7.50853639785094
3373,8.014410528061244,8.73444714490321,7.509525084231107
3374,8.014520507669427,8.735074998593547,7.509586617229617
3375,8.014113686993865,8.735527937868232,7.5114642539129415
3376,8.01536611840059,8.736520450914108,7.5095954494126405
