序号,数组1,数组2,数组3
443,8.01414266023745,8.732527345622037,7.507619712893329
444,8.013466762557512,8.734037059678519,7.507757970128164
445,8.013356125254818,8.73528191017942,7.50811085837739
446,8.012499845043788,8.733740012938602,7.509799314627589
447,8.010844677447992,8.735855318251643,7.507241564374371
448,8.012641509842158,8.73396107208534,7.5073769558561025
449,8.00984701606496,8.735049098111594,7.509012132042732
450,8.014804333734087,8.735840577999964,7.5079531098481835
451,8.015046485551032,8.737885981848164,7.510964764506669
452,8.011797190642604,8.738186137536092,7.512457483030425
453,8.014732140019378,8.736485553979714,7.512605387025205
454,8.016274043914226,8.738082749649305,7.509959495513503
455,8.014386698609295,8.735299539857213,7.507916526792084
456,8.01437210927882,8.734290417090046,7.5086921262890955
457,8.013961092479034,8.733912806960673,7.5092363093918015
458,8.014406604035093,8.732162462005494,7.508710703911802
459,8.015289291525852,8.733730269444642,7.508031908499429
460,8.014021388601577,8.73274973555758,7.508365302630906
461,8.01588498462202,8.733332518367888,7.508585162275215
462,8.014297674231127,8.733887680315501,7.5082843365914735
463,8.01555406717837,8.735217577353856,7.508556858857531
464,8.015998101710553,8.737952116212027,7.508916271746775
465,8.014476059162094,8.737291181213303,7.5101429420110914
466,8.015794226773183,8.736756477323219,7.510718026746035
467,8.014801321858972,8.737041197148349,7.510491505832433
468,8.014908187596806,8.736946233020266,7.5111441692914624
469,8.016049381442013,8.737082311443254,7.511426613853724
470,8.013446775581379,8.735444619914022,7.511082550991521
471,8.015713422581562,8.735263744591183,7.510863238581023
472,8.014185426609428,8.735894152431307,7.510110738267941
473,8.015703985957478,8.734570689796811,7.510383446880651
474,8.015650325791436,8.7332895883522,7.508025365977451
475,8.013664384633602,8.733585317169984,7.508153958462752
476,8.013720951822682,8.7334245458122,7.508358310275621
477,8.012574631077383,8.733610591853498,7.507266217829602
478,8.014605507282774,8.732896724223412,7.507401119147234
479,8.015906308628274,8.732984151000016,7.5081840366569645
480,8.013735080637796,8.734133363459133,7.509031306733222
481,8.014891954987975,8.733873395039243,7.510694378752233
482,8.013401087792927,8.734964151883714,7.510389413315969
483,8.014122554115298,8.73759686544579,7.511590692070818
484,8.01432982474374,8.737331275538095,7.512963152115305
485,8.012737608874776,8.73743220707204,7.510779842642676
486,8.015754159134778,8.736747616084497,7.510418911415634
487,8.01308165097239,8.736770603335744,7.509436959898568
488,8.012710908039526,8.73466752487765,7.510482734295608
489,8.01366608427096,8.733638592267635,7.509384365433616
490,8.01187474400063,8.73367801754217,7.508625956850915
491,8.013312141907141,8.732134715335972,7.509368676933952
492,8.012628323926043,8.734416330442704,7.508328255378853
493,8.014171513673112,8.732702877627613,7.5082463820189
494,8.014314723870859,8.734352226614227,7.508902099932726
495,8.011349834663335,8.73395656487496,7.506937181384541
496,8.015347467274156,8.735189433210493,7.5099826698964085
497,8.012997812252083,8.73705192176384,7.509883214297799
498,8.013395969714358,8.734713334933975,7.511415328542362
499,8.015752270728333,8.738917939340237,7.513794875905151
500,8.009295165140776,8.736574752990938,7.513777449247384
501,8.01637225102779,8.73436946259971,7.511655967868436
502,8.018005380139412,8.737528385328224,7.507746679632819
503,8.01582393393789,8.735817282567604,7.509055722564962
504,8.01473883523449,8.736147004989299,7.509946274525187
505,8.014406923349966,8.735286666558155,7.509187391748855
506,8.016414105304474,8.735715323913634,7.510290495040741
507,8.014696461449581,8.735340998505762,7.507696889217822
508,8.013138717446239,8.732837269536402,7.509562323764169
509,8.014540575377682,8.733541744297987,7.508906872431696
510,8.013227642393682,8.732351262486183,7.508131148859036
511,8.01469122316943,8.733726354464428,7.509884800186269
512,8.013994474312161,8.733652347974651,7.508682202803872
513,8.014669209193398,8.734231672809582,7.509084978927353
514,8.015647849863926,8.734718989350796,7.5088871525418135
515,8.013769768621943,8.735554392418715,7.509630227183699
516,8.015739410524407,8.736759126106211,7.510847460953212
517,8.015285031917976,8.73663615597809,7.5092893536824645
518,8.014776512929934,8.737519060433291,7.5099169199587745
519,8.015778382294611,8.737466112322275,7.510680233366351
520,8.012902440314903,8.735238220982833,7.511249746639644
521,8.014834064990097,8.73558159675766,7.511686673821509
522,8.012107553488491,8.735635405796838,7.510356250448434
523,8.014341574040499,8.735489184324154,7.510912085431414
524,8.01451378676296,8.733956916510419,7.508472350800273
525,8.013707209836623,8.73344023535179,7.507694375171402
526,8.016448650514539,8.733921488080872,7.508716748887713
527,8.01421713271882,8.734245241366555,7.509129035270479
528,8.014253704269912,8.733794339523627,7.50976860988698
529,8.015160620552825,8.733570619604354,7.510066960229117
530,8.012031745718948,8.734753860433123,7.510591061764435
531,8.015117924404056,8.734513251084179,7.511437925936667
532,8.014666620772568,8.735824421459123,7.510103840141516
533,8.015631916843583,8.736871485209706,7.510216720879794
534,8.017137555225423,8.736452096852997,7.5100874162279165
535,8.015266474339613,8.738463580749793,7.510246055166932
