x,Sync,Async,Rod,Pos
15.524252345723195,(4.2341019049689785e-06-0.0009823447488147828j),(-0.00024074468620819656+1.5851110980091973e-05j),(-7.256135734126979e-06-0.0009881871240605725j),(1.1490237639095956e-05+5.842375245789689e-06j)
15.524476986916502,(7.585577528817154e-05-0.001426799590222077j),(-1.6383392489957194e-05-2.8233869511795585e-05j),(6.518838538607837e-05-0.0014340360052317509j),(1.0667389902093186e-05+7.236415009673911e-06j)
15.522106787040274,(-0.0010856897551130824-0.0012565969928522052j),(-0.0023691586422046732-1.5516822359912736e-05j),(-0.0010953660661670271-0.001265113325038236j),(9.676311053944561e-06+8.516332186030781e-06j)
15.522873414074278,(-0.0007153767798886229-0.00026341484652254597j),(-0.0016305103067017867-5.443378296847128e-05j),(-0.0007239094108887501-0.00027307678823894967j),(8.532631000127192e-06+9.661941716403697e-06j)
15.523184668025213,(-0.0005626608520035335-0.0008540011462962019j),(-0.001275365867161444-7.334157696314205e-05j),(-0.0005699152382618245-0.0008646563229503466j),(7.254386258291124e-06+1.0655176654144707e-05j)
15.521900349223579,(-0.001226703790240515-0.0001970327166091604j),(-0.002578780767830056-9.604918776532091e-05j),(-0.0012325655257521162-0.0002085130897001162j),(5.861735511601511e-06+1.1480373090955857e-05j)
15.523607915594326,(-0.0004290544291578076-0.00016058207233605315j),(-0.0007741007462031503-0.0001597457103772994j),(-0.0004334310708520706-0.00017270658952213324j),(4.376641694262877e-06+1.2124517186080164e-05j)
15.521136586798988,(-0.0017763242664233713-0.0005274555751050313j),(-0.0031748041133545317-3.800993552635364e-05j),(-0.0017791467920462978-0.0005400330255073757j),(2.8225256229266977e-06+1.2577450402344498e-05j)
15.522839185023972,(-0.0007789890181477546+0.001329416684274835j),(-0.001577261833229865-3.193965006314312e-05j),(-0.0007802129147841763+0.0013165846545624756j),(1.2238966364218867e-06+1.2832029712359175e-05j)
15.524839503383394,(7.985797219241044e-05-0.00024165262546840544j),(0.0005233883504263382-0.00011393183435326222j),(8.025200612357009e-05-0.0002545368657167325j),(-3.9403393115970897e-07+1.2884240248326959e-05j)
15.521768025251367,(-0.0014768750115018395+0.0003851498976526081j),(-0.002486115329891272+4.345418636191191e-05j),(-0.001474869261153577+0.0003724166390337015j),(-2.0057503482624593e-06+1.2733258618906574e-05j)
15.525421371902338,(0.0004145805611167207+0.0009182651206212981j),(0.001061468376338309+8.39665137872148e-05j),(0.0004181663960009166+0.000905883654726712j),(-3.585834884195928e-06+1.2381465894586033e-05j)
15.524553810137693,(5.107490788160192e-05-0.00025093876494193074j),(0.00016461223848998456+8.51073006313133e-05j),(5.618427654353369e-05-0.00026277317499870937j),(-5.109368661931696e-06+1.1834410056778659e-05j)
15.525247861767102,(0.00040956625744900557+0.0003731579622724072j),(0.0008062173241822608+4.1595934026502305e-05j),(0.00041611858209268546+0.0003620572437695652j),(-6.55232464367991e-06+1.1100718502841991e-05j)
15.524700268930179,(0.00010401264295307815-0.0006740958077333736j),(0.00033136283980426663+2.528360409270999e-05j),(0.00011190458950470642-0.0006842877697202413j),(-7.891946551628273e-06+1.0191961986867697e-05j)
15.523946530100126,(-0.00028945321071612294+0.0004791787029841315j),(-0.00044676085047010963+0.00011233787793096234j),(-0.0002803461029680858+0.0004700562308421539j),(-9.107107748037109e-06+9.122472141977528e-06j)
15.52632119944866,(0.0010058025482454313-0.00037200180856113553j),(0.0018609688492810215+0.00012366541747988786j),(0.0010159811926603683-0.0003799109240230432j),(-1.017864441493693e-05+7.909115461907659e-06j)
15.523290803869495,(-0.0004578009827014337-0.0002097623078586544j),(-0.0012620025561593882+0.00010697054869860019j),(-0.0004467113249224478-0.0002163333351649814j),(-1.1089657778985751e-05+6.571027306326944e-06j)
15.52698461940576,(0.00147201950353981+0.0013473348060088807j),(0.002389881956052799-1.1296131030424744e-05j),(0.00148384528415503+0.0013422054958840968j),(-1.1825780615219523e-05+5.129310124784008e-06j)
15.52889569663928,(0.0023402703497676486-0.0011595961108270892j),(0.0043472651449329-9.294793519215239e-05j),(0.0023526457535944212-0.0011632028114855612j),(-1.2375403826772363e-05+3.606700658471885e-06j)
15.525452465636107,(0.0005705869816867344-0.0014266040752441917j),(0.0009930839392344724-0.00014943531247669698j),(0.0005833168412140035-0.0014286312866124288j),(-1.2729859527269091e-05+2.0272113682371184e-06j)
15.52589968667418,(0.000661831763851566-0.0016294554755342376j),(0.0015316886727017966-6.938029004959752e-05j),(0.0006747153215901371-0.0016298712272779653j),(-1.2883557738571314e-05+4.157517437278824e-07j)
15.52302440703373,(-0.0006553979583975235-0.0019732667385335295j),(-0.0014230189190602266-3.864570558646619e-05j),(-0.0006425638838494516-0.0019720644739993913j),(-1.283407454807192e-05-1.2022645341379959e-06j)
15.523332902938641,(-0.0005995658469280377-0.0007726052877157879j),(-0.0010570894197030238-0.00011772515792563477j),(-0.0005869836565927928-0.0007698039673336856j),(-1.258219033524492e-05-2.8013203821024984e-06j)
15.522391378877085,(-0.0010747083299239588-0.0015625894369557835j),(-0.0019532506879332604-4.140241352971465e-05j),(-0.0010625764524593638-0.0015582332392215699j),(-1.2131877464594926e-05-4.356197734213564e-06j)
15.520749936810377,(-0.0019383197852587224+0.00037444497834820495j),(-0.0035927847630256885-5.7973842101438604e-05j),(-0.0019268295476196266+0.0003802873535939946j),(-1.1490237639095959e-05-5.842375245789686e-06j)
15.525129755806029,(0.00024881172556222287+0.0006783132776875732j),(0.0008307947339346257+3.989189967313347e-05j),(0.0002594791154643161+0.0006855496926972471j),(-1.0667389902093184e-05-7.236415009673909e-06j)
15.52467697710874,(8.465834838149396e-05-0.0007357722584811102j),(0.00027479747225325+3.869714115551853e-05j),(9.433465943543849e-05-0.0007272559262950794j),(-9.676311053944561e-06-8.516332186030781e-06j)
15.523876902366602,(-0.0003337046789525677-0.00012599394524509685j),(-0.0004659689473651163+2.691439813123307e-05j),(-0.00032517204795244056-0.0001163320035286931j),(-8.532631000127192e-06-9.661941716403692e-06j)
15.524264349116752,(-0.00012229579580569984-0.00028501320044709363j),(-0.0001371904395710256+7.294986999517537e-05j),(-0.00011504140954740876-0.000274358023792949j),(-7.254386258291126e-06-1.065517665414471e-05j)
15.524881744405885,(0.00020577345820310133+0.0007817077578991304j),(0.000501816037123799+6.082328350463546e-05j),(0.0002116351937147029+0.0007931881309900862j),(-5.861735511601511e-06-1.1480373090955855e-05j)
15.529183300092928,(0.002403523610373401-0.0007457197275574606j),(0.004715416561113242+0.00010219826558797793j),(0.0024079002520676633-0.0007335952103713804j),(-4.376641694262878e-06-1.2124517186080167e-05j)
15.524471514153056,(6.806410957828264e-05-0.0023964299623941963j),(2.4180058593241128e-05+9.07401109814191e-06j),(7.088663520120935e-05-0.002383852511991852j),(-2.8225256229266994e-06-1.2577450402344498e-05j)
15.524645299803964,(0.0001362278670796239-0.0006907621560200783j),(0.0001757118241906217+8.040186797492095e-05j),(0.00013745176371604578-0.000677930126307719j),(-1.2238966364218848e-06-1.2832029712359179e-05j)
15.524625003148904,(0.00019723749047417642-0.0021080601407920704j),(0.0001252402129405649-3.163266657772699e-05j),(0.00019684345654301665-0.0020951759005437436j),(3.9403393115971315e-07-1.2884240248326959e-05j)
15.522342449280082,(-0.0010406186231616116-0.0007359483022339933j),(-0.002101717507556932+1.3061161367235078e-05j),(-0.0010426243735098737-0.0007232150436150867j),(2.0057503482624585e-06-1.2733258618906577e-05j)
15.525066484823954,(0.00040505725135152765-0.0010767404254769708j),(0.0005796429954877277-5.826696544995005e-05j),(0.00040147141646733174-0.0010643589595823845j),(3.5858348841959267e-06-1.2381465894586032e-05j)
15.522316783914478,(-0.001111782544294867-0.001469804155789193j),(-0.0020690516603687355-2.831091235621331e-05j),(-0.0011168919129567985-0.0014579697457324146j),(5.109368661931695e-06-1.183441005677866e-05j)
15.523445334601394,(-0.00044363783696196597-0.00047424894359745357j),(-0.0010033872298127716-2.2965260956542285e-05j),(-0.00045019016160564596-0.0004631482250946116j),(6.552324643679908e-06-1.110071850284199e-05j)
15.523268403420428,(-0.0006500749241799864-0.0015887686724990395j),(-0.001103330036478587-3.773621794487912e-05j),(-0.0006579668707316146-0.0015785767105121716j),(7.891946551628273e-06-1.01919619868677e-05j)
15.520649031427682,(-0.0018907776360702678-0.0006155093513599213j),(-0.003750702181659516+6.733968004639935e-06j),(-0.001899884743818305-0.0006063868792179438j),(9.107107748037109e-06-9.122472141977528e-06j)
15.523188978033954,(-0.0006994742769074066+0.00011867806219927899j),(-0.001173068767765938+1.1907866437126869e-05j),(-0.0007096529213223435+0.00012658717766118665j),(1.017864441493693e-05-7.909115461907659e-06j)
15.522260889330614,(-0.0010648097617599564-0.00060402914588739j),(-0.002158883202580126+6.689660118716878e-05j),(-0.0010758994195389422-0.0005974581185810631j),(1.1089657778985753e-05-6.57102730632694e-06j)
15.523025786010802,(-0.000713504913692456+0.0005213325624812676j),(-0.0014038261593844002+2.54379494761034e-05j),(-0.0007253306943076755+0.0005264618726060516j),(1.1825780615219523e-05-5.1293101247840095e-06j)
15.523421385485321,(-0.00045282999379177746-0.00040993159040962103j),(-0.0010301187501117574+3.1629643546866796e-05j),(-0.00046520539761854996-0.0004063248897511493j),(1.2375403826772361e-05-3.6067006584718822e-06j)
15.522527540097157,(-0.0009774177872409644+0.0009116647849876362j),(-0.001887282139364384-7.785155873933834e-06j),(-0.0009901476467682334+0.0009136919963558732j),(1.2729859527269097e-05-2.027211368237119e-06j)
15.525645620252888,(0.000628168811067699+0.0003856548662995194j),(0.0012252345741186384+6.293455823178464e-05j),(0.0006152852533291278+0.00038607061804324724j),(1.288355773857131e-05-4.15751743727881e-07j)
15.523812087453475,(-0.00028621707299939707+0.0002273921689380413j),(-0.000651661791576866+2.6283443367072425e-05j),(-0.0002990511475474691+0.00022618990440390334j),(1.2834074548071923e-05+1.2022645341379971e-06j)
15.526772999845225,(0.001221447827625539+0.0010328789335997384j),(0.002323024913205416+3.5928232447501716e-05j),(0.001208865637290294+0.0010300776132176359j),(1.2582190335244918e-05+2.801320382102498e-06j)
15.5275937674438,(0.0016189727888646734-0.0009358427091291724j),(0.003115668370220782+2.670968176464449e-05j),(0.0016068409114000785-0.0009401989068633857j),(1.2131877464594922e-05+4.356197734213563e-06j)
15.525715873855575,(0.0007360002666973627-0.0006320216047546785j),(0.0012227834461750653+1.5851110980091963e-05j),(0.0007245100290582668-0.0006378639800004682j),(1.1490237639095957e-05+5.842375245789689e-06j)
15.527826120973558,(0.0017504208379511045-0.0014375530171480396j),(0.003332750664567706-2.8233869511796236e-05j),(0.0017397534480490117-0.0014447894321577136j),(1.066738990209319e-05+7.236415009673913e-06j)
15.523802893788844,(-0.00023763454770013822-0.0024772047773413968j),(-0.000673051893639296-1.5516822359912225e-05j),(-0.00024731085875408286-0.0024857211095274273j),(9.676311053944561e-06+8.51633218603078e-06j)
15.524055580806017,(-0.0001242951144119708-0.0009131196599477777j),(-0.00044834357496070104-5.4433782968471605e-05j),(-0.0001328277454120979-0.0009227816016641815j),(8.532631000127192e-06+9.661941716403697e-06j)
15.523709650651305,(-0.00030016797130052623-0.002212109962648534j),(-0.0007503832410691396-7.334157696314287e-05j),(-0.00030742235755881726-0.002222765139302679j),(7.2543862582911255e-06+1.0655176654144707e-05j)
15.521086669080876,(-0.0016335452965121346-0.000799761612051247j),(-0.0033924609105348952-9.604918776531984e-05j),(-0.001639407032023736-0.0008112419851422029j),(5.861735511601511e-06+1.1480373090955857e-05j)
