0,4.52E+00,5.07E+00,
0.00208,4.48E+00,5.06E+00,
0.00417,4.50E+00,5.00E+00,
0.00625,4.54E+00,4.98E+00,
0.00833,4.54E+00,5.05E+00,
0.01042,4.54E+00,5.09E+00,
0.0125,4.51E+00,5.07E+00,
0.01458,4.48E+00,5.06E+00,
0.01667,4.50E+00,5.00E+00,
0.01875,4.54E+00,4.98E+00,
0.02083,4.54E+00,5.05E+00,
0.02292,4.54E+00,5.09E+00,
0.025,4.51E+00,5.07E+00,
0.02708,4.48E+00,5.06E+00,
0.02917,4.50E+00,5.00E+00,
0.03125,4.54E+00,4.98E+00,
0.03333,4.54E+00,5.05E+00,
0.03542,4.54E+00,5.09E+00,
0.0375,4.52E+00,5.07E+00,
0.03958,4.48E+00,5.06E+00,
0.04167,4.50E+00,5.00E+00,
0.04375,4.54E+00,4.98E+00,
0.04583,4.54E+00,5.05E+00,
0.04792,4.54E+00,5.09E+00,
0.05,4.51E+00,5.07E+00,
0.05208,4.48E+00,5.06E+00,
0.05417,4.50E+00,5.00E+00,
0.05625,4.54E+00,4.98E+00,
0.05833,4.54E+00,5.05E+00,
0.06042,4.54E+00,5.09E+00,
0.0625,4.51E+00,5.07E+00,
0.06458,4.48E+00,5.06E+00,
0.06667,4.50E+00,5.00E+00,
0.06875,4.54E+00,4.98E+00,
0.07083,4.54E+00,5.05E+00,
0.07292,4.54E+00,5.09E+00,
0.075,4.51E+00,5.07E+00,
0.07708,4.48E+00,5.06E+00,
0.07917,4.50E+00,5.00E+00,
0.08125,4.54E+00,4.98E+00,
0.08333,4.54E+00,5.05E+00,
0.08542,4.54E+00,5.09E+00,
0.0875,4.52E+00,5.07E+00,
0.08958,4.48E+00,5.06E+00,
0.09167,4.50E+00,5.00E+00,
0.09375,4.54E+00,4.98E+00,
0.09583,4.54E+00,5.05E+00,
0.09792,4.54E+00,5.09E+00,
0.1,4.51E+00,5.07E+00,
0.10208,4.48E+00,5.06E+00,
0.10417,4.50E+00,5.00E+00,
0.10625,4.54E+00,4.98E+00,
0.10833,4.54E+00,5.05E+00,
0.11042,4.54E+00,5.09E+00,
0.1125,4.51E+00,5.07E+00,
0.11458,4.48E+00,5.07E+00,
0.11667,4.50E+00,5.00E+00,
0.11875,4.54E+00,4.98E+00,
0.12083,4.54E+00,5.05E+00,
0.12292,4.54E+00,5.09E+00,
0.125,4.51E+00,5.07E+00,
0.12708,4.48E+00,5.06E+00,
0.12917,4.50E+00,5.00E+00,
0.13125,4.54E+00,4.99E+00,
0.13333,4.54E+00,5.05E+00,
0.13542,4.54E+00,5.09E+00,
0.1375,4.51E+00,5.07E+00,
0.13958,4.48E+00,5.06E+00,
0.14167,4.50E+00,5.00E+00,
0.14375,4.54E+00,4.98E+00,
0.14583,4.54E+00,5.05E+00,
0.14792,4.54E+00,5.09E+00,
0.15,4.52E+00,5.07E+00,
0.15208,4.48E+00,5.06E+00,
0.15417,4.50E+00,5.00E+00,
0.15625,4.54E+00,4.98E+00,
0.15833,4.54E+00,5.05E+00,
0.16042,4.54E+00,5.09E+00,
0.1625,4.51E+00,5.07E+00,
0.16458,4.48E+00,5.06E+00,
0.16667,4.50E+00,5.00E+00,
0.16875,4.54E+00,4.98E+00,
0.17083,4.54E+00,5.05E+00,
0.17292,4.54E+00,5.09E+00,
0.175,4.51E+00,5.07E+00,
0.17708,4.48E+00,5.06E+00,
0.17917,4.50E+00,5.00E+00,
0.18125,4.54E+00,4.98E+00,
0.18333,4.54E+00,5.05E+00,
0.18542,4.54E+00,5.09E+00,
0.1875,4.52E+00,5.07E+00,
0.18958,4.48E+00,5.07E+00,
0.19167,4.50E+00,5.00E+00,
0.19375,4.54E+00,4.98E+00,
0.19583,4.54E+00,5.05E+00,
0.19792,4.54E+00,5.09E+00,
0.2,4.51E+00,5.07E+00,
0.20208,4.48E+00,5.06E+00,
0.20417,4.50E+00,5.00E+00,
0.20625,4.54E+00,4.98E+00,
0.20833,4.54E+00,5.05E+00,
0.21042,4.54E+00,5.09E+00,
0.2125,4.51E+00,5.07E+00,
0.21458,4.48E+00,5.06E+00,
0.21667,4.50E+00,5.00E+00,
0.21875,4.54E+00,4.98E+00,
0.22083,4.54E+00,5.05E+00,
0.22292,4.54E+00,5.09E+00,
0.225,4.52E+00,5.07E+00,
0.22708,4.48E+00,5.06E+00,
0.22917,4.50E+00,5.00E+00,
0.23125,4.54E+00,4.98E+00,
0.23333,4.54E+00,5.05E+00,
0.23542,4.54E+00,5.09E+00,
0.2375,4.51E+00,5.07E+00,
0.23958,4.48E+00,5.06E+00,
0.24167,4.50E+00,5.00E+00,
0.24375,4.54E+00,4.99E+00,
0.24583,4.54E+00,5.05E+00,
0.24792,4.54E+00,5.09E+00,
0.25,4.51E+00,5.07E+00,
0.25208,4.48E+00,5.06E+00,
0.25417,4.50E+00,5.00E+00,
0.25625,4.54E+00,4.98E+00,
0.25833,4.54E+00,5.05E+00,
0.26042,4.54E+00,5.09E+00,
0.2625,4.51E+00,5.07E+00,
0.26458,4.48E+00,5.06E+00,
0.26667,4.50E+00,5.00E+00,
0.26875,4.54E+00,4.98E+00,
0.27083,4.54E+00,5.05E+00,
0.27292,4.54E+00,5.09E+00,
0.275,4.51E+00,5.07E+00,
0.27708,4.48E+00,5.06E+00,
0.27917,4.50E+00,5.00E+00,
0.28125,4.54E+00,4.98E+00,
0.28333,4.54E+00,5.05E+00,
0.28542,4.54E+00,5.09E+00,
0.2875,4.52E+00,5.07E+00,
0.28958,4.48E+00,5.06E+00,
0.29167,4.50E+00,5.00E+00,
0.29375,4.54E+00,4.98E+00,
0.29583,4.54E+00,5.05E+00,
0.29792,4.54E+00,5.09E+00,
0.3,4.51E+00,5.07E+00,
0.30208,4.48E+00,5.06E+00,
0.30417,4.50E+00,5.00E+00,
0.30625,4.54E+00,4.99E+00,
0.30833,4.54E+00,5.05E+00,
0.31042,4.54E+00,5.09E+00,
0.3125,4.51E+00,5.07E+00,
0.31458,4.48E+00,5.06E+00,
0.31667,4.50E+00,5.00E+00,
0.31875,4.54E+00,4.99E+00,
0.32083,4.54E+00,5.05E+00,
0.32292,4.54E+00,5.09E+00,
0.325,4.51E+00,5.07E+00,
0.32708,4.48E+00,5.06E+00,
0.32917,4.50E+00,5.00E+00,
0.33125,4.54E+00,4.98E+00,
0.33333,4.54E+00,5.05E+00,
0.33542,4.54E+00,5.09E+00,
0.3375,4.51E+00,5.07E+00,
0.33958,4.48E+00,5.06E+00,
0.34167,4.50E+00,5.00E+00,
0.34375,4.54E+00,4.98E+00,
0.34583,4.54E+00,5.05E+00,
0.34792,4.54E+00,5.09E+00,
0.35,4.52E+00,5.07E+00,
0.35208,4.48E+00,5.06E+00,
0.35417,4.50E+00,5.00E+00,
0.35625,4.54E+00,4.98E+00,
0.35833,4.54E+00,5.05E+00,
0.36042,4.54E+00,5.09E+00,
0.3625,4.52E+00,5.07E+00,
0.36458,4.48E+00,5.06E+00,
0.36667,4.50E+00,5.00E+00,
0.36875,4.54E+00,4.98E+00,
0.37083,4.54E+00,5.05E+00,
0.37292,4.54E+00,5.09E+00,
0.375,4.52E+00,5.07E+00,
0.37708,4.48E+00,5.06E+00,
0.37917,4.50E+00,5.00E+00,
0.38125,4.54E+00,4.98E+00,
0.38333,4.54E+00,5.05E+00,
0.38542,4.54E+00,5.09E+00,
0.3875,4.51E+00,5.07E+00,
0.38958,4.48E+00,5.06E+00,
0.39167,4.50E+00,5.00E+00,
0.39375,4.54E+00,4.98E+00,
0.39583,4.54E+00,5.05E+00,
0.39792,4.54E+00,5.09E+00,
0.4,4.52E+00,5.07E+00,
0.40208,4.48E+00,5.06E+00,
0.40417,4.50E+00,5.00E+00,
0.40625,4.54E+00,4.99E+00,
0.40833,4.54E+00,5.05E+00,
0.41042,4.54E+00,5.09E+00,
0.4125,4.52E+00,5.07E+00,
0.41458,4.48E+00,5.06E+00,
0.41667,4.50E+00,5.00E+00,
0.41875,4.54E+00,4.98E+00,
0.42083,4.54E+00,5.05E+00,
0.42292,4.54E+00,5.09E+00,
0.425,4.52E+00,5.07E+00,
0.42708,4.48E+00,5.06E+00,
0.42917,4.50E+00,5.00E+00,
0.43125,4.54E+00,4.98E+00,
0.43333,4.54E+00,5.05E+00,
0.43542,4.54E+00,5.09E+00,
0.4375,4.52E+00,5.07E+00,
0.43958,4.48E+00,5.06E+00,
0.44167,4.50E+00,5.00E+00,
