s1_ds11,s2_ds11,s3_ds11
0.017126263668270983,0.014284931465927447,0.013806480898980667
0.016827192247899782,0.014276344533570743,0.013999657008296282
0.01662956126645446,0.014204115700562936,0.01440227439110876
0.016915837267431046,0.014073271291383256,0.014699868604975932
0.017231107409032633,0.013988757302125454,0.015028147975093123
0.017380106334813884,0.013926087868531684,0.015452798658686866
0.017507009093602963,0.013952930812867616,0.015788938575679055
0.01764612271664981,0.01391746272204734,0.01588070800927282
0.017754479577001374,0.013959901564820774,0.01605381018212438
0.017757883190282604,0.014057718093141065,0.016220913600093145
0.017803050768407647,0.01417786255114887,0.016399580201655658
0.01779950953305606,0.014280556618531677,0.016864829713374437
0.017657590856298262,0.014544182765992595,0.017424552247554168
0.01727853648618106,0.01472567492907851,0.017673726661616682
0.016946449327977925,0.01476459114001602,0.01777596355126513
0.01681211981137634,0.014881401247437889,0.017606997828608865
0.016423267394384135,0.014798890041383196,0.01749324521630418
0.015940624254735646,0.014393130910523855,0.017711208033686997
0.015703283995946553,0.013940606252320768,0.018231898365718292
0.01548157591489182,0.013570572829469227,0.01849369109032767
0.0151941825311027,0.013456859084352032,0.018746230079585483
0.014835708532079234,0.013390364089234854,0.019005999073726118
0.014434849694188553,0.013261357253297364,0.018988429981929233
0.014078259362157258,0.013158871657594252,0.018964772901851112
0.01378487056821193,0.01304188969958645,0.018679232032710484
0.013666166466649398,0.012955487795289565,0.01851470835106985
0.013570950573094744,0.012868338771852068,0.018743892091304233
0.013713309899266616,0.012737635646852048,0.019042374195796418
0.014121042028172888,0.012761253981812996,0.01903894519189017
0.014323922692235407,0.012828451223023955,0.01908415732567923
0.014548459142430753,0.0127272948265396,0.019127567286616732
0.014735769567235494,0.012603031716188018,0.019206833058101114
0.0148582862908683,0.01237216911853179,0.01929187837060111
0.015064384996923011,0.012369401833375508,0.019354380836421412
0.01521203870786054,0.012238093679078653,0.019298750831538612
0.015522208239110569,0.012183800734742706,0.01945207148583547
0.015813916661962173,0.012247280275758339,0.01992196272118701
0.015740708947118424,0.012396280617555218,0.020367063893061983
0.015577229625829338,0.012494384841188024,0.020495244337397914
0.01571242156918874,0.01286375293200831,0.020408394386226048
0.01560729368832934,0.013172510890992674,0.020313795094233866
0.014955892174657367,0.012733090139039572,0.02046397397606979
0.014624374572118258,0.01204645364001616,0.020764859034663515
0.014565113121922931,0.011528317897828657,0.020824323097163512
0.014378289806493243,0.01117198603747712,0.020810712281733822
0.014241931847508854,0.0110806856468521,0.020940175221186942
0.013969564269383804,0.01114371103747711,0.0211315933364213
0.013540259337743162,0.011171014553102111,0.021236284498530662
0.013453839196141609,0.011135500905641155,0.021184183204585358
0.013377656847508787,0.011142594094117733,0.0210208466567338
0.013420096764500965,0.01110165583728179,0.020944667164546325
0.013431434166844712,0.011072744387086473,0.021135522999507238
0.013841821325047864,0.01108308222888336,0.021307548634272866
0.01431616768735263,0.011139770095094263,0.02121692907860879
0.014572133214696407,0.011026520095094293,0.021245109229975974
0.014779607116063607,0.010939185817750545,0.021335705592280665
0.0148018137566886,0.010847479518922419,0.02124002834618692
0.01490908282407143,0.010770470534547421,0.02101134096825725
0.015008665929540201,0.010604668752320861,0.020778741041499446
0.015316202257665237,0.010427046389039605,0.02070195852196821
0.015693804113134036,0.010244253762086483,0.020795099415522898
0.0159013285760247,0.010183210427125541,0.021097813502436925
0.015713681993993422,0.010075938845094272,0.02109553996728069
0.015356434484227743,0.009913745241578668,0.021037458326655684
0.015278500377782441,0.009837648854859922,0.020865714649897886
0.015082691881688662,0.009665813771852078,0.020542501710444777
0.014697402111180782,0.009242095095094292,0.02049228078759323
0.014511116466649519,0.008957517726930236,0.02087359943993695
0.014400550963719803,0.008845626735719305,0.021135151539546294
0.014082108825047901,0.008990909474977125,0.02137948178856972
0.013581369030125977,0.009257343679078673,0.02164015105126501
0.012996265758641575,0.009441816701539608,0.021686917945796268
0.012317598571141591,0.009597617678102102,0.021710810645991584
0.011439135118993204,0.009732373708375569,0.0214917010024369
0.009967107433446375,0.009883756227906793,0.021226879957515044
0.007320642540868204,0.010008194167359926,0.021058013307124437
0.00411572408383706,0.00995701054919587,0.02097645034325725
0.0009245649041496372,0.010013796852906789,0.020701736622554145
-0.001791147839990957,0.010209930300172417,0.020535730274897912
-0.003917010974756689,0.010433175905641166,0.02053371154931198
-0.005463092542139473,0.010661621584352098,0.020319549708491667
-0.00650541446596754,0.010749487111695846,0.02000445500634327
-0.007324738977686244,0.01063153967517241,0.01965195488427296
-0.00793569637514718,0.010462572658570861,0.01927353657372611
-0.008449843811670618,0.010463640651734909,0.019118628834468302
-0.00881265750795969,0.010521581349977115,0.01932100549462455
-0.008859482019678452,0.01073159297107086,0.019329893189937046
-0.009080045178858149,0.010943062453492726,0.01913776255028861
-0.009508626819483166,0.011110081691773984,0.018862271534663615
-0.009649498157373801,0.011332349587281786,0.018353332960444852
-0.009836954968897256,0.011232702272828658,0.01800428247216359
-0.010068283557764448,0.010972822023805222,0.01815958435204639
-0.01045638731753008,0.010739742043336487,0.01854091587060111
-0.010759354578272276,0.010709815090211471,0.01866383420556205
-0.010956146936670703,0.010885939235719306,0.018622107032710486
-0.0112283370489754,0.01116652514880523,0.01862227685692923
-0.011531045007959753,0.011431879299195846,0.018568331031733935
-0.011749703113428496,0.011647573098023965,0.018531153492671412
-0.011849563635889432,0.01182074831775053,0.018219560401851093
-0.011644997156397267,0.011937885256227097,0.018024270313960464
-0.011664644470850388,0.01198691530993803,0.018148004713374532
-0.011556481336084761,0.012000745192750536,0.01813139094384328
-0.01127041602846758,0.012065282765992738,0.0178674983413042
-0.011024350281397269,0.012219705812867724,0.017757606593257317
-0.010726731922022278,0.01250368757556303,0.017669560011226066
-0.010294456311670702,0.012905955153687997,0.01754128127587449
-0.01005503133608476,0.013161438039430186,0.01738899060204635
-0.009804031336084753,0.013314416652711424,0.01708155515282759
-0.010003370276514451,0.013441871682008291,0.016817247242671314
-0.01040264356753009,0.013468814357789547,0.016717299049311928
-0.010668908167139456,0.013504173073609845,0.016763146974116613
-0.01107220960756915,0.013567172731812974,0.01662078811181192
-0.011775821839014437,0.013515763015016087,0.01641229746239784
-0.012333924719873789,0.013519216237672358,0.015932011036616563
-0.012623669348780018,0.013365132839234843,0.015338943019038424
-0.012871952454248749,0.012948655544312996,0.01507437409813999
-0.01303506317202217,0.012324747438844276,0.01512728513329624
-0.013283260974756529,0.011492342287477114,0.015026628517085295
-0.013536870618311197,0.010496084645875526,0.014958673145991556
-0.01380236036440495,0.009029847731813074,0.014795067042475928
-0.014107671765772122,0.0068917320823990175,0.014280020460444706
-0.014478976404443983,0.004093229348023848,0.013439728980952588
-0.014835575232568994,0.0009848989525159462,0.013208681642085413
-0.014707872180811191,-0.0020387519508041885,0.013291632716304153
-0.014393434436670552,-0.004695716013304168,0.013585124439936957
-0.014340320496240863,-0.006809412497679087,0.013996188258296283
-0.014236278797022108,-0.008117998117796245,0.014105233814936901
-0.014274829163233051,-0.0087158573218978,0.014126735206538458
-0.01404896383120181,-0.009019531076780624,0.014450833473140008
-0.013791753357569,-0.009298183298460294,0.01468285080712436
-0.013733046692529956,-0.009563072775999356,0.014666250855952495
-0.013812999500147123,-0.009796832004515007,0.01451877456200719
-0.014133682312647113,-0.009770336960569663,0.014367303883296264
-0.014583052234522107,-0.009616212351194666,0.014376543116694696
-0.015014963684717452,-0.009521125900999365,0.01480577631981967
-0.015018674353662761,-0.009322882199827503,0.015076502345210296
-0.015150984509912755,-0.009315638425413416,0.014954939186030605
-0.015518020911279967,-0.009421006540647793,0.014658273902827496
-0.015645528381983107,-0.009569852414671239,0.014031619703608784
-0.01563766395327216,-0.009844788010374382,0.013565784156733814
-0.01558967457338934,-0.009964541672483757,0.013687072706538487
-0.015675339246240913,-0.009879620969358772,0.013997188355952535
-0.015917625672022175,-0.009743566892210303,0.013959062525874418
-0.015944888855615933,-0.009459196189085316,0.014016644020015036
