s1_ds13,s2_ds13,s3_ds13
0.016874713612514067,0.014209665747861096,0.01422707022584041
0.01744108638852482,0.013946309676393024,0.015537648304682966
0.01777873076718692,0.014119009706910596,0.016384783424311905
0.017173674120458397,0.014728962520631253,0.01762031007226121
0.015887187889989537,0.014175800008424262,0.017982510676509286
0.014635750029881937,0.013316863021119625,0.018926358009272986
0.01368382437680567,0.012900837978395033,0.018745051667720246
0.014432298357518636,0.012730007936891143,0.01911437571557181
0.015164229558690605,0.012290866341432165,0.019349270381099154
0.015711069201024667,0.012500424666627473,0.020298166334468237
0.014938168389256974,0.012370093141969267,0.02059173780053267
0.014032511315282267,0.01114184931872711,0.021029691334468182
0.01342075674374902,0.011113123806031789,0.02107130500634318
0.014377432335790127,0.011047139559205615,0.021276323133784573
0.015008941191991367,0.010662416298707577,0.020933017219477955
0.015666312291844973,0.010104287068971242,0.02100647780297405
0.014892427709325352,0.009425768862184132,0.020693524146968213
0.013765073644383815,0.009133924147828678,0.021460425581294323
0.010261120916112344,0.009805485445436097,0.021371851228266993
-0.00016696745669023713,0.01015347840197906,0.020686907197505322
-0.006807235590235109,0.010626305257447803,0.0198123740432085
-0.008800507129541727,0.010664969356568903,0.019226822517329628
-0.009765840875879669,0.011161988893922413,0.018344867829829612
-0.010850056470362114,0.010875505379518124,0.01861228349145072
-0.011693827228418737,0.01170952149279936,0.018335828810054224
-0.0113789730292,0.012068162270387256,0.017976125147944833
-0.010220062726465622,0.012971374355348158,0.017420346760493623
-0.010536782904688288,0.013495507961305164,0.016729620344477943
-0.012401342090479248,0.013337191909059071,0.015689406404048204
-0.01341438878237371,0.010835755526002498,0.014976913459712256
-0.014532523895899072,0.0024827771080336556,0.013555015949946715
-0.014311215723291644,-0.007084745987669326,0.01395332042992715
-0.013846690845361973,-0.00941940478893882,0.014579677424556013
-0.01468759314638736,-0.009557639353147799,0.014656531416255232
-0.015488049439111997,-0.009537821347776707,0.014302654237300174
-0.015781882086817092,-0.009761731430784537,0.013914991902095119
-0.01583086714541085,-0.009985177555052118,0.01421398302147987
-0.01533760882631902,-0.010001901975218136,0.014679329621821635
-0.014822774744287746,-0.009834924546018909,0.014948378785639989
-0.014535858637110013,-0.010270875162474005,0.014863854109126317
-0.015445243720117857,-0.010755127432981822,0.01491641126244664
-0.01653855024477613,-0.011209470999876365,0.014005301661616593
-0.018364352728907046,-0.011510224777952554,0.013044274543696738
-0.01863236544863361,-0.011724061124388088,0.005538484022456451
-0.017765814563623843,-0.01199972361828458,-0.004787058519047325
-0.017463494281641415,-0.01201024801403653,-0.00862054883887145
-0.018904023944727337,-0.011915526731077552,-0.009949313291996475
-0.02003343956972728,-0.011734273075071694,-0.009966985203617565
-0.020796150281397155,-0.0109789508582748,-0.010157454063480863
-0.0207565742437995,-0.01154148333508145,-0.010603082670658629
-0.019881577374903064,-0.011417956681028716,-0.010871540947025839
-0.0186872929876961,-0.011315156296507239,-0.011199789189213362
-0.018683773725000796,-0.011635856760374425,-0.013033234697025905
-0.0185161394293465,-0.013079219840208394,-0.01362506710059034
-0.01901722164980546,-0.013339302298704487,-0.013467027531498553
-0.01874418924624102,-0.013551562882200583,-0.013991413676518055
-0.017690152069727363,-0.013498800638548242,-0.014673974247807062
-0.016110048554102276,-0.014300573557249407,-0.015436666484135145
-0.015484104022852229,-0.014648257089964246,-0.016608663584965225
-0.015717643738428416,-0.015738885214964284,-0.01645316114355897
-0.017129399994532023,-0.016198748960081485,-0.01563088336645936
-0.017182546088282027,-0.016480668637815884,-0.015126007957523835
-0.01494428140932682,-0.0158716684669174,-0.015600085539310917
-0.013101039008203806,-0.015003945847288466,-0.015875924351566772
-0.013032849603906937,-0.01422264291760096,-0.01648268477026796
-0.012586218048731185,-0.014427464029661517,-0.017252811973637136
-0.01360544832827214,-0.013494784354368548,-0.017997460917728983
-0.012042971912256594,-0.01305437728649747,-0.018972018479984906
-0.009138464850489011,-0.012391875864378323,-0.019398647905033747
-0.007728321912256555,-0.01178905575939786,-0.019473035252445856
-0.007589757111231177,-0.011116992533079491,-0.019995713670414597
-0.00471498812929769,-0.01144711539684904,-0.020801029649418483
-0.0025810079657234116,-0.010823891532102916,-0.020323808757084526
-0.00234372587343824,-0.009478061118284519,-0.020352930925053272
-0.0014424522467291997,-0.008370712088743498,-0.02041017163550249
-0.0009692624029792028,-0.007122136484495488,-0.01995832963110796
0.00118586883481367,-0.00665458876721036,-0.01957468141943805
0.002784428331883953,-0.006707274173704496,-0.01939939102637163
0.0036440063592276966,-0.006625182505003334,-0.018500198149174328
0.004296374407323372,-0.005651914353147902,-0.017876551725834442
0.006438308355077214,-0.005466808884397907,-0.01764629550635201
0.008759540575536209,-0.004921583048216289,-0.017375265623539485
0.011091532482274489,-0.0035619658729233246,-0.01601269264380311
0.012029685131200198,-0.002543755820433089,-0.016037589537113654
0.013014772954686504,-0.0026342680152573123,-0.015865112150639044
0.013173082213719715,-0.0016086187171616272,-0.01609680804297303
0.014552809014256946,-0.0003175744483628524,-0.014528987876957469
0.01650097598203061,0.0010927328514417007,-0.013359650248783715
0.018141164446386124,0.0027293792930921106,-0.012567002073734897
0.01881823995297788,0.0039686530845961035,-0.012545158854740753
0.019158042327245443,0.004923793392213398,-0.011710883732670423
0.01860091238950132,0.006812232131227159,-0.011856097673100115
0.01919514847348567,0.008393743245729097,-0.010200385343998447
0.020400594732030517,0.009613922487672424,-0.00898593224341248
0.021635692632421134,0.011103056771119665,-0.0076527252182660216
0.022173371795018777,0.012421758950074743,-0.00553977922217237
0.021931530889257048,0.012678647444947776,-0.001960893351810987
0.020894572014745354,0.01350739052966454,-0.0002947016525923473
0.02075131794980395,0.014322426180299247,0.0003980238356888124
0.021342170073827375,0.015290136049683956,-0.00037584083105913964
0.0217664789849602,0.016472780489381184,0.0006968085646927324
0.021530846459325417,0.017227786861451492,0.0023593782119095347
0.020764829100926994,0.016714307698853844,0.0029066413893998073
0.02080752310117113,0.016732562679322577,0.0029401432448685535
0.020684376262792237,0.016234827315553063,0.003070778028804106
0.020671345537694584,0.01586264393542612,0.0030816335097611502
