s1_ds10,s2_ds10,s3_ds10
0.017217887530048416,0.01426821986312789,0.013742272099235354
0.017034639806493553,0.014301643068727,0.013870689698725982
0.01683309132016541,0.014261021974976999,0.013875333692866617
0.016821293175634154,0.014291667092164489,0.01412398032372595
0.01664054454282165,0.014243920168336362,0.014240978077632194
0.01661857799008727,0.014164311232789509,0.014563570704585325
0.016762635265477895,0.014097682131227014,0.014669541798335314
0.017069039269384197,0.014048860451539497,0.014730195411616551
0.017256508995946683,0.014052227980836407,0.014967912989741568
0.017205705822118583,0.013925286623414499,0.01508838296044468
0.017369838097509204,0.01395076816638325,0.015368673731929055
0.017390374572118568,0.013901407570680119,0.015536923585444678
0.017524293126806083,0.01396457182849261,0.01575201489403843
0.017489725060399842,0.013941289797242623,0.015825862257319686
0.017629323986181056,0.013876940090211402,0.01578732783349157
0.017662921447118562,0.01395798535388328,0.015974088185054067
0.017676163341649814,0.013894715236695792,0.015987194874507192
0.017832795812352933,0.014025087892945754,0.01612042548974157
0.017694065490087313,0.01399185884021137,0.016172221437007205
0.017821700890477896,0.014123577346070757,0.01626960576317909
0.01776928145688421,0.014150952199586366,0.016363231642085335
0.017836820079931086,0.014204772902711375,0.01643592876122598
0.01783937872250918,0.014283651760133246,0.016737770216304113
0.017759640343602938,0.014277461476930108,0.016991889210444762
0.017815202404149806,0.014530865090211342,0.017358237208491667
0.01749997930844672,0.014557500441773848,0.017490867286616668
0.017440903722509178,0.014728132228883199,0.017666024415522938
0.017116169249852944,0.01472321762927382,0.017681428907710427
0.01699646895688417,0.014727545949586343,0.01775252324364794
0.01689642969907168,0.014801636330445695,0.01779940385888232
0.01679920240414979,0.014841348586305078,0.01766695073388231
0.016825037218602894,0.014921453908570697,0.01754704492333542
0.01650516612485288,0.014846097902711318,0.017492643604976058
0.016341368663915386,0.014751682180055074,0.0174938468276323
0.016021738488134103,0.014488021242555073,0.017558331446772935
0.01585951002133719,0.014298240578492636,0.017864084620601062
0.015752792785009066,0.014057861574586376,0.01815320361474173
0.015653775206884043,0.01382335093005516,0.01831059311669485
