freq_i,sync_amp,async_amp
0.2,0.0,3.43175895120475
0.4,0.0,0.0
0.6000000000000001,0.0,0.0
0.8,0.0,0.7159627322255581
1.0,0.0,0.5575707230817601
1.2000000000000002,0.0,0.0
1.4000000000000001,0.0,0.0
1.6,0.0,0.0
1.8,0.0,0.0
2.0,0.0,0.0
2.2,0.0,0.0
2.4000000000000004,0.0,0.0
2.6,0.0,0.0
2.8000000000000003,0.0,1.865029373180833
3.0,0.0,0.0
3.2,0.0,0.0
3.4000000000000004,0.0,0.0
3.6,0.0,0.0
3.8000000000000003,0.0,0.0
4.0,0.0,0.0
4.2,0.0,0.0
4.4,0.0,0.0
4.6000000000000005,0.0,0.0
4.800000000000001,0.0,0.0
5.0,0.0,0.0
5.2,0.0,0.0
5.4,0.0,0.0
5.6000000000000005,0.0,0.0
5.800000000000001,0.0,0.0
6.0,0.0,0.0
6.2,0.0,0.0
6.4,0.0,0.0
6.6000000000000005,0.0,0.0
6.800000000000001,0.0,0.0
7.0,0.0,0.339440232448123
7.2,0.0,0.0
7.4,0.0,0.0
7.6000000000000005,0.0,0.0
7.800000000000001,0.0,0.0
8.0,0.0,0.0
8.200000000000001,0.0,0.0
8.4,0.0,0.0
8.6,0.0,0.0
8.8,0.0,0.0
9.0,0.0,0.0
9.200000000000001,0.0,0.0
9.4,0.0,0.0
9.600000000000001,0.0,0.0
9.8,0.0,0.0
10.0,0.0,0.0
10.200000000000001,0.0,0.0
10.4,0.0,0.0
10.600000000000001,0.0,0.0
10.8,0.0,0.0
11.0,0.0,0.0
11.200000000000001,0.0,0.0
11.4,0.0,0.0
11.600000000000001,0.0,0.0
11.8,0.0,0.0
12.0,0.0,0.0
12.200000000000001,0.0,0.0
12.4,0.0,0.0
12.600000000000001,0.0,0.0
12.8,0.0,0.0
13.0,0.0,0.0
13.200000000000001,0.0,0.0
13.4,0.0,0.0
13.600000000000001,0.0,0.0
13.8,0.0,0.0
14.0,0.0,0.0
14.200000000000001,0.0,0.0
14.4,0.0,0.0
14.600000000000001,0.0,0.0
14.8,0.0,0.0
15.0,0.0,0.0
15.200000000000001,0.0,0.0
15.4,0.0,0.0
15.600000000000001,0.0,0.0
15.8,0.0,0.0
16.0,0.0,0.0
16.2,0.0,0.0
16.400000000000002,0.0,0.0
16.6,0.0,0.3086239049559319
16.8,0.0,0.0
17.0,0.0,0.0
17.2,0.0,0.0
17.400000000000002,0.0,0.0
17.6,0.0,0.0
17.8,0.0,0.0
18.0,0.0,0.0
18.2,0.0,0.0
18.400000000000002,0.0,0.0
18.6,0.0,0.0
18.8,0.0,0.0
19.0,0.0,0.0
19.200000000000003,0.0,0.0
19.400000000000002,0.0,0.0
19.6,0.0,0.0
19.8,0.0,0.0
20.0,0.0,0.0
20.200000000000003,0.0,0.0
20.400000000000002,0.0,0.0
20.6,0.0,0.0
20.8,0.0,0.2685827410811283
21.0,0.0,0.0
21.200000000000003,0.0,0.26065389460991784
21.400000000000002,0.0,0.0
21.6,0.0,0.0
21.8,0.0,0.0
22.0,0.0,0.0
22.200000000000003,0.0,0.0
22.400000000000002,0.0,0.0
22.6,0.0,0.0
22.8,0.0,0.0
23.0,0.0,0.0
23.200000000000003,0.0,0.0
23.400000000000002,0.0,0.0
23.6,0.0,0.0
23.8,0.0,0.0
24.0,0.0,0.0
24.200000000000003,0.0,0.0
24.400000000000002,0.0,0.0
24.6,0.0,0.0
24.8,0.0,0.0
25.0,0.0,0.0
25.200000000000003,0.0,0.0
25.400000000000002,0.0,0.0
25.6,0.0,0.0
25.8,0.0,0.0
26.0,0.0,0.0
26.200000000000003,0.0,0.0
26.400000000000002,0.0,0.0
26.6,0.0,0.0
26.8,0.0,0.0
27.0,0.0,0.0
27.200000000000003,0.0,0.0
27.400000000000002,0.0,0.0
27.6,0.0,0.0
27.8,0.0,0.0
28.0,0.0,0.0
28.200000000000003,0.0,0.0
28.400000000000002,0.0,0.0
28.6,0.0,0.0
28.8,0.0,0.0
29.0,0.0,0.0
29.200000000000003,0.0,0.0
29.400000000000002,0.0,0.0
29.6,0.0,0.0
29.8,0.0,0.0
30.0,0.0,0.0
30.200000000000003,0.0,0.0
30.400000000000002,0.0,0.0
30.6,0.0,0.0
30.8,0.0,0.0
31.0,0.0,0.0
31.200000000000003,0.0,0.0
31.400000000000002,0.0,0.0
31.6,0.0,0.0
31.8,0.0,0.0
32.0,0.0,0.0
32.2,0.0,0.0
32.4,0.0,0.0
32.6,0.0,0.2688949357366704
32.800000000000004,0.0,0.0
33.0,0.0,0.26533022110986976
33.2,0.0,0.0
33.4,0.0,0.0
33.6,0.0,0.0
33.800000000000004,0.0,0.0
34.0,0.0,0.0
34.2,0.0,0.0
34.4,0.0,0.0
34.6,0.0,0.0
34.800000000000004,0.0,0.0
35.0,0.0,0.28227171247209376
35.2,0.0,0.0
35.4,0.0,0.0
35.6,0.0,0.0
35.800000000000004,0.0,0.0
36.0,0.0,0.0
36.2,0.0,0.0
36.4,0.0,0.0
36.6,0.0,0.0
36.800000000000004,0.0,0.0
37.0,0.0,0.21372123670473014
37.2,0.0,0.0
37.4,0.0,0.0
37.6,0.0,0.0
37.800000000000004,0.0,0.0
38.0,0.0,0.0
38.2,0.0,0.23693542980022803
38.400000000000006,0.0,0.0
38.6,0.0,0.0
38.800000000000004,0.0,0.0
39.0,0.0,0.0
39.2,0.0,0.0
39.400000000000006,0.0,0.0
39.6,0.0,0.0
39.800000000000004,0.0,0.0
40.0,0.0,0.0
40.2,0.0,0.0
40.400000000000006,0.0,0.0
40.6,0.0,0.0
40.800000000000004,0.0,0.0
41.0,0.0,0.0
41.2,0.0,0.0
41.400000000000006,0.0,0.0
41.6,0.0,0.0
41.800000000000004,0.0,0.0
42.0,0.0,0.0
42.2,0.0,0.0
42.400000000000006,0.0,0.0
42.6,0.0,0.0
42.800000000000004,0.0,0.0
43.0,0.0,0.0
43.2,0.0,0.0
43.400000000000006,0.0,0.0
43.6,0.0,0.0
43.800000000000004,0.0,0.2698040834410708
44.0,0.0,0.0
44.2,0.0,0.0
44.400000000000006,0.0,0.0
44.6,0.0,0.0
44.800000000000004,0.0,0.0
45.0,0.0,0.0
45.2,0.0,0.0
45.400000000000006,0.0,0.0
45.6,0.0,0.0
45.800000000000004,0.0,0.0
46.0,0.0,0.0
46.2,0.0,0.0
46.400000000000006,0.0,0.0
46.6,0.0,0.0
46.800000000000004,0.0,0.0
47.0,0.0,0.0
47.2,0.0,0.0
47.400000000000006,0.0,0.0
47.6,0.0,0.0
47.800000000000004,0.0,0.0
48.0,0.0,0.205949036773912
48.2,0.0,0.0
48.400000000000006,0.0,0.0
48.6,0.0,0.0
48.800000000000004,0.0,0.0
49.0,0.0,0.0
49.2,0.0,0.0
49.400000000000006,0.0,0.0
49.6,0.0,0.0
49.800000000000004,0.0,0.0
50.0,0.0,0.0
50.2,0.0,0.0
50.400000000000006,0.0,0.0
50.6,0.0,0.0
50.800000000000004,0.0,0.0
51.0,0.0,0.0
51.2,0.0,0.0
51.400000000000006,0.0,0.0
51.6,0.0,0.0
51.800000000000004,0.0,0.0
52.0,0.0,0.0
52.2,0.0,0.0
52.400000000000006,0.0,0.0
52.6,0.0,0.0
52.800000000000004,0.0,0.21714490474601594
53.0,0.0,0.0
53.2,0.0,0.0
53.400000000000006,0.0,0.0
53.6,0.0,0.0
53.800000000000004,0.0,0.0
54.0,0.0,0.3665398773081586
54.2,0.0,0.0
54.400000000000006,0.0,0.0
54.6,0.0,0.0
54.800000000000004,0.0,0.30838001711931046
55.0,0.0,0.0
55.2,0.0,0.24242906120973148
55.400000000000006,0.0,0.0
55.6,0.0,0.0
55.800000000000004,0.0,0.407693613161554
56.0,0.0,0.0
56.2,0.0,0.32436283397348303
56.400000000000006,0.0,0.0
56.6,0.0,0.0
56.800000000000004,0.0,0.4367440151256696
57.0,0.0,0.3100521832866022
57.2,0.0,0.0
57.400000000000006,0.0,0.46276132768885203
57.6,0.0,0.0
57.800000000000004,0.0,0.38892610894050095
58.0,0.0,0.0
58.2,0.0,0.0
58.400000000000006,0.0,0.0
58.6,0.0,0.0
58.800000000000004,0.0,0.0
59.0,0.0,0.7481656712980463
59.2,0.0,0.0
59.400000000000006,0.0,0.0
59.6,0.0,0.0
59.800000000000004,0.0,0.0
60.0,0.0,0.0
60.2,0.0,0.0
60.400000000000006,0.0,0.0
60.6,0.0,0.5557001564834164
60.800000000000004,0.0,0.0
61.0,0.0,0.0
61.2,0.0,0.0
61.400000000000006,0.0,0.0
61.6,0.0,0.0
61.800000000000004,0.0,0.0
62.0,0.0,0.0
62.2,0.0,0.0
62.400000000000006,0.0,0.0
62.6,0.0,0.0
62.800000000000004,0.0,0.0
63.0,0.0,0.0
63.2,0.0,0.0
63.400000000000006,0.0,0.0
63.6,0.0,0.0
63.800000000000004,0.0,0.0
64.0,0.0,0.2430031059363992
64.2,0.0,0.0
64.4,0.0,0.0
64.60000000000001,0.0,0.0
64.8,0.0,0.0
65.0,0.0,0.0
65.2,0.0,0.0
65.4,0.0,0.0
65.60000000000001,0.0,0.0
65.8,0.0,0.0
66.0,0.0,0.0
66.2,0.0,0.0
66.4,0.0,0.0
66.60000000000001,0.0,0.0
66.8,0.0,0.20393612701287572
67.0,0.0,0.0
67.2,0.0,0.0
67.4,0.0,0.0
67.60000000000001,0.0,0.0
67.8,0.0,0.0
68.0,0.0,0.0
68.2,0.0,0.0
68.4,0.0,0.0
68.60000000000001,0.0,0.0
68.8,0.0,0.0
69.0,0.0,0.0
69.2,0.0,0.0
69.4,0.0,0.0
69.60000000000001,0.0,0.0
69.8,0.0,0.0
70.0,0.0,0.0
70.2,0.0,0.2075928948346767
70.4,0.0,0.0
70.60000000000001,0.0,0.0
70.8,0.0,0.0
71.0,0.0,0.0
71.2,0.0,0.0
71.4,0.0,0.0
71.60000000000001,0.0,0.0
71.8,0.0,0.0
72.0,0.0,0.0
72.2,0.0,0.0
72.4,0.0,0.0
72.60000000000001,0.0,0.0
72.8,0.0,0.0
73.0,0.0,0.0
73.2,0.0,0.0
73.4,0.0,0.0
73.60000000000001,0.0,0.0
73.8,0.0,0.0
74.0,0.0,0.0
74.2,0.0,0.0
74.4,0.0,0.0
74.60000000000001,0.0,0.0
74.8,0.0,0.0
75.0,0.0,0.0
75.2,0.0,0.0
75.4,0.0,0.0
75.60000000000001,0.0,0.0
75.8,0.0,0.0
76.0,0.0,0.0
76.2,0.0,0.0
76.4,0.0,0.0
76.60000000000001,0.0,0.0
76.80000000000001,0.0,0.0
77.0,0.0,0.0
77.2,0.0,0.0
77.4,0.0,0.0
77.60000000000001,0.0,0.0
77.80000000000001,0.0,0.0
78.0,0.0,0.0
78.2,0.0,0.0
78.4,0.0,0.0
78.60000000000001,0.0,0.0
78.80000000000001,0.0,0.0
79.0,0.0,0.0
79.2,0.0,0.0
79.4,0.0,0.0
79.60000000000001,0.0,0.0
79.80000000000001,0.0,0.0
80.0,0.0,0.0
80.2,0.0,0.0
80.4,0.0,0.0
80.60000000000001,0.0,0.0
80.80000000000001,0.0,0.0
81.0,0.0,0.0
81.2,0.0,0.0
81.4,0.0,0.0
81.60000000000001,0.0,0.0
81.80000000000001,0.0,0.0
82.0,0.0,0.0
82.2,0.0,0.0
82.4,0.0,0.0
82.60000000000001,0.0,0.0
82.80000000000001,0.0,0.0
83.0,0.0,0.0
83.2,0.0,0.28870911190013915
83.4,0.0,0.0
83.60000000000001,0.0,0.0
83.80000000000001,0.0,0.0
84.0,0.0,0.0
84.2,0.0,0.0
84.4,0.0,0.0
84.60000000000001,0.0,0.0
84.80000000000001,0.0,0.0
85.0,0.0,0.0
85.2,0.0,0.0
85.4,0.0,0.0
85.60000000000001,0.0,0.0
85.80000000000001,0.0,0.0
86.0,0.0,0.0
86.2,0.0,0.0
86.4,0.0,0.0
86.60000000000001,0.0,0.0
86.80000000000001,0.0,0.0
87.0,0.0,0.0
87.2,0.0,0.0
87.4,0.0,0.0
87.60000000000001,0.0,0.0
87.80000000000001,0.0,0.0
88.0,0.0,0.0
88.2,0.0,0.0
88.4,0.0,0.0
88.60000000000001,0.0,0.0
88.80000000000001,0.0,0.0
89.0,0.0,0.0
89.2,0.0,0.0
89.4,0.0,0.0
89.60000000000001,0.0,0.0
89.80000000000001,0.0,0.0
90.0,0.0,0.0
90.2,0.0,0.0
90.4,0.0,0.0
90.60000000000001,0.0,0.0
90.80000000000001,0.0,0.0
91.0,0.0,0.0
91.2,0.0,0.0
91.4,0.0,0.0
91.60000000000001,0.0,0.0
91.80000000000001,0.0,0.0
92.0,0.0,0.0
92.2,0.0,0.0
92.4,0.0,0.0
92.60000000000001,0.0,0.0
92.80000000000001,0.0,0.0
93.0,0.0,0.0
93.2,0.0,0.0
93.4,0.0,0.0
93.60000000000001,0.0,0.0
93.80000000000001,0.0,0.0
94.0,0.0,0.0
94.2,0.0,0.0
94.4,0.0,0.0
94.60000000000001,0.0,0.0
94.80000000000001,0.0,0.0
95.0,0.0,0.0
95.2,0.0,0.0
95.4,0.0,0.0
95.60000000000001,0.0,0.0
95.80000000000001,0.0,0.0
96.0,0.0,0.0
96.2,0.0,0.0
96.4,0.0,0.0
96.60000000000001,0.0,0.0
96.80000000000001,0.0,0.0
97.0,0.0,0.0
97.2,0.0,0.0
97.4,0.0,0.0
97.60000000000001,0.0,0.0
97.80000000000001,0.0,0.0
98.0,0.0,0.0
98.2,0.0,0.0
98.4,0.0,0.0
98.60000000000001,0.0,0.0
