t,sync_wavelet_extra,async_wavelet_extra
2.443,0.00025385355469009947,0.000396274732956942
2.4435,0.0002691325191955014,0.00041471530163811473
2.444,0.0002545929821201454,0.0003933328277336476
2.4445,0.00020912403687546653,0.0003393139406313346
2.445,0.00013803100843562882,0.0002576532866914261
2.4455,5.227015384082367e-05,0.00015351439774789828
2.446,-3.4045204375998774e-05,3.612477026498508e-05
2.4465,-0.00010625788627626033,-7.826578969047864e-05
2.447,-0.00015094212231038344,-0.0001665761305194988
2.4475,-0.00015765388504498918,-0.0002040875050851794
2.448,-0.0001221348800171282,-0.00017466000145599059
2.4485,-5.058166216562132e-05,-8.201109561987452e-05
2.449,3.828729968696271e-05,4.5394174032824216e-05
2.4495,0.00011712381156331245,0.00016195765505309763
2.45,0.00016000118917105984,0.0002238584303132933
2.4505,0.00015364844143389054,0.0002094127794058545
2.451,0.00010278773903931384,0.00012835256820672444
2.4515,2.5877969902175833e-05,1.3918188038799776e-05
2.452,-5.599289510533396e-05,-9.716937677805086e-05
2.4525,-0.00012992558943019806,-0.00018423056859296814
2.453,-0.00019541925411922505,-0.0002503206958659468
2.4535,-0.0002605207823410892,-0.0003152055684798851
2.454,-0.00033344334420230446,-0.00039977448155810067
2.4545,-0.00041512077607567014,-0.0005119126132114879
2.455,-0.0004966673856928002,-0.0006412407217626963
2.4555,-0.0005624565302953921,-0.0007638643583877344
2.456,-0.0005965060960579271,-0.000852574430016667
2.4565,-0.0005884323326988259,-0.0008859311770991815
2.457,-0.0005359628566964817,-0.0008519964541283951
2.4575,-0.0004433963860781505,-0.0007470322713152163
2.458,-0.000317910491881959,-0.0005727056318186123
2.4585,-0.00016655448037715195,-0.0003350240182181391
2.459,4.314053500908022e-06,-4.544656878671277e-05
2.4595,0.00018727565199083533,0.00027746155650177544
2.46,0.0003710854562506201,0.0006071091644912828
2.4605,0.000538477977129215,0.000908847171369667
2.461,0.0006662794107848306,0.0011416844335122456
2.4615,0.0007295579349307806,0.001264448036905996
2.462,0.0007100381089232787,0.0012481160251853322
2.4625,0.0006056670356978534,0.0010905513184352965
