t,x,Sync,Async,Rod,Pos
2.0385,0.0005204919,0.0001813639988683532,-0.0001577527334308524,0.00018633524046412708,-4.97124159577384e-06
2.039,0.0016559919000002,0.001009464913191904,0.0006310433329069986,0.000986441921250506,2.3022991941398203e-05
2.0395,-0.0019120080999999,-0.001165449802845276,-0.0011019758082822968,-0.0012142133774620048,4.876357461672899e-05
2.04,-0.0004525080999999,0.0003219715893399365,-0.00036346716376286966,0.00025224075048716464,6.97308388527719e-05
2.0405,-0.0012630080999995,-0.0006877836832059574,-0.0008325438200908643,-0.0007716560459445403,8.387236273858297e-05
2.041,-0.0025605080999995,-0.0013022099838795162,-0.0014837875606039917,-0.0013920138592659447,8.980387538642845e-05
2.0415,-0.0011010080999999,-0.0003176391613646663,-0.00058963637127936,-0.0004045839203757249,8.694475901105847e-05
2.0420000000000003,-0.0015875081,-0.001087684946431149,-0.0009112668617674036,-0.0011632598302750783,7.557488384392942e-05
2.0425,-0.0009385080999997,-0.00011852248009904905,-0.0007926789870895617,-0.00017532969258402737,5.6807212484978336e-05
2.043,-0.0035330080999992,-0.0018650267144500405,-0.002039618312675685,-0.001897505569818915,3.247885536887467e-05
2.0435,-0.0027225080999992,-0.0013520163260054175,-0.0015538629985812095,-0.0013569875676011911,4.971241595773845e-06
2.044,-0.0019120080999991,-0.0007739479032638338,-0.0016786758671080363,-0.0007509249113224355,-2.302299194139821e-05
2.0445,-0.0051555080999991,-0.002928275298614061,-0.0037399788650604,-0.0028795117239973325,-4.8763574616729e-05
2.045,0.0010074919,0.0007086144348543872,3.450776791650818e-05,0.0007783452737071591,-6.97308388527719e-05
2.0455,0.0032779919000004,0.0014107496682383043,0.0017151051622423094,0.0014946220309768872,-8.387236273858299e-05
2.0460000000000003,-0.0009390080999996,-0.0005467243405639973,-0.0006980096980753428,-0.00045692046517756886,-8.980387538642845e-05
2.0465,-0.0025610080999998,-0.0011472557122924922,-0.0015680674073070724,-0.0010603109532814337,-8.694475901105847e-05
2.047,-0.0032095080999994,-0.0020230937166629925,-0.0016929474703886158,-0.0019475188328190631,-7.557488384392943e-05
2.0475,-0.0006140080999995,-0.00010956973744470194,-0.000402578377369036,-5.27625249597236e-05,-5.6807212484978336e-05
2.048,-0.0004520080999999,-0.00043198450567175393,-0.0003676537690553043,-0.0003995056503028793,-3.247885536887466e-05
2.0485,-0.0007765080999998,-0.0004671365842624305,-0.0003300780507801121,-0.00046216534266665656,-4.971241595773829e-06
2.049,0.0005209919000002,0.0004419654957941931,0.00043365370604729034,0.00041894250385279483,2.302299194139821e-05
2.0495,3.399190000009998e-05,-0.0001924503849187414,-0.00022228987268607529,-0.00024121395953547044,4.876357461672899e-05
2.05,0.0010069919000001,0.0010517221708843478,1.4889276155620347e-05,0.0009819913320315758,6.97308388527719e-05
2.0505,0.0006824919,0.00028496573577866443,1.4779540377606005e-05,0.00020109337304008147,8.387236273858297e-05
2.051,-0.0012635080999995,-0.0006537094033939008,-0.000963518847119064,-0.0007435132787803292,8.980387538642843e-05
2.0515,-0.0007765080999994,-0.0001553897413202898,-0.0009082280304918769,-0.00024233450033134824,8.694475901105847e-05
2.052,0.0001964919000001,-0.00019568436700519564,-0.0005957611043492616,-0.0002712592508491252,7.557488384392942e-05
2.0525,0.0019804919000003,0.0013409769410052481,0.0003131013071912269,0.0012841697285202699,5.680721248497831e-05
2.053,0.0006834919000007,0.00024322386391518438,-0.0003854216642308771,0.0002107450085463097,3.247885536887467e-05
2.0535,-0.0007760080999994,-0.0003787669038401361,-0.0012339624054465085,-0.00038373814543590996,4.97124159577384e-06
2.054,0.0006834919000003,0.0005238026740395993,-5.89931820263427e-05,0.0005468256659809976,-2.302299194139821e-05
