sync_x,sync_allan_var,async_x,async_allan_var,sync_kalman_x,sync_kalman_allan_var,async_kalman_x,async_kalman_allan_var,sync_wavelet_x,sync_wavelet_allan_var,async_wavelet_x,async_wavelet_allan_var,sync_average_x,sync_average_allan_var,async_average_x,async_average_allan_var
3610,2.1890143469265804e-08,3610,3.474197745833553e-08,3610,1.569439282878325e-08,3610,2.8200955875282225e-08,3610,9.573288838685768e-09,3610,1.9612701775906306e-08,3610,1.4262694997318155e-08,3610,2.5874814769943346e-08
3620,2.7383771839869664e-08,3620,3.9704482242595825e-08,3620,2.2156522131578804e-08,3620,3.420113429588483e-08,3620,1.4829951839816531e-08,3620,2.4406555918982297e-08,3620,1.948883442450745e-08,3620,3.047187320897652e-08
3630,2.795263458993045e-08,3630,5.2417400572827796e-08,3630,2.2971500217896895e-08,3630,4.887668669774772e-08,3630,1.5966161440686507e-08,3630,3.64022442011131e-08,3630,2.043486406515259e-08,3630,4.272445700444968e-08
3640,2.331368563533422e-08,3640,3.538983731253897e-08,3640,1.7252537363698256e-08,3640,2.8575834381728934e-08,3640,1.1175943749121632e-08,3640,2.02841570828166e-08,3640,1.6068152829087844e-08,3640,2.6877023180731242e-08
3650,3.530838675006513e-08,3650,6.807846457560052e-08,3650,3.22901007644216e-08,3650,6.855830617728389e-08,3650,2.3747681870023323e-08,3650,5.28393825467937e-08,3650,2.7894021214481565e-08,3650,5.835586664778971e-08
3660,2.316367558834799e-08,3660,3.320063017793748e-08,3660,1.7252344522800294e-08,3660,2.57643977678614e-08,3660,1.114117499196836e-08,3660,1.7633532231986072e-08,3660,1.6037382632414084e-08,3660,2.4459152767600828e-08
3670,3.115494379554199e-08,3670,4.9238660384419834e-08,3670,2.7845859557628555e-08,3670,4.624991789995294e-08,3670,1.996364880135816e-08,3670,3.4744412032215603e-08,3670,2.431780475696688e-08,3670,4.067492429337543e-08
3680,2.205221407455559e-08,3680,4.274625639291556e-08,3680,1.6805095773888067e-08,3680,3.8135684852814917e-08,3680,1.0658930813330796e-08,3680,2.787072501399515e-08,3680,1.536799402059541e-08,3680,3.4266925408408706e-08
3690,2.1290141720368033e-08,3690,3.011789463871855e-08,3690,1.668764865196643e-08,3690,2.4164261971587423e-08,3690,1.102322724300445e-08,3690,1.6996237660695703e-08,3690,1.5000833724866285e-08,3690,2.2576097123471613e-08
3700,2.994139735763426e-08,3700,6.253125963596628e-08,3700,2.679513029640012e-08,3700,6.272598674873977e-08,3700,1.910134031108975e-08,3700,4.8059610720697774e-08,3700,2.3459351093841256e-08,3700,5.3818502593095825e-08
3710,1.9524991729616984e-08,3710,3.1504028376228104e-08,3710,1.488915942928649e-08,3710,2.6551319083721434e-08,3710,9.585191844187806e-09,3710,1.9311506557932336e-08,3710,1.3741928017689946e-08,3710,2.478297827763632e-08
3720,3.129709951848986e-08,3720,5.6461467894208525e-08,3720,2.877356111713099e-08,3720,5.578446722893501e-08,3720,2.0541065632006347e-08,3720,4.2291929399845324e-08,3720,2.4927927648504356e-08,3720,4.81927782745795e-08
3730,2.1560648304304114e-08,3730,3.626656165765121e-08,3730,1.7147439937449978e-08,3730,3.112810528768474e-08,3730,1.1624009179633586e-08,3730,2.247693881277936e-08,3730,1.588038523102431e-08,3730,2.8845836176735217e-08
3740,2.5060280960862543e-08,3740,3.7441669248530103e-08,3740,2.1116612432698627e-08,3740,3.280615999419258e-08,3740,1.469929744441963e-08,3740,2.437760357720167e-08,3740,1.939060131660768e-08,3740,3.048889939322692e-08
3750,2.910071675616164e-08,3750,6.093181622205736e-08,3750,2.6417400777888525e-08,3750,6.10784700325373e-08,3750,1.935954729725984e-08,3750,4.759095724249703e-08,3750,2.3476083625683933e-08,3750,5.309332471259938e-08
3760,2.0906165895193317e-08,3760,3.300073029199203e-08,3760,1.6307803370055906e-08,3760,2.6775282619907032e-08,3760,1.0635706936640512e-08,3760,1.890967662248111e-08,3760,1.544834468368005e-08,3760,2.5853450670980535e-08
3770,3.3447133391743064e-08,3770,6.349080040982567e-08,3770,3.220147592334974e-08,3770,6.465934480874355e-08,3770,2.404467597515274e-08,3770,5.056110269892015e-08,3770,2.807024667948694e-08,3770,5.58842705692189e-08
3780,1.8767230387021926e-08,3780,3.3338309159064456e-08,3780,1.4659524747746393e-08,3780,2.8726227631836407e-08,3780,9.41778651289264e-09,3780,2.1384355061182863e-08,3780,1.3870576834670744e-08,3780,2.724781870926741e-08
3790,2.4222892515704684e-08,3790,3.9821353084501515e-08,3790,2.1982705142890413e-08,3790,3.688161719239204e-08,3790,1.581382563182948e-08,3790,2.7936275914057838e-08,3790,1.943049525897583e-08,3790,3.355542125696723e-08
3800,2.2683959663340902e-08,3800,4.885737194793124e-08,3800,1.9306270123390718e-08,3800,4.699316801654102e-08,3800,1.3355416175522286e-08,3800,3.6019499267189135e-08,3800,1.778135590605287e-08,3800,4.211137338992286e-08
3810,1.9723558781208124e-08,3810,3.332024910422257e-08,3810,1.6488440770813855e-08,3810,2.9657614363022922e-08,3810,1.1351175429805364e-08,3810,2.2934723267089325e-08,3810,1.5316167010401144e-08,3810,2.8024602711255227e-08
3820,3.014253367477824e-08,3820,6.62537629557147e-08,3820,2.8561324544804158e-08,3820,6.819914804402967e-08,3820,2.0623498108693325e-08,3820,5.310932306558422e-08,3820,2.5063385378200242e-08,3820,5.8943303924972824e-08
3830,2.0434915873408915e-08,3830,3.420952984422569e-08,3830,1.7012438327181902e-08,3830,2.9301626205840054e-08,3830,1.1718718502610867e-08,3830,2.1728381019054552e-08,3830,1.5975012531492925e-08,3830,2.8152112136382147e-08
3840,3.071543019769937e-08,3840,5.216608874457194e-08,3840,2.905636558613298e-08,3840,5.120829562984998e-08,3840,2.1583584193982023e-08,3840,4.009694652558022e-08,3840,2.5959240768928378e-08,3840,4.579404057699375e-08
3850,2.2671890451624618e-08,3850,4.5126842846746545e-08,3850,1.9715401322003218e-08,3850,4.2898743780375187e-08,3850,1.4167634631863087e-08,3850,3.3620139396439915e-08,3850,1.8291067541666515e-08,3850,3.918322909437393e-08
3860,2.1822690044718936e-08,3860,3.6662298223261967e-08,3860,1.837001777699733e-08,3860,3.1464974157596326e-08,3860,1.2526439717077437e-08,3860,2.3158332527252918e-08,3860,1.7262966770208925e-08,3860,3.0352409965490856e-08
3870,3.06015657866867e-08,3870,6.601807877759984e-08,3870,2.9333443017695227e-08,3870,6.790040722165797e-08,3870,2.1858956104150274e-08,3870,5.336816930254011e-08,3870,2.604465911353026e-08,3870,5.911020660327764e-08
3880,1.8259326805547874e-08,3880,3.3369076918132116e-08,3880,1.4756239971553825e-08,3880,2.9133267680229637e-08,3880,9.68844290143158e-09,3880,2.21505898999178e-08,3880,1.4074651816435923e-08,3880,2.794096207369184e-08
3890,2.9352557482337137e-08,3890,5.75340642060367e-08,3890,2.8641578512278906e-08,3890,5.843623165912032e-08,3890,2.162812358959014e-08,3890,4.6166191046004446e-08,3890,2.4971795483985124e-08,3890,5.13398329816389e-08
3900,1.9606336047935343e-08,3900,3.676299813722576e-08,3900,1.5934798922405097e-08,3900,3.25010319733875e-08,3900,1.070275153263592e-08,3900,2.4497914409496392e-08,3900,1.5231521795062404e-08,3900,3.096149673047052e-08
3910,2.2899349155106285e-08,3910,3.7057089585301445e-08,3910,2.0529224906940276e-08,3910,3.438462212102098e-08,3910,1.455662760946266e-08,3910,2.68806004566993e-08,3910,1.8632592823073202e-08,3910,3.196085811160006e-08
3920,2.4694666432848067e-08,3920,5.710713175162038e-08,3920,2.247074496634846e-08,3920,5.791280352203802e-08,3920,1.5925224904750342e-08,3920,4.543710554643352e-08,3920,2.0267981094971263e-08,3920,5.088365859177489e-08
3930,2.0058187385851476e-08,3930,3.4058571963652456e-08,3930,1.6701461751275522e-08,3930,2.918467993073555e-08,3930,1.1490487606030354e-08,3930,2.1894732083322792e-08,3930,1.576705941846772e-08,3930,2.8177069082101706e-08
3940,3.4050285651269054e-08,3940,6.612535842398959e-08,3940,3.333875814998875e-08,3940,6.854933189459072e-08,3940,2.4948107119065228e-08,3940,5.400180568275417e-08,3940,2.9349958447356303e-08,3940,5.944698012079348e-08
3950,2.0289125830149106e-08,3950,3.5153115909824794e-08,3950,1.7280508830247e-08,3950,3.133455016868989e-08,3950,1.2271481780180343e-08,3950,2.4238185773626327e-08,3950,1.6168105708900634e-08,3950,2.9629868112357053e-08
3960,2.638281370712063e-08,3960,4.38890098046086e-08,3960,2.4015291302172526e-08,3960,4.0664171081399255e-08,3960,1.716489105997536e-08,3960,3.054875095996559e-08,3960,2.1663147081591432e-08,3960,3.7429611061288376e-08
3970,2.4663650566377318e-08,3970,5.160807001824472e-08,3970,2.190087174343608e-08,3970,5.034585671791319e-08,3970,1.549746589425581e-08,3970,3.837857609135431e-08,3970,2.000564080508127e-08,3970,4.494839951147354e-08
3980,1.8999333598904926e-08,3980,3.272468970516268e-08,3980,1.534742242622138e-08,3980,2.82574226584403e-08,3980,9.730725854321417e-09,3980,2.0706943519718492e-08,3980,1.4427548667200573e-08,3980,2.6861351040011875e-08
3990,2.860264148068625e-08,3990,6.306161844894156e-08,3990,2.7625678518732994e-08,3990,6.577234015903441e-08,3990,2.0478913505463003e-08,3990,5.1623100049785987e-08,3990,2.401013221730165e-08,3990,5.651724078100021e-08
4000,1.951151585199051e-08,4000,3.207705175771893e-08,4000,1.544461568468662e-08,4000,2.6730022124626623e-08,4000,9.854699302310573e-09,4000,1.894888352360512e-08,4000,1.4650485514539269e-08,4000,2.5778822011941006e-08
4010,2.919173029879278e-08,4010,4.834900160968995e-08,4010,2.755363398543584e-08,4010,4.780116321130166e-08,4010,1.9721184664190504e-08,4010,3.6352938036914094e-08,4010,2.4128581522654354e-08,4010,4.197008300974705e-08
4020,2.0209402594627844e-08,4020,3.9407650722445285e-08,4020,1.6485624779764087e-08,4020,3.625399471139347e-08,4020,1.0750101703454599e-08,4020,2.7065472924062844e-08,4020,1.5366402736328334e-08,4020,3.302358511029851e-08
4030,2.1490115831688743e-08,4030,3.289526723111027e-08,4030,1.8311428669841892e-08,4030,2.813857677763322e-08,4030,1.2348495839318442e-08,4030,2.021634649176419e-08,4030,1.6803270497548637e-08,4030,2.6724479024556645e-08
4040,3.06939451877489e-08,4040,6.432859378532358e-08,4040,2.8701543499810013e-08,4040,6.619630078835521e-08,4040,2.08874293171616e-08,4040,5.1399718559486695e-08,4040,2.550749730115285e-08,4040,5.7044768752449216e-08
4050,1.998698098239754e-08,4050,3.2090672416283183e-08,4050,1.6468612117724277e-08,4050,2.7672890635307596e-08,4050,1.114562626682399e-08,4050,2.018514753118272e-08,4050,1.5361510535600897e-08,4050,2.6044198385419527e-08
4060,3.072277036075159e-08,4060,5.506931678034793e-08,4060,2.9224319496368388e-08,4060,5.518534873588663e-08,4060,2.1041465926250118e-08,4060,4.172671371297067e-08,4060,2.5539680709542427e-08,4060,4.793084149325514e-08
4070,2.0451032478489288e-08,4070,3.5201575016843786e-08,4070,1.6733199458056865e-08,4070,3.097368576397624e-08,4070,1.1268522435849108e-08,4070,2.2383025393869282e-08,4070,1.56112405986323e-08,4070,2.8777015721489008e-08
4080,2.280470124105881e-08,4080,3.466138097389588e-08,4080,1.9765103444334808e-08,4080,3.078086382224514e-08,4080,1.3198254522257053e-08,4080,2.2155771242856303e-08,4080,1.7801899131826362e-08,4080,2.8337632644827463e-08
4090,2.3609424667149625e-08,4090,5.1857785773922133e-08,4090,2.088747198070716e-08,4090,5.2053890985097745e-08,4090,1.4500029643605387e-08,4090,3.996305409468582e-08,4090,1.869863066806313e-08,4090,4.5214836795452306e-08
4100,1.9112264718422708e-08,4100,2.9731067665881576e-08,4100,1.4994127054791616e-08,4100,2.453259236983374e-08,4100,9.254843213815038e-09,4100,1.6619349534658105e-08,4100,1.4140191736757577e-08,4100,2.341782529035682e-08
4110,3.259432740411008e-08,4110,6.29199145066425e-08,4110,3.1206647719337754e-08,4110,6.504271993608827e-08,4110,2.2722553699952155e-08,4110,5.001718427067053e-08,4110,2.7079243939529718e-08,4110,5.550825306221458e-08
4120,1.7926999277402716e-08,4120,2.8363834359371557e-08,4120,1.3852544560866079e-08,4120,2.335892057065359e-08,4120,8.433521757280798e-09,4120,1.6046427075120683e-08,4120,1.3055667842824078e-08,4120,2.213950852764175e-08
4130,2.6029308810631035e-08,4130,3.889094021379333e-08,4130,2.3588950466327416e-08,4130,3.571892338876231e-08,4130,1.6428530753996185e-08,4130,2.5710808017686805e-08,4130,2.0903296895526117e-08,4130,3.221335604623246e-08
4140,2.483490311013382e-08,4140,5.0098278028679046e-08,4140,2.133562874678302e-08,4140,4.8323566655348694e-08,4140,1.4873566875199634e-08,4140,3.6579132581925394e-08,4140,1.965331557589191e-08,4140,4.3005055044859945e-08
4150,2.0592524738412266e-08,4150,3.1890476834222066e-08,4150,1.7216005856302878e-08,4150,2.7346413099601266e-08,4150,1.1701164922879016e-08,4150,1.964332857790571e-08,4150,1.5973286171270435e-08,4150,2.58136304638045e-08
4160,2.8759686961803255e-08,4160,6.045396263006162e-08,4160,2.6765848839621883e-08,4160,6.197852496152145e-08,4160,1.9191770530423298e-08,4160,4.7496748977481677e-08,4160,2.3597954564568896e-08,4160,5.324438160810576e-08
4170,1.9796193006117298e-08,4170,3.108529983611057e-08,4170,1.6160714830258217e-08,4170,2.6478904342076378e-08,4170,1.086829613140093e-08,4170,1.9069704319416693e-08,4170,1.5082443218136433e-08,4170,2.5007636187682905e-08
4180,2.904447125366226e-08,4180,4.8568409911555566e-08,4180,2.725783019288455e-08,4180,4.7665739902374855e-08,4180,1.9299061409386908e-08,4180,3.563413077080601e-08,4180,2.3818479829116016e-08,4180,4.1641813376516495e-08
4190,1.844498543520559e-08,4190,3.437584513705666e-08,4190,1.4987131781459332e-08,4190,3.125337405592944e-08,4190,9.733549328851006e-09,4190,2.294648130888904e-08,4190,1.3851965896731152e-08,4190,2.839501631811639e-08
4200,2.0232334702261096e-08,4200,2.924338471343513e-08,4200,1.6346635637184707e-08,4200,2.3999058501061547e-08,4200,1.0191913325757893e-08,4200,1.610000155239588e-08,4200,1.5135707015965506e-08,4200,2.2847803869379255e-08
4210,2.9052484934990708e-08,4210,6.295395737174603e-08,4210,2.6882820794767963e-08,4210,6.466536098502097e-08,4210,1.9498478815869067e-08,4210,4.992318340066856e-08,4210,2.3764333009047494e-08,4210,5.553645091934761e-08
4220,1.838791699144172e-08,4220,2.883502041374039e-08,4220,1.437796054131032e-08,4220,2.3589316753021503e-08,4220,8.730273070623358e-09,4220,1.5973613777276006e-08,4220,1.3482329494291117e-08,4220,2.2375924668274747e-08
4230,3.092866601227556e-08,4230,5.465478568102781e-08,4230,2.9276057199171845e-08,4230,5.500570802335205e-08,4230,2.108322577022674e-08,4230,4.147868017683497e-08,4230,2.5498536144130094e-08,4230,4.739573146612978e-08
4240,2.142771397990822e-08,4240,3.5674282467104415e-08,4240,1.73009188620601e-08,4240,3.110596133717434e-08,4240,1.151043400111159e-08,4240,2.2324802559456066e-08,4240,1.6436857814036492e-08,4240,2.9229823590582328e-08
4250,2.5095489821431397e-08,4250,3.646459664457503e-08,4250,2.2455337477579887e-08,4250,3.2804690032474583e-08,4250,1.5900188192213693e-08,4250,2.3797484716907187e-08,4250,2.016148638480422e-08,4250,3.009264919262606e-08
4260,2.4013659545437076e-08,4260,5.173688078894584e-08,4260,2.0613971605695886e-08,4260,5.0851850539272654e-08,4260,1.4000890359148091e-08,4260,3.8406909018782276e-08,4260,1.878033842734581e-08,4260,4.470970401279218e-08
4270,2.0802708897101476e-08,4270,3.255872683436866e-08,4270,1.6709172396028474e-08,4270,2.743791046835004e-08,4270,1.0983394624642402e-08,4270,1.9688255988357823e-08,4270,1.5597007823288605e-08,4270,2.5957896792810083e-08
4280,3.267655779749219e-08,4280,6.474125392234162e-08,4280,3.089980915193927e-08,4280,6.614590629737455e-08,4280,2.2355184375574385e-08,4280,5.082827450535404e-08,4280,2.698958759049594e-08,4280,5.689527674723032e-08
4290,1.9293864505000335e-08,4290,3.0711575181712136e-08,4290,1.503435883067654e-08,4290,2.5301548137353124e-08,4290,9.421602388529166e-09,4290,1.7508023410680064e-08,4290,1.4002769543292253e-08,4290,2.4002028153919814e-08
4300,2.704259180313736e-08,4300,4.0930377275024015e-08,4300,2.3728991489595298e-08,4300,3.736976260873374e-08,4300,1.6257411205377504e-08,4300,2.7164637491499522e-08,4300,2.10407278781014e-08,4300,3.356263044108487e-08
4310,2.4154513052548475e-08,4310,4.8045889374893176e-08,4310,2.0190022923408526e-08,4310,4.5586153152900824e-08,4310,1.4220365565113615e-08,4310,3.460138563235924e-08,4310,1.8484759563672824e-08,4310,4.060805028042607e-08
4320,2.0287540489426544e-08,4320,3.143032960619293e-08,4320,1.539926219058065e-08,4320,2.5067849363856308e-08,4320,9.392069035222756e-09,4320,1.7020324230441627e-08,4320,1.4362212074549302e-08,4320,2.3931320445248884e-08
4330,3.0543769071222244e-08,4330,6.402020103394449e-08,4330,2.755633545466898e-08,4330,6.426004751695622e-08,4330,1.961715170713155e-08,4330,4.927707730834732e-08,4330,2.418970735288251e-08,4330,5.5343404392473614e-08
4340,2.2823899964820195e-08,4340,3.4982195910061146e-08,4340,1.749704405281475e-08,4340,2.8718633245557405e-08,4340,1.1540338538554107e-08,4340,2.042363323279928e-08,4340,1.6565546145896682e-08,4340,2.728532816311179e-08
4350,3.273097163580952e-08,4350,5.2892973919614715e-08,4350,3.014492052725663e-08,4350,5.091801942273173e-08,4350,2.2300066822087932e-08,4350,3.861061838654455e-08,4350,2.6396696464641644e-08,4350,4.474858385330666e-08
4360,2.23944514136093e-08,4360,3.956016110699532e-08,4360,1.6889561562103793e-08,4360,3.4047397090209364e-08,4360,1.086864141306102e-08,4360,2.440843982452706e-08,4360,1.5771774965756977e-08,4360,3.149423742089294e-08
4370,2.534337717418574e-08,4370,3.604028102060823e-08,4370,2.037035763584305e-08,4370,2.998657949622034e-08,4370,1.3365460817418219e-08,4370,2.131133912340207e-08,4370,1.8512905156707185e-08,4370,2.7996550218600617e-08
4380,3.067513547635639e-08,4380,6.478003587700329e-08,4380,2.668993883406203e-08,4380,6.415308141186398e-08,4380,1.898981323552616e-08,4380,4.943226190587848e-08,4380,2.3706175726584704e-08,4380,5.5623840082421346e-08
4390,2.1774479130742163e-08,4390,3.4938175181650574e-08,4390,1.627928161789856e-08,4390,2.8314685409185634e-08,4390,1.0217641333070845e-08,4390,1.9787164229775266e-08,4390,1.5029949730104535e-08,4390,2.683493413606465e-08
4400,3.4384050812444147e-08,4400,6.235430936222693e-08,4400,3.073697920581083e-08,4400,6.07646081606891e-08,4400,2.165285194511658e-08,4400,4.621324932392362e-08,4400,2.6640923721311886e-08,4400,5.2572761208166245e-08
4410,2.377244616770969e-08,4410,3.8635751955740275e-08,4410,1.8063655396444002e-08,4410,3.241803073822657e-08,4410,1.2086653251423828e-08,4410,2.398321625631655e-08,4410,1.663172041749253e-08,4410,3.016824597386284e-08
4420,2.721106000772927e-08,4420,3.960185276787011e-08,4420,2.1893070513072558e-08,4420,3.278798280872573e-08,4420,1.4601754697878755e-08,4420,2.326763777384932e-08,4420,1.9479181335344695e-08,4420,3.02818900958637e-08
4430,2.7589472757326114e-08,4430,5.796670430229525e-08,4430,2.1897629835557685e-08,4430,5.4277911854794144e-08,4430,1.4827869694188251e-08,4430,4.124044804846418e-08,4430,1.977755328420594e-08,4430,4.802068673598024e-08
4440,2.467371311839524e-08,4440,3.8100615178395136e-08,4440,1.8070086390424193e-08,4440,3.052064463976089e-08,4440,1.1853753587356805e-08,4440,2.2402810729478192e-08,4440,1.690371574382307e-08,4440,2.902164380778604e-08
4450,3.643711330191921e-08,4450,6.976705910180463e-08,4450,3.2493191835489215e-08,4450,6.871618812471612e-08,4450,2.406035561901152e-08,4450,5.335879002050864e-08,4450,2.8320479271085244e-08,4450,5.943973997654944e-08
4460,2.4347411075388432e-08,4460,3.9200862403256535e-08,4460,1.725771815265535e-08,4460,3.0737194570155e-08,4460,1.0806156509316713e-08,4460,2.1363111777512265e-08,4460,1.6166051058884596e-08,4460,2.952626155868925e-08
4470,3.3024017898693745e-08,4470,5.084445406271075e-08,4470,2.804686459254133e-08,4470,4.515683955277304e-08,4470,1.9186884768575205e-08,4470,3.309749315809024e-08,4470,2.454649222388048e-08,4470,4.0738916906136456e-08
4480,2.735374182082105e-08,4480,5.355828302303845e-08,4480,2.0920875950092517e-08,4480,4.8337269422313026e-08,4480,1.4237810199271493e-08,4480,3.6938684678265314e-08,4480,1.916801382627945e-08,4480,4.365591756845108e-08
4490,2.5737931063240505e-08,4490,4.053611473022756e-08,4490,1.9118180191303358e-08,4490,3.2433546771676144e-08,4490,1.2316246025432675e-08,4490,2.3169968757284636e-08,4490,1.7475950677600137e-08,4490,3.084782856384243e-08
4500,3.573711053466419e-08,4500,7.569073658006625e-08,4500,3.065372872055109e-08,4500,7.44188348699133e-08,4500,2.1810763885450858e-08,4500,5.8072900105283404e-08,4500,2.6688718114250783e-08,4500,6.430272338674237e-08
4510,2.6252659856010088e-08,4510,4.2943189989254736e-08,4510,1.91762481537274e-08,4510,3.4885470465658946e-08,4510,1.2705191861595712e-08,4510,2.653246776137699e-08,4510,1.775890296042444e-08,4510,3.314313097910499e-08
4520,3.701739314071086e-08,4520,6.067544414909617e-08,4520,3.250825436467531e-08,4520,5.678962299580424e-08,4520,2.3409205408646758e-08,4520,4.388243876612347e-08,4520,2.8142773348284966e-08,4520,5.0136771826234064e-08
4530,2.675778564515582e-08,4530,5.0648104450908326e-08,4530,1.9316402007244443e-08,4530,4.2753263380306074e-08,4530,1.26705211430186e-08,4530,3.237648886449452e-08,4530,1.7942946141797418e-08,4530,3.992583884010718e-08
4540,2.99993726589543e-08,4540,4.526002951457969e-08,4540,2.333356856047404e-08,4540,3.686652275644522e-08,4540,1.6085345233506558e-08,4540,2.8078522940617445e-08,4540,2.1191057441718407e-08,4540,3.497374619628191e-08
4550,3.499917270467815e-08,4550,7.357239455751627e-08,4550,2.9421236153770297e-08,4550,7.137592885022636e-08,4550,2.1568255188807505e-08,4550,5.6404544526772776e-08,4550,2.6275996179297603e-08,4550,6.271023374982449e-08
4560,2.712719696141448e-08,4560,4.637154849949417e-08,4560,1.9529062684047065e-08,4560,3.7557698151858423e-08,4560,1.2645939148105873e-08,4560,2.7276681293223137e-08,4560,1.8274821763073082e-08,4560,3.595518724771075e-08
4570,3.8548220655088796e-08,4570,7.173282753749481e-08,4570,3.4115571108225385e-08,4570,6.911966657477532e-08,4570,2.4160567309854758e-08,4570,5.2835381328038664e-08,4570,2.9547229338554592e-08,4570,6.055726825255945e-08
4580,2.8939428895840107e-08,4580,4.98158518807051e-08,4580,2.1946111965901957e-08,4580,4.207545603475521e-08,4580,1.4840025373678971e-08,4580,3.219464560517733e-08,4580,2.040051856954708e-08,4580,3.991420646185422e-08
4590,3.2177490094131144e-08,4590,4.8884178712538535e-08,4590,2.60726030036674e-08,4590,4.1576975336105126e-08,4590,1.7712303064165145e-08,4590,3.1163583783771176e-08,4590,2.33967684393134e-08,4590,3.8928878615440506e-08
4600,2.985858742543337e-08,4600,6.665304936210287e-08,4600,2.321247245728681e-08,4600,6.212293005764433e-08,4600,1.5979919554689748e-08,4600,4.870795027968162e-08,4600,2.0915662512304418e-08,4600,5.546155991353608e-08
4610,2.6139804416995235e-08,4610,4.4266851147388316e-08,4610,1.928207513586777e-08,4610,3.6123631790267404e-08,4610,1.3009757173511299e-08,4610,2.7964247964293026e-08,4610,1.783622246898413e-08,4610,3.454717224948604e-08
4620,3.982372154523212e-08,4620,7.799395843658328e-08,4620,3.548205573549324e-08,4620,7.735459812198413e-08,4620,2.5951293608196545e-08,4620,6.143156350322697e-08,4620,3.09238359950441e-08,4620,6.713552053818828e-08
4630,2.5111839771912095e-08,4630,4.334511353478409e-08,4630,1.7708103960761952e-08,4630,3.442055488041921e-08,4630,1.1273855761424498e-08,4630,2.5705953469721165e-08,4630,1.665451618299043e-08,4630,3.337284507317687e-08
4640,3.459191729348354e-08,4640,5.254628287720789e-08,4640,3.012734801625145e-08,4640,4.7356705435894246e-08,4640,2.1841987452877544e-08,4640,3.677414778610073e-08,4640,2.639906732650372e-08,4640,4.2763014618347453e-08
4650,2.8967671280974678e-08,4650,5.841600229085848e-08,4650,2.28247924531805e-08,4650,5.351949066127145e-08,4650,1.6214640365040162e-08,4650,4.2012715537310584e-08,4650,2.1187766657260088e-08,4650,4.893924588175699e-08
4660,2.61019736746799e-08,4660,4.07502815957948e-08,4660,1.9837193726931596e-08,4660,3.3413807257057213e-08,4660,1.3552544860369282e-08,4660,2.5086927087717175e-08,4660,1.8364435853904887e-08,4660,3.195348742084336e-08
4670,3.213323952831865e-08,4670,7.071194330449794e-08,4670,2.7771216630529682e-08,4670,6.932941721719443e-08,4670,1.9535676880109395e-08,4670,5.313314328680803e-08,4670,2.4429194468120483e-08,4670,6.040688092817761e-08
4680,2.7200902889188624e-08,4680,4.307538483411273e-08,4680,2.090584274328472e-08,4680,3.5537345628687226e-08,4680,1.3860910095121804e-08,4680,2.6220520288672458e-08,4680,1.950524648877712e-08,4680,3.3916645290499036e-08
4690,3.633157486153932e-08,4690,5.90205702808589e-08,4690,3.1733766593153995e-08,4690,5.492264201254711e-08,4690,2.2090026652236694e-08,4690,4.167651048970901e-08,4690,2.7978094961762995e-08,4690,4.8977801545185295e-08
4700,2.4243877489399364e-08,4700,4.353342293011796e-08,4700,1.7949051893055368e-08,4700,3.6701671870186405e-08,4700,1.163993023545225e-08,4700,2.728447480347745e-08,4700,1.6589458862256774e-08,4700,3.425201009430462e-08
4710,2.7036642827510364e-08,4710,3.7448866387478104e-08,4710,2.182676827626852e-08,4710,3.039980229812345e-08,4710,1.424417831400767e-08,4710,2.1270331658201825e-08,4710,1.9531443753854526e-08,4710,2.858146652555215e-08
4720,3.157260728083242e-08,4720,6.75409486313867e-08,4720,2.7120215150253252e-08,4720,6.639967197280197e-08,4720,1.9183943577036196e-08,4720,5.212341740068465e-08,4720,2.4174206338221253e-08,4720,5.773357109405854e-08
4730,2.154338175293498e-08,4730,3.4070690413818544e-08,4730,1.5653023870479688e-08,4730,2.7121179667374016e-08,4730,9.808269368171894e-09,4730,1.9556452118514684e-08,4730,1.4668437985759196e-08,4730,2.5801662343499038e-08
4740,3.6171654503955596e-08,4740,6.199218323293172e-08,4740,3.4215751352030046e-08,4740,6.172942375530424e-08,4740,2.5137069093959605e-08,4740,4.748912542590065e-08,4740,2.948183374719417e-08,4740,5.291524602871963e-08
4750,2.5184388997647942e-08,4750,4.004780241335785e-08,4750,1.9496769563890474e-08,4750,3.3577845050043916e-08,4750,1.2995480300736693e-08,4750,2.4175257742642693e-08,4750,1.8539475845086383e-08,4750,3.193775915552747e-08
4760,3.0078733227459295e-08,4760,3.955411727681539e-08,4760,2.6416575001817512e-08,4760,3.524540306353685e-08,4760,1.8549172146424823e-08,4760,2.5964448114318605e-08,4760,2.3538334508354426e-08,4760,3.215697189497162e-08
4770,2.2011797174666e-08,4770,5.026784388547731e-08,4770,1.739868764696549e-08,4770,4.7574287453839335e-08,4770,1.0772232626483762e-08,4770,3.4786041570348154e-08,4770,1.5963755604630165e-08,4770,4.2362822287971095e-08
4780,2.3197544841669284e-08,4780,3.360167059299926e-08,4780,1.8454274228507095e-08,4780,2.703371160198895e-08,4780,1.2007703229914686e-08,4780,1.8286066467337988e-08,4780,1.731340574203037e-08,4780,2.6273700010965276e-08
4790,3.4224786796029826e-08,4790,6.712573983065638e-08,4790,3.090001546511351e-08,4790,6.673413816959817e-08,4790,2.1268865712115055e-08,4790,5.1022130118742896e-08,4790,2.7317021414870182e-08,4790,5.7847286117217224e-08
