No,s1,s2,s3,filtered_s1,filtered_s2,filtered_s3
1,0.0011507844000000489,-0.000721952100000145,-0.001765292499999127,0.0011507844000000489,-0.000721952100000145,-0.001765292499999127
2,-0.0030662155999996443,0.0018730478999993139,-0.0030622924999992307,-0.0009577155999997977,0.0005755478999995844,-0.002413792499999179
3,-0.0007952156000001764,0.0005750478999999586,0.0011537075000003227,-0.0019307155999999104,0.0012240478999996363,-0.000954292499999454
4,0.0008267844000000579,0.003819047899999539,0.0005057075000003408,1.5784399999940746e-05,0.002197047899999749,0.0008297075000003318
5,-0.0011202156000003072,0.0015480478999991831,-0.0037112924999993524,-0.00014671560000012462,0.002683547899999361,-0.0016027924999995058
6,0.0005017843999999272,0.0018730478999993139,-0.0011162924999998936,-0.00030921560000019,0.0017105478999992485,-0.002413792499999623
7,-0.0004712156000001855,0.0034940478999994085,-0.001765292499999127,1.5284399999870857e-05,0.002683547899999361,-0.0014407924999995103
8,0.0011507844000000489,0.0009000478999992012,0.0005057075000003408,0.0003397843999999317,0.002197047899999305,-0.0006297924999993931
9,0.0027727844000002833,0.002521047899999296,-0.0007922924999999026,0.001961784400000166,0.0017105478999992485,-0.0001432924999997809
10,-0.0033902155999996353,0.0002510478999999677,-0.0001432924999997809,-0.000308715599999676,0.0013860478999996317,-0.00046779249999984174
11,0.0043947843999996294,0.002197047899999305,0.0037487075000006698,0.0005022843999999971,0.0012240478999996363,0.0018027075000004444
12,-0.00014621560000005474,0.0002510478999999677,-0.002413292499999109,0.0021242843999997874,0.0012240478999996363,0.0006677075000007804
13,0.0017997844000001706,0.0002510478999999677,-0.00046729249999977185,0.0008267844000000579,0.0002510478999999677,-0.0014402924999994404
14,0.0024477844000001525,0.0002510478999999677,-0.0007922924999999026,0.0021237844000001616,0.0002510478999999677,-0.0006297924999998372
15,0.0014747844000000399,-0.000397952100000154,-0.00046729249999977185,0.001961284400000096,-7.345210000009317e-05,-0.0006297924999998372
16,0.0021237844000001616,0.0009000478999992012,-0.00046729249999977185,0.0017992844000001007,0.0002510478999995236,-0.00046729249999977185
17,0.00017778439999993623,0.0002510478999999677,-0.002089292499999118,0.0011507844000000489,0.0005755478999995844,-0.001278292499999445
18,0.0008267844000000579,0.0012240478999991922,-0.0027382924999992397,0.0005022843999999971,0.0007375478999995799,-0.002413792499999179
19,0.0014747844000000399,0.0009000478999992012,-0.0007922924999999026,0.0011507844000000489,0.0010620478999991967,-0.0017652924999995712
20,-0.0030662155999996443,-0.000721952100000145,-0.00046729249999977185,-0.0007957155999998022,8.904789999952811e-05,-0.0006297924999998372
21,0.0030967844000002742,-0.000397952100000154,-0.001765292499999127,1.5284400000314946e-05,-0.0005599521000001495,-0.0011162924999994495
22,-0.002417215600000411,-7.395210000016306e-05,-0.001765292499999127,0.0003397843999999317,-0.00023595210000015854,-0.001765292499999127
23,0.0008267844000000579,0.0015480478999991831,0.0014787075000004535,-0.0007952156000001764,0.00073704789999951,-0.0001432924999993368
24,-0.00014621560000005474,-0.0010469521000002757,-0.001765292499999127,0.0003402844000000016,0.0002505478999994537,-0.0001432924999993368
25,-0.0033902155999996353,0.0015480478999991831,-0.00046729249999977185,-0.001768215599999845,0.0002505478999994537,-0.0011162924999994495
26,-0.00014621560000005474,0.0015480478999991831,0.0018027075000004444,-0.001768215599999845,0.0015480478999991831,0.0006677075000003363
27,-0.0030662155999996443,0.0015480478999991831,0.0014787075000004535,-0.0016062155999998495,0.0015480478999991831,0.001640707500000449
28,0.00017778439999993623,0.0018730478999993139,0.0018027075000004444,-0.001444215599999854,0.0017105478999992485,0.001640707500000449
29,-0.0011202156000003072,-0.000397952100000154,-0.00046729249999977185,-0.0004712156000001855,0.0007375478999995799,0.0006677075000003363
30,-0.001768215600000289,0.00414304789999953,-0.00046729249999977185,-0.0014442156000002981,0.001872547899999688,-0.00046729249999977185
