x,t,sync_wavelet2,async_wavelet2
-0.0030470080999993,0.0605,-0.0005458394509114312,-0.0008720125777646619
-0.0022365080999996,0.061,-0.0010365989204477411,-0.0016029604448232748
0.0005204919000006,0.0615,-0.00037888755670358797,-0.0011842848871258538
-0.0020740080999992,0.062,-0.0002517498553336479,-0.0010352067967561013
-0.0004520080999994,0.0625,-0.00047452913626075844,-0.001135429355440904
0.0006829919000001,0.063,0.00010382840947141601,-0.0004453974088227475
-0.0009390081,0.0635,-6.567939045599653e-05,-0.00043307643210397886
-0.0006145080999999,0.064,-0.00014712724169927728,-0.00031070623706173814
-0.0004525080999999,0.0645,0.0002096735814581193,0.0002909919593820452
0.0010074919,0.065,-9.550980261504281e-05,0.00030229302187539226
-0.0014250080999994,0.0655,0.00023818490545875513,0.0010045110303755652
-0.0001280080999994,0.066,-0.0005966588730173402,0.00017121447811850832
0.0013314919000002,0.0665,-0.0009633951057487055,-0.0003181554219690852
-0.0035340080999994,0.067,-0.001082406495529243,-0.000489539990467562
-0.0022365080999992,0.0675,-0.001233684978168967,-0.0007603477140095243
-0.0019120080999996,0.068,-0.001231079356879085,-0.0009169364483639763
-0.0022360080999996,0.0685,-0.0008573214303892833,-0.0007432806584757442
-0.0007760080999999,0.069,-0.00025008393500890153,-0.0004033946232460774
3.449190000009972e-05,0.0695,0.0005662789761318389,9.363237821817584e-05
0.0031159919000004,0.07,0.0007161603101539847,0.00026327770234033186
0.0001969919000006,0.0705,0.0009483767755801835,0.0006280626324500698
0.0027914919000003,0.071,0.0009559351462319199,0.000699221680373048
0.0040889919000001,0.0715,0.0010859021018440993,0.0009522124826517318
-0.0009385080999999,0.072,0.0016157775166392857,0.0016147353445759738
0.0032779919,0.0725,0.0016652631051289972,0.0018215067263181919
0.0021424918999999,0.073,0.0010956683136274332,0.0014697477452503029
3.449190000009988e-05,0.0735,0.0006655415041489746,0.0012957855066796002
0.0026294919000004,0.074,0.0005350254892832177,0.0011541580747150334
0.0003584919000001,0.0745,0.0008754400212941438,0.0013941089678795402
0.0019799919000001,0.075,0.000840828553012707,0.0013107156947041276
0.0014939919000001,0.0755,0.0005364718046239267,0.000909394277267712
-0.0001275080999999,0.076,3.331913957907253e-05,0.00030855514235766934
0.0010074919000002,0.0765,-0.0005594288068841056,-0.00039929297152596144
-0.0019115080999995,0.077,-0.00011958467104904673,-0.00012398458424778996
-0.0001275080999994,0.0775,-0.0007131476560591451,-0.0009113547433153075
-0.0012630080999995,0.078,-0.0008863208880691526,-0.0013132775560052994
-0.0025605080999996,0.0785,-0.0007879434071512717,-0.0014774692388496667
0.0005209919000001,0.079,0.00019008711302680658,-0.0007911950406914238
-0.0001275080999997,0.0795,0.0009699005312285763,-0.0003351053387296107
0.0018184919000002,0.08,0.0004080370302640235,-0.0006807915821440869
0.0019804919000002,0.0805,0.0008529431330237761,0.00019194719598776273
0.0010079919000003,0.081,0.00021456787332137326,-7.519741749618594e-05
0.0014944919000003,0.0815,0.0008173944370747736,0.0010311301374726918
0.0001964919000001,0.082,0.0006457271332579589,0.0009624831129175682
0.0010074919000001,0.0825,0.0004226114743154485,0.0007279743856669787
-0.0002900080999994,0.083,0.00030739645729697783,0.0007551058319261713
-0.0015875080999995,0.0835,-0.00033475352244640176,0.00022469577163769646
-0.0002900080999995,0.084,-0.0008280934011529525,-0.0002744243479238633
-0.0007770080999996,0.0845,-0.00092381360809217,-0.0004239925448198325
-0.0004525081,0.085,-0.001047434458149235,-0.0006268555662519247
-0.0027225080999992,0.0855,-0.001344189983876556,-0.0010486277474338823
-0.0033715080999993,0.086,-0.0008452225871704688,-0.0006734734034687655
-0.0007765080999997,0.0865,-0.00038260571897940477,-0.0003582969672163096
-0.0020735081,0.087,-0.0004615244369549778,-0.0006322941517237442
-0.0004520080999999,0.0875,9.170036184330982e-05,-0.0003053623280789798
0.0011694919000003,0.088,8.852966681348903e-06,-0.00031840763909912826
0.0010074919000003,0.0885,0.0005886032643456037,0.00043746047550133875
0.0029534919000003,0.089,0.000958282597535304,0.0009378002907394641
-0.0004520080999998,0.0895,0.0005601824627804828,0.0007321929716299659
0.0003594919000002,0.09,0.0008823874860874419,0.0011731722665288445
0.0034404919000006,0.0905,0.0009089770062412316,0.00131133102625913
0.0023049919000002,0.091,0.0012839173203757859,0.0018646647133261631
0.0029539919000005,0.0915,0.0010452742268568698,0.001821666089350524
0.0011699919000002,0.092,0.000859082915736322,0.0015808633228756271
0.0005209919000001,0.0925,-0.0002400492832400398,0.00033579652488279876
-0.0006145080999995,0.093,0.00016475950943451375,0.0006238496264305282
-0.0017495080999996,0.0935,-0.0006204229067279652,-0.0003349676337156537
3.449190000020001e-05,0.094,-0.0011231281616928988,-0.0010452291627406135
-0.0032090080999993,0.0945,-0.0008634390538857672,-0.0010310943959464546
-0.0030465080999991,0.095,-0.001762003044045247,-0.0022323978291634793
-0.0020735080999996,0.0955,-0.0021756274142401416,-0.002994492067204988
-0.0059660080999996,0.096,-0.0017777208614939857,-0.002598067361791656
-0.0025600080999995,0.0965,-0.0014218136117945715,-0.0021234846972346577
0.0001969919000006,0.097,-0.0009523693343736501,-0.001598118944066723
-0.0012635080999996,0.0975,-0.0005456155375085196,-0.001069095643873104
-0.0015880080999996,0.098,0.00054763734637978,0.0002250033681534798
-0.0006145080999996,0.0985,-0.00020515435157810615,-0.0002690614720342717
0.0003589919000002,0.099,-0.0004012060874367088,-0.00014159153724002178
-0.0014250080999995,0.0995,5.718634150285478e-05,0.000703336691687367
-0.0006145080999995,0.1,-3.677188622032212e-05,0.0005448158047353952
-0.0011010080999995,0.1005,-0.0003022869472534912,5.918727986724048e-05
-0.0023980080999996,0.101,-0.0002324644634733628,-5.908894086692701e-06
-0.0017495081,0.1015,-0.0015748864875980342,-0.001567659156425568
-0.0041825080999994,0.102,-0.0011457861840835902,-0.0012374143807324539
-0.0041825080999994,0.1025,-0.001261502621279477,-0.0014312597660212482
-0.0022360081,0.103,-0.0011997000061330196,-0.0015394815675894295
-0.0019115081,0.1035,-0.0015684576882361604,-0.0020948953979373665
-0.0012630080999999,0.104,-0.001095203726788061,-0.0016019441885977556
-0.0014250080999999,0.1045,-0.00025805307161376223,-0.0006748180932704211
0.0011699919000002,0.105,0.0010270288004041216,0.0006733951237601948
0.0029539919000005,0.1055,0.0001758171025131182,-7.132337806083056e-05
0.0011699919000004,0.106,0.0006789157476000248,0.000620130499632523
0.0011699919000002,0.1065,0.0003189000298440953,0.0005007795214320264
0.0003589919000001,0.107,0.000492771695240707,0.000956459877565711
0.0008454919000001,0.1075,0.0001813101993780511,0.0009774949663993815
0.0001969919000006,0.108,0.0003336412810770777,0.0011084912095076463
0.0008454919000007,0.1085,0.00038877738597439045,0.0010198479126112458
0.0034399919000005,0.109,0.0006155352319510223,0.001170879697818731
0.0005209919000007,0.1095,0.0003944774905698485,0.000808206245287342
-0.0004520080999995,0.11,0.0006370280328117609,0.0009064276023301274
-0.0006140080999995,0.1105,2.0868309200439833e-05,0.00012111347771489976
-0.0014250080999996,0.111,0.0002449731507647389,0.00010851479474677044
-0.0006140080999995,0.1115,-0.0006401707409449668,-0.0010539953427771728
-0.0017490080999992,0.112,-0.0008414477597884181,-0.0013810001641250398
-0.0014250080999996,0.1125,-0.0005594111042243732,-0.0011863774023508178
-0.0009385080999999,0.113,-0.0005231039923234272,-0.0012866518448512434
-0.0017495081,0.1135,-0.0005163412496450086,-0.0014033800452667882
-0.0011010080999995,0.114,-6.80583715176623e-06,-0.0007351926527732996
0.0003584919000005,0.1145,-0.0006653858954584139,-0.0011141415949393395
0.0018184919000002,0.115,-0.000253374745245017,-0.0004215039642170774
-0.0012625080999994,0.1155,-9.465207856125193e-06,0.00019002396553503698
-0.0012630080999994,0.116,-0.00028710408605188593,3.247807208914257e-05
-0.0004525080999995,0.1165,-0.0007234539874436515,-0.0003482292547035728
-0.0045065080999994,0.117,-0.0011376409664314612,-0.0006060420769029267
-0.0033710080999997,0.1175,-0.0016415502852063686,-0.000967128871843858
-0.0014250080999995,0.118,-0.0014920330040090184,-0.0009660042174036165
-0.0004520080999994,0.1185,-0.0011243136958704087,-0.000866272847104476
-0.0009385080999998,0.119,-0.0007257793998295973,-0.0007363981543552999
-0.0006140080999998,0.1195,-0.000535221232137389,-0.0009016659428426477
-0.0019115080999995,0.12,-0.00043767270981447825,-0.0008718800361803127
-0.0064530080999997,0.1205,-0.0005813954649514078,-0.0010017136872060065
-0.0011015080999997,0.121,-0.001129833262719351,-0.001638919803867784
0.0008449919000006,0.1215,-0.0008273639520852485,-0.0014001333178435703
-0.0028845080999992,0.122,-0.0006623054480171696,-0.001190703330786594
-0.0001275080999993,0.1225,-0.0004456416108150614,-0.0008828061383297488
0.0008454919000003,0.123,0.0001173202994692483,-0.00020811783460467637
0.0008454919000001,0.1235,0.0008048047261437704,0.0006332146230329349
0.0029534919000003,0.124,0.001015301003309852,0.0010691942164760466
0.0026289919000004,0.1245,0.0007557102248496744,0.0010874761277703342
0.0021429919000004,0.125,0.0010151589983498784,0.0016654748342411923
0.0008459919000002,0.1255,0.000626388040319249,0.0016446976419528948
0.0011694919000003,0.126,0.0009291240744980046,0.0018318912266221555
0.0024664919000004,0.1265,0.0001660779738854996,0.0007750366786948145
-0.0004525080999995,0.127,-3.2146094011468925e-05,0.0003553583456140068
-0.0009385080999996,0.1275,-0.0007995334646564285,-0.0007374359784413514
-0.0015870080999996,0.128,-0.0007426258273403092,-0.0008849306852599305
-0.0020740080999996,0.1285,-0.0005605561329015697,-0.0008968282808623222
3.3991900000000016e-05,0.129,-0.0006524870393934928,-0.0012949773453753252
-0.0006150080999999,0.1295,-0.00010876771997052413,-0.0010875355055267881
3.399190000010009e-05,0.13,2.9270512140581126e-05,-0.0008926689926300204
0.0006829919000001,0.1305,-0.0004952057747857694,-0.001219023959425863
3.449190000020001e-05,0.131,-0.0002588957925263261,-0.0008335503744427387
3.449190000009994e-05,0.1315,0.00018656810232778735,-0.0001519167072062335
-0.0009390080999999,0.132,-0.0006294066266731527,-0.0008199696862904793
-0.0012630081,0.1325,-3.375290824399991e-05,-7.835536115413763e-05
-0.0001275080999998,0.133,0.00045946690829045365,0.0006543070110260308
-0.0002900080999999,0.1335,0.00021328868529805968,0.000677084105535696
-0.0002900080999999,0.134,-0.00040481690980609093,6.195299803757705e-05
-0.0004525080999999,0.1345,-0.0005976560447855309,-0.0002173569362490805
-0.0014255080999999,0.135,-0.0008897857605840591,-0.000553195801356351
-0.0022360080999996,0.1355,-0.0017641793201974684,-0.0015231833561564464
-0.0032095080999998,0.136,-0.0015408416121636735,-0.0014382879333032777
-0.0028850080999997,0.1365,-0.0014103944238514528,-0.0014843007838780493
-0.0028850080999992,0.137,-0.0009257567556723498,-0.0012276454715710653
-0.0007770080999996,0.1375,-0.00106099055626939,-0.0016351370388874662
0.0006829919000003,0.138,7.756983226231239e-05,-0.0005461074769606098
-0.0001275080999998,0.1385,-0.00015779658208388538,-0.0007624387349940135
0.0013319919000002,0.139,0.00042808084895583966,-0.00021337124719433947
3.3991900000100034e-05,0.1395,0.0009101537633167414,0.0002638451484770831
-0.0001280080999998,0.14,0.0011243023985151605,0.0006820124878051171
0.0031159919000004,0.1405,0.0009857122554386864,0.0008453772761704202
0.0018184919000002,0.141,0.0012980354119983338,0.001483282882691045
0.0019804919000003,0.1415,0.0008822905052878207,0.0014711857683474682
0.0021429919000003,0.142,0.0003391489753669332,0.0009372589266925812
0.0001969919000002,0.1425,0.0006351000155531393,0.0011136788212147736
-0.0002900080999999,0.143,-0.0004504963275321138,6.556347437153981e-06
-0.0012630080999995,0.1435,-0.0005696577924800335,-0.0001945286917967951
-0.0006140080999994,0.144,-0.0010574728176477013,-0.0008056383531788405
-0.0038580080999994,0.1445,-0.00043902553647674097,-0.0003460143343998731
-0.0032095080999993,0.145,-0.0009396774045049266,-0.001065448437064369
0.0014939919000002,0.1455,-0.0008084183729634903,-0.0011995139633887847
-0.0041825080999995,0.146,-0.001606387375189889,-0.0020644000494388515
-0.0038585080999991,0.1465,-0.0018012854648739758,-0.002269952763722058
-0.0007770080999991,0.147,-0.0007851326344088618,-0.0013216647804188525
-0.0022360080999992,0.1475,-0.0012336707814918314,-0.001815035975631435
-0.0015870080999991,0.148,-0.0013272854919802748,-0.0018434844632877726
-0.0020735080999995,0.1485,-0.0006048497956411362,-0.0010043431065904418
-0.0007765081,0.149,-0.00032760010321639766,-0.0005917433307161147
-0.0001280080999999,0.1495,0.00036908418635351334,0.0002840240197018304
-0.0004520080999999,0.15,-1.4356509042791463e-05,-1.3841391324996067e-05
-0.0014255080999996,0.1505,-0.0004421522383620676,-0.0003733810338663226
-0.0020740080999995,0.151,-0.0012001093218759684,-0.001013631145397123
-0.0014250080999999,0.1515,-0.00089905619718737,-0.0005918473245362128
-0.0027230080999997,0.152,-0.0011872211259252525,-0.0009174032151070138
-0.0030470080999997,0.1525,-0.0012733110803511887,-0.0011015111780197148
-0.0012630080999999,0.153,-0.001206041660633996,-0.00112191912965195
-0.0038580080999994,0.1535,-0.0014396788190143377,-0.0014839878000196694
-0.0038575080999992,0.154,-0.0013165130511264575,-0.0015100551290353787
-0.0009380080999997,0.1545,-0.000652260762100111,-0.0010218899237009673
-0.0006135080999997,0.155,-0.0003706017441635745,-0.0009575263592769515
0.0010074919000003,0.1555,0.00010662468580467229,-0.0007299162347043119
0.0011694919000003,0.156,0.00048697098551264624,-0.00024145888484728957
0.0001964919,0.1565,0.00031241878220052756,-0.00017519754675932286
0.0001959919,0.157,0.0002451766438109127,-5.0834978674058076e-05
0.0008449919000001,0.1575,0.00032681640525175203,0.0003015369649222965
0.0013319919000002,0.158,0.00015344018313424856,0.00025526120786317785
0.0011694919000001,0.1585,6.064262745127542e-05,0.00026031871284789686
0.0013314919000001,0.159,-0.00028184906790434586,0.0001033941789899209
0.0008454919000008,0.1595,0.0004971403388891676,0.0010763581387140996
-0.0019115080999991,0.16,-0.00013759518748387645,0.0003439631603283154
-0.0009385080999995,0.1605,-0.0005733333358710004,-0.0003002963061789964
-0.0002895080999994,0.161,-0.00034070810410431046,-0.0002542181589430197
-0.0014250080999991,0.1615,-0.0014650674676923597,-0.0016386069357802987
-0.0027225080999993,0.162,-0.0007347943574739653,-0.001100277852268638
-0.0038575080999997,0.1625,-0.0010883452830119293,-0.0016489106205483427
-0.0009385080999999,0.163,-0.0014393391212236526,-0.0022738138894702734
-0.0027225080999992,0.1635,-0.0014382573132694248,-0.0025744433340034916
-0.0038575080999993,0.164,-0.0014213125132400623,-0.002457983257164613
0.0005214919000001,0.1645,-0.0010220710767227725,-0.0018098810734572795
0.0013324919000002,0.165,-0.00016528181175980708,-0.0007509364076540695
0.0005209919000002,0.1655,-0.000320141894969527,-0.0006110431626038761
0.0001959919,0.166,0.00026813643502745393,0.0001277044000795818
-0.0006150081000001,0.1665,0.0002186862067539281,0.00020577794114002115
-0.0002905080999998,0.167,0.00016963495962513415,0.00038595478338388715
0.0008449919,0.1675,0.00013529769002387638,0.0005980898017067848
0.0016559919000002,0.168,0.00035595503333531896,0.0007887923250823858
3.39919000000999e-05,0.1685,-9.8540522366661e-05,0.000205573249774974
-0.0001280080999998,0.169,-0.0007328369088885299,-0.0005268692992886479
0.0008454919000002,0.1695,-0.0008924845069088105,-0.0008472075146615772
-0.0045070080999995,0.17,-0.001053002571744897,-0.0011764210885591578
-0.0082370080999991,0.1705,-0.0015160630699718074,-0.001837654502230456
-0.0032090080999992,0.171,-0.0014457548395314115,-0.0021576728403074627
-0.0014250080999995,0.1715,-0.0020926490618463456,-0.0032913156200156195
-0.0027225080999993,0.172,-0.0011342158182662966,-0.0022652645253022786
-0.0014255080999991,0.1725,-0.0006427995065921243,-0.0015358806522985714
-0.0002900080999995,0.173,-0.000541661834094011,-0.001322017633545523
-0.0001275080999998,0.1735,0.0006934468370677063,0.00011105584997858903
0.0021429918999998,0.174,0.00017618334156387137,-0.00018919064864385098
0.0031159919,0.1745,0.0010847687189767812,0.0009712009027299226
0.0001964919000001,0.175,0.0012046896718546194,0.0014293485476648481
-0.0002900080999999,0.1755,6.491288297826538e-05,0.0006828902402132015
0.0005209919,0.176,0.0003156253706261029,0.0009089880532661277
0.0008449919000001,0.1765,0.000588248654324588,0.0010141350220862315
0.0001959919000004,0.177,9.823874752061643e-05,0.000432384544419375
-0.0019120080999996,0.1775,-0.0010785780219461265,-0.0009151490148937048
-0.0015870080999996,0.178,-0.001185968672566938,-0.0011379838231512984
-0.0006140080999994,0.1785,-0.0007041397707698666,-0.0007770704217724944
-0.0015870080999998,0.179,-0.0006987997709329902,-0.0009761809407517034
-0.0014245080999998,0.1795,-0.0004819645217401096,-0.0009960512877036343
-0.0022360080999996,0.18,-0.0009806531854547515,-0.0015519110506696208
-0.0014255080999992,0.1805,-4.101233854939478e-05,-0.0006170105034382852
-0.0011010080999995,0.181,-0.00032797230836634434,-0.0009505049076043952
-0.0007765080999998,0.1815,-0.0002599714130282617,-0.0009032411600882885
0.0001964919,0.182,-2.3214312639515864e-06,-0.0005022325306926858
-0.0006145080999998,0.1825,0.00018318583931438483,-9.58809079552745e-05
0.0013314919000001,0.183,0.00027674843277619574,0.00023782328806826628
3.399190000049994e-05,0.1835,0.0006706820867137886,0.0009337963145273872
-0.0009390080999995,0.184,-9.73299081500988e-05,0.00023101474388318685
3.449190000009994e-05,0.1845,-0.0001424917635954417,0.000181371252953621
-0.0014245080999999,0.185,-0.001223854626288405,-0.0008300349525535723
-0.0004520080999999,0.1855,-0.0008071542002606143,-0.0003694481440086613
-0.0015880080999996,0.186,-0.00030826396759727794,7.511228819985608e-05
-0.0022365080999992,0.1865,-0.0011180699021077181,-0.0008351488126813206
-0.0007765080999991,0.187,-0.0008031119265412303,-0.0006428068931275743
-0.0014255080999992,0.1875,-0.0006859248050562482,-0.0006896802413675941
-0.0012630080999991,0.188,-0.0011495374916909245,-0.0013634429924766238
-0.0025600080999993,0.1885,-0.000660731585920713,-0.0011261661554434251
-0.0015875080999996,0.189,-0.0006771455186430823,-0.0014352000435837002
-0.0011010080999995,0.1895,-0.0008229786116059647,-0.0019154083046844324
-0.0012630080999994,0.19,0.00022441359493708527,-0.0006979971032948645
0.0023049919000003,0.1905,6.56291379504041e-05,-0.0004960623789296184
0.0005209919000001,0.191,0.0010595181950945705,0.0007932480993515178
0.0010074919000001,0.1915,0.001118183287102371,0.0012623252514356413
0.0029534919000003,0.192,0.0009283986899310837,0.0011071813870669259
-0.0009385080999995,0.1925,0.0004529672789225325,0.0005534728497499825
-0.0007765080999995,0.193,-0.00038509418186173964,-0.00022814810100315233
-0.0012630080999995,0.1935,-0.0005899318057707384,-0.0004119282544581334
-0.0007760080999993,0.194,-0.0010216222302754695,-0.0008411511978100964
-0.0014250080999995,0.1945,-0.0010778325715972916,-0.0009051198390414119
-0.0028845080999992,0.195,-0.0011821780156218793,-0.0010519788936687667
0.0018184919000008,0.1955,-0.0010223601531673618,-0.0009562233512904822
-0.0036960080999994,0.196,-0.0009852791816278503,-0.0010570862374591947
-0.0056420080999995,0.1965,-0.0013581770510771962,-0.0016131425875804532
-0.0020735080999997,0.197,-0.0017084868976717843,-0.0021660081893209683
-0.0032090080999994,0.1975,-0.001719847247540028,-0.002417189229637285
-0.0007770080999991,0.198,-0.0016390903926365003,-0.002396546201397465
