x,t,sync_kalman,async_kalman,sync_wavelet,async_wavelet,sync_average,async_average
-0.0019120080999991,0.016,-0.0009819974471479507,0.00023714767873247078,-0.00043010479407049724,0.0008409053105810177,-0.0009464873510081001,0.0002802470008921
0.0008449919000006,0.0165,-4.4958416028475666e-05,0.0005248935555763135,-0.00012187958837872457,0.0007836207998320219,-0.00023874001161190006,0.0002808305039293
0.0010074919000002,0.017,0.00013270436277199873,0.0009033063947355807,-2.312830586952902e-06,0.0006538683742290135,0.0003205752707353867,0.0009537525136228001
0.0001964919000005,0.0175,0.0003193088634596181,0.0009787003944462691,-0.00011155867304516159,0.00042437339306996815,0.00019054328770353672,0.0010270439542349
-0.0020745080999993,0.018,-0.0006256059879523191,8.049586866082305e-05,-0.0002300018961877192,8.5057370561038e-05,-0.00047377713628624996,0.00024021831674565
-0.0020745080999996,0.0185,-0.0010342850604131487,-0.000786943700712499,-0.0004405837519516978,-0.0003719240841457759,-0.0011796855302680502,-0.0007770863350978
-0.0001280080999999,0.019,-0.00039385522570290724,-0.0005515202713314031,-0.0001995073399524851,-0.00030582237644389393,-0.0004993355589036,-0.0006191540740823
-0.0004520080999995,0.0195,-0.0003965111843625985,-0.0004248128993789269,0.0005617037123169564,0.00034075775950050244,-0.0001589924299221,-0.0001931022704277
0.0058729919000008,0.02,0.0021483016721450085,0.001438497099843332,0.0015176446948481832,0.001252874169099241,0.0015246358783723,0.00111686674211355
0.0079814919000007,0.0205,0.003679715837068553,0.003209197789217196,0.0028227233076781534,0.002610363797756389,0.00370959396791325,0.00312570813424725
0.0065219919000004,0.021,0.0038261583887097203,0.00396204823373699,0.003345499153055903,0.003370815656647703,0.00358675315164045,0.0037668002973248998
0.0048999919000002,0.0215,0.0033597274591267816,0.003713817359451874,0.0029693724778052004,0.003443724537255849,0.0029609504421654,0.00340714558978625
0.0003584919000001,0.022,0.0011945738948847292,0.002013794968481226,0.0025888952511479387,0.003487860132948417,0.0012840879313439,0.0019528545070592999
0.0050619919000002,0.0225,0.002049814412557161,0.0029236943337076415,0.0019191117023338437,0.0032350432904382515,0.0013835213014639,0.00223532961149005
0.0048999919000002,0.023,0.002220940113322766,0.0035785200581164287,0.0014412095102963175,0.0028695069994653264,0.0026166003880255,0.0037404153243676998
0.0013314919000001,0.0235,0.0012219097447228031,0.0027545076221142306,0.0012879672066540525,0.002438039972820974,0.00151322849444235,0.00299524424558125
0.0031154919000004,0.024,0.0014241878138363962,0.0025588040911033436,0.0010133972965270352,0.0016243511193463386,0.00120739287072385,0.0023277479952827
0.0011699919000002,0.0245,0.0005964278107168403,0.0008422195648391743,0.0007693000416308148,0.0004619537354156497,0.00098713841367255,0.0012665231498201891
0.0018184919000003,0.025,0.0007863476285105674,-0.0003338026895759688,0.0004784899331472631,-0.00020165854029306993,0.00067429455353745,-0.00026576060088501094
3.399190000059985e-05,0.0255,7.483882185952914e-05,-0.0006361122260496697,0.00010050217627681531,-0.00034678002389842603,0.0004514320660997,-0.00041722605268405
-0.0014250080999996,0.026,-0.0006255482836542773,-0.0006374788769192234,-0.00019331989273894482,-0.0003669857291653558,-0.0005004873506867,-0.00028305860051869997
0.0003594919000002,0.0265,-0.0001933680008340303,-0.0001824014810853222,-0.0004231039376341161,-5.208500040400563e-05,-0.00023836501193365002,2.764175606149999e-06
-0.0017490080999995,0.027,-0.0009566628457468094,-0.000457421629069964,-0.000523563816885772,-1.8724188046102062e-05,-0.0004899247289431,-0.00014718550434475003
0.0001969919000005,0.0275,-0.00027481119147931506,-5.171381569663556e-05,-0.00045321823872447077,-0.0003200809466745973,-0.0004984567126179,-0.00016489264326455
-0.0001275080999994,0.028,-0.0002560018276158441,-0.0004589034476005226,-0.0002490346586470897,-0.0004798641618764662,1.3097864035299987e-05,-0.00023717672873945
-0.0004520080999994,0.0285,-0.00027584623108517845,-0.0007398200943643943,0.00012624221605604593,-0.0006428231461258842,-0.0002873105305895,-0.00077176213328675
0.0014944919000003,0.029,0.0005138085729137286,2.746684187857713e-06,0.00039275449323826456,-0.000549978892006511,0.00031191444141805,-0.00016442609442979999
0.0001969919000001,0.0295,0.0002202538906421939,-0.00031856843007024664,0.0005344739747307455,-0.0001259639928608143,0.00040888256975635,-4.7154741223999974e-05
0.0014939919000001,0.03,0.0009474873177076413,-0.0002455722462866708,0.000727243758357236,0.00040007574630455397,0.0005921358786936,-0.0003947688183049
0.0006829919000001,0.0305,0.0006338331405192698,8.994143802394e-05,0.000903169943793721,0.0011135846280758263,0.0007902189675914001,3.0326921972649993e-05
0.0011699919000001,0.031,0.0006137359111815157,0.0009909896032878893,0.0009160313979150538,0.0014696464209936475,0.00042412815196175,0.0008257880373038
0.0032784919000005,0.0315,0.0014471086564826969,0.0022152952343410916,0.0007606833229496254,0.0014000413504770177,0.00121757544184385,0.0020101702523507
0.0003589919,0.032,0.0005537028697042963,0.0018287320893476367,0.0004497550219781871,0.0012387930078064226,0.00087883793166545,0.00192082787899415
0.0003589919000001,0.0325,0.000487101556707789,0.001639761485664934,-6.256038019598996e-05,0.0008323280981292491,0.0002078963011423,0.00129692406352965
-0.0006145080999994,0.033,-0.00013517510588934093,0.0012517741396980025,-0.00038227290548171057,0.0005582791428037062,6.222538834714999e-05,0.00118499023533655
-0.0020745080999997,0.0335,-0.0008286573430451522,0.0001869718920154568,-0.0004916449197122156,0.0004585626480149018,-0.00071689650587895,0.00033041802652285007
-0.0009390080999996,0.034,-0.0006398060709430861,-0.00041123206986750467,-0.0006262422548971808,0.00021572794183020376,-0.00065773212895445,-0.00039981522738275
-0.0023980080999996,0.0345,-0.0013039328177150472,-0.0007281693711669939,-0.0006916958649020849,-8.004383342065548e-05,-0.0009184865866488,-0.0005414625564691
-0.0001275080999998,0.035,-0.0004975660648391534,0.00027196303064852914,-0.0006542345198215058,-0.00020228544240145354,-0.00070420544614095,0.00021515941431004995
-0.0004520080999995,0.0355,-0.00043656691009867263,0.0001934242341692991,-0.0005218760627019161,-0.00016344448783465546,-0.00015656793422190002,0.0005602346023499188
-0.0011005080999995,0.036,-0.0005331132213721387,-0.0004673857274155252,-0.0002325710135305443,-3.2914008397996047e-06,-0.0005408623503652,-0.0003851034789914811
0.0013319919000002,0.0365,0.0003388535868993135,0.00015271632257307958,0.0002293163989875383,0.00033470663120600006,8.588498774484999e-05,-0.00011867303961725004
-0.0004525080999999,0.037,-0.0001779137100019479,-8.566520877775318e-06,0.0004986281676041829,0.0005195456163130488,7.732527137835002e-05,0.00022837315736439997
0.0023044919,0.0375,0.0008196987203803296,0.0006295732127243634,0.0005637462986237379,0.0005376597885823351,0.00035254328706034997,0.00040838151167675
0.0023049919000005,0.038,0.0010435822125765956,0.0010254516625178194,0.0006203867878496387,0.0006003062646556715,0.0011480978643566,0.0010344475638335501
-0.0002900080999994,0.0385,0.00033286502773860406,0.0006895322980516839,0.0005802753013994605,0.000631169013001802,0.0003613144690889,0.0007208220124087
0.0024669919000005,0.039,0.0010071691831708164,0.0013471902087717784,0.0006433165243140887,0.0007892099039646048,0.0005955394417395999,0.0010068278629204001
0.0003584919000005,0.0395,0.0004071950628977239,0.0006772606158440863,0.0008341511668587212,0.0011059489029287405,0.0006923825694349338,0.0009162414926537
0.0016559919000002,0.04,0.0009999610805976932,0.0008048549212102411,0.000984006604854175,0.0014472022764810332,0.0006730108790151839,0.00054248041804795
0.0037649919000001,0.0405,0.001599043326577079,0.0020342147675995246,0.001141623932930278,0.0018582508551448463,0.0016012189672699,0.0018080399812562
0.0024674919000003,0.041,0.0014666261222596312,0.0024391338354756878,0.0010713757149447673,0.0018618263904621988,0.00151900315228335,0.0025419965571390002
0.0014939919000003,0.0415,0.0012022507833912132,0.0019603062468984086,0.0007305601403312055,0.001398407895199455,0.0010958254415224002,0.0019257621392011
-0.0023985080999996,0.042,-0.0005611169234915918,0.0002057174025562596,0.0002657897161449956,0.0007297478021845444,-0.000256662068013,0.00034371398744235005
-0.0012630080999996,0.0425,-0.0006298386884055556,-0.00036319153646885844,-0.00039610564224056043,-0.00028306129315452695,-0.000886978699179,-0.00054297584299145
-0.0014250080999995,0.043,-0.0009075759394571545,-0.0008791618200457838,-0.0008856292810916337,-0.0010222912969813365,-0.00054589961133125,-0.0005671279831295499
-0.0028850080999993,0.0435,-0.001384323506852243,-0.001685582444422363,-0.0011672846335562318,-0.0014328367987234063,-0.00112214650620035,-0.00131355957100005
-0.0006145080999995,0.044,-0.0007103402105120128,-0.0013657308733089123,-0.0014845935470074248,-0.0019361699340939844,-0.0007792321286328501,-0.00132122300435355
-0.0022360080999996,0.0445,-0.0011972386398122446,-0.001693947026489705,-0.001742012249370671,-0.0023772166086932583,-0.0007968615869703,-0.0012805231691853
-0.0032090080999993,0.045,-0.0013934524401450832,-0.002118812431010206,-0.001892859549502109,-0.002631789957760879,-0.0014340804458193,-0.0019566244774911
-0.004993008099999,0.0455,-0.002327247165629333,-0.003110349889156566,-0.0019445710868682387,-0.002714450684684602,-0.00206219293454305,-0.00282147796305055
-0.0061280080999991,0.046,-0.0030287357910511077,-0.003907830176822807,-0.001837590751167881,-0.0025553166752282424,-0.0029329873500434497,-0.0037317003371363996
-0.002235508099999,0.0465,-0.0018960389520399981,-0.0025172854417921994,-0.001552529046285588,-0.0021135022311862465,-0.00206286501257625,-0.00270954989120855
-0.0017495080999996,0.047,-0.0014628316830925263,-0.0015225212172960381,-0.0013166062360015663,-0.0016543318911302028,-0.00113879972829985,-0.0012422096526311
-0.0015875080999997,0.0475,-0.0008128336702873574,-0.001138245661993458,-0.001125774499900557,-0.0011628488497178288,-0.0009447067132609,-0.0011357972551695001
-0.0012625080999991,0.048,-0.0006867975227667243,-0.0005960771744598983,-0.0008447516691087357,-0.0004613339158619264,-0.00071677713532165,-0.0008720539075584
-0.0020730080999994,0.0485,-0.0008638441948900023,-0.0003662201753757624,-0.0005202012057719974,0.000404430914876283,-0.0009763105312324001,-0.000525261909719
-0.0012625080999998,0.049,-0.0005579494098783455,-3.363020659264794e-05,-0.000353530267392736,0.0008627525344453269,-0.00078258555793895,-0.00028210896722906804
-0.0015870081,0.0495,-0.000783520154488036,0.000657826088707406,-0.0003539190037129459,0.0008792548300046038,-0.0007263674308866,0.00038632106362743195
0.0006834919000001,0.05,0.00031424102551856495,0.002370169665690576,-0.00046068187284938983,0.0006966972664972654,-5.648912066349998e-05,0.00192632197154275
-0.0001275080999993,0.0505,0.0001896553918880855,0.0021013612669532277,-0.0007314968149081416,0.00015786111254583355,0.00038496896694860004,0.00222507188949125
-0.0020735080999995,0.051,-0.0005476106518167588,0.0002291501959733465,-0.0008267740406729257,-0.00019843524624347673,-0.00058937184739495,0.00020250133681519998
-0.0015870080999995,0.0515,-0.0006140431148468051,-0.0006808951344465979,-0.0007278404052139232,-0.0003398275788763215,-0.00080967455879885,-0.00097021786613025
-0.0040200080999994,0.052,-0.001759947216749171,-0.0019250407461004991,-0.0006523765046848857,-0.0006697509914860918,-0.0014322870676913998,-0.001578605060052
-0.0012635080999996,0.0525,-0.0009829605872137231,-0.001654718737079262,-0.0005194569175670361,-0.0010672399305982105,-0.0012924786995002998,-0.0016390727543888
0.0006829919000006,0.053,-0.00018592225650375708,-0.0007596912891726629,-0.00031925622061714073,-0.00105868790352197,-1.902461100985e-05,-0.0005466611314733314
0.0005209919000006,0.0535,0.00022214929024089657,-0.00041084872872223567,-6.486032361469534e-05,-0.0006381250208330302,0.00025635349347810003,-0.00017100866558993131
0.0003584919000005,0.054,0.00043624206477267885,-0.00013058242324882717,0.0003043309144810627,6.040613332913387e-05,0.00031551787168840003,-0.00018807261098001716
-0.0001280080999995,0.0545,-1.476110134115635e-05,0.0002844864708746815,0.0007935727521367026,0.0011650357362224522,-2.6611587291700006e-05,0.00014383030152143283
0.0029534919000003,0.055,0.001089498934528638,0.001618805642106748,0.0010312572691213585,0.0017498905088104769,0.0006335445545020001,0.00127269727653125
0.0027914919000004,0.0555,0.0012948444839718956,0.0020511791204643535,0.0009985422114610837,0.0017553899156245187,0.00142455706513525,0.00203077475682295
0.0016559919000002,0.056,0.0010608194448639774,0.001913151988806749,0.0008811725425628085,0.0017426702133505445,0.0009591376502775,0.0017059079388161
0.0023049919000003,0.0565,0.0012465853586766528,0.0020951188161811084,0.0005834391377361617,0.0014814778038069768,0.0010182599871018999,0.0017728312966189
0.0010074919000002,0.057,0.0005387123479213924,0.0016002559455725977,0.00035814667513048477,0.0012853206896732367,0.000685575272021197,0.0016147540941046
0.0010074919,0.0575,0.000574501949289163,0.0014176387481322488,0.0002280090946826915,0.0012099376196718207,0.00039329328641754703,0.00127297668458535
-0.0014250080999995,0.058,-0.000435891030512116,0.0006954015935349652,-1.1698340684882874e-05,0.0009139251932711547,-0.00010865213500055001,0.0008553495724842001
-0.0020740080999997,0.0585,-0.0010433225867556176,0.000160313082279661,-0.00030252513960080785,0.00047135301714655955,-0.00101718553155395,0.00021403108172203994
0.0008454919000002,0.059,-0.0001523735855401883,0.0007706665876670798,-0.000525293048108843,5.148040805090886e-05,-0.00025583555761775,0.00069371558658334
-0.0012630080999995,0.0595,-0.00058495631275609,-8.929985464045187e-05,-0.0006908272746660705,-0.00037930622820545653,-0.00011836743120790003,0.00038989718233390004
-0.0020740080999992,0.06,-0.0005735216069345586,-0.0011482763550483108,-0.0008126897696743955,-0.0008531878017662387,-0.00066486412034185,-0.00103487466656925
-0.0030470080999993,0.0605,-0.0012584280402684694,-0.0018886277785235268,-0.0008623041702302469,-0.001341723384700341,-0.0010342810333725,-0.0017342906685290501
-0.0022365080999996,0.061,-0.001295039810563513,-0.001993739844355362,-0.0008487399214481694,-0.0015986212863638486,-0.0013599968470736998,-0.0018152033845720002
0.0005204919000006,0.0615,-0.00020176763054626217,-0.001154960473181561,-0.0007609377934581488,-0.0015928900886220609,-0.00032354955912019997,-0.0010780125306257
-0.0020740080999992,0.062,-0.0008275908391353114,-0.0014257910059849517,-0.0005660046663836441,-0.0014180196763494235,-0.0004189120673701,-0.00103905354144815
-0.0004520080999994,0.0625,-0.00022880001220060026,-0.0010141367615294592,-0.0002554789582431923,-0.0009955065827290236,-0.00060310369982155,-0.00118427796466095
0.0006829919000001,0.063,0.00014975505285391228,-0.0005825141652211926,-7.041181285369314e-05,-0.0006704011841394564,0.0001838503893113,-0.0005896568332295
-0.0009390081,0.0635,-0.00015233330860054116,-0.0008616925205507024,-2.104607321260209e-05,-0.00045826722846729683,-0.00010864650684335001,-0.00078217408817765
-0.0006145080999999,0.064,-0.00012034740621832717,-0.0004755126972021838,2.1618107280548854e-05,-0.00011565798518479585,-0.0002927321279904,-0.0007164953641079
-0.0004525080999999,0.0645,-0.00040479607641202717,7.866640515429767e-05,-2.2653221981055687e-06,0.00028035165825968176,-0.0003509865876131,-4.593954639149986e-06
0.0010074919,0.065,0.0002888524443715871,0.0007865202141334191,-8.550602317011549e-05,0.0004649190543791293,6.591955482304997e-05,0.0006338312629126
-0.0014250080999994,0.0655,-0.0004343833735841032,0.0002525731813117127,-0.0002257524026270428,0.0004344533973679829,-0.00011606793518595003,0.00034905045675095
-0.0001280080999994,0.066,-0.000298429244477359,0.00041315847470336614,-0.00047840009240415185,0.0002561387675116895,-0.00054098734940105,8.533077284625e-05
0.0013314919000002,0.0665,0.00040357339767926767,0.0010289095744245296,-0.000848544197461738,-0.0001430536026959174,0.00032888498678079997,0.0008803912031179501
-0.0035340080999994,0.067,-0.001193960080279516,-0.0003835200922482837,-0.0010105956422420863,-0.00037368614198478084,-0.0006931747276575,-2.1109202760999455e-06
-0.0022365080999992,0.0675,-0.001186648072340531,-0.0006935956626398658,-0.0009493903094305812,-0.00041862840182028927,-0.0015530817139033,-0.0009789765395541
-0.0019120080999996,0.068,-0.0012713859178014625,-0.0006767082135847305,-0.0008302563930807673,-0.0005344051215620743,-0.00104140213467915,-0.00056604003779955
-0.0022360080999996,0.0685,-0.0012946137871766054,-0.001129899866290123,-0.0005703927563020565,-0.0006316811161656316,-0.0011794355318751,-0.0008705650385474501
-0.0007760080999999,0.069,-0.0006313072468579158,-0.0010003071892787433,-0.00029003990247588056,-0.000571311554096864,-0.0007017105572965,-0.00101553892423125
3.449190000009972e-05,0.0695,-0.0002789570511146179,-0.0004477046894469141,-6.607905357567602e-08,-0.0003592508326920748,-0.0001993674315291,-0.0004261397000759852
0.0031159919000004,0.07,0.001365068809199965,0.0007323289987179799,0.00042975513384679024,8.503315677486453e-06,0.0009570108799790499,0.0005999381967247148
0.0001969919000006,0.0705,0.0007869269392796802,0.00026822341947516527,0.0009766827047969007,0.0005721391740473315,0.001074218966306163,0.00050149749796885
0.0027914919000003,0.071,0.001257415548186973,0.0009288746444143926,0.001265501751999114,0.0009376675284783506,0.0007080031532473131,0.00046070095067325
0.0040889919000001,0.0715,0.00204115050746925,0.001709317374149392,0.0012806801210125632,0.0010883048623559475,0.00182557544055845,0.0015690714994373999
-0.0009385080999999,0.072,0.0003934059226521091,0.0005230496188978887,0.0011879191336281593,0.001253471781393363,0.0007570879329507,0.0007722554959142
0.0032779919,0.0725,0.0013101750685972561,0.0013945676676278616,0.0008890339682599913,0.00133845262562514,0.000613271299857,0.00077832121548675
0.0021424918999999,0.073,0.0011451299384556248,0.0015342348482484014,0.0007533148150794898,0.0013858620499588958,0.00148122538963215,0.0017107023412968
3.449190000009988e-05,0.0735,0.0004253776233614945,0.0011274173735245988,0.0008085789736066475,0.0014097014314491615,0.0004996034928354924,0.00113641272510455
0.0026294919000004,0.074,0.0010282879428249745,0.0019606470133702765,0.0007906379253437166,0.0013111387098754678,0.0007616428723306424,0.00161331936875965
0.0003584919000001,0.0745,0.0002741390735698612,0.001001722915563888,0.0007873198098393822,0.0010955929158587578,0.00066276341206585,0.0013751346858229
0.0019799919000001,0.075,0.0007848790915512699,0.00045667499341567206,0.0006644649105025169,0.0008834798201713664,0.0005117945551441001,0.00029831765381925
0.0014939919000001,0.0755,0.0006300333130878095,0.0007573854662799478,0.0003854677707983566,0.0006631830515681715,0.0008568070644928501,0.00068654839362305
-0.0001275080999999,0.076,0.00011646901475024661,0.0008509457176222781,8.127631949304128e-05,0.0003733386070608169,0.00018888765091970003,0.0010218991774418001
0.0010074919000002,0.0765,0.00037729519403330796,0.0007291375453223854,-0.00028913136176019345,3.505924951152149e-05,0.0002480099864597,0.00080695673450215
-0.0019115080999995,0.077,-0.0007749354928209234,-0.0004962035971829144,-0.0004998751500719563,-0.00029675022438558165,-0.0003685497273365,-0.0002253543174274
-0.0001275080999994,0.0775,-0.000350601908760472,-0.0005163042699011462,-0.0005160231515686016,-0.0006221584820996494,-0.0006202067142244,-0.000682650202907
-0.0012630080999995,0.078,-0.0007086103882645558,-0.0011330225834426172,-0.0004783774644224705,-0.0009535429489459902,-0.00035190213435824997,-0.00076731076982995
-0.0025605080999996,0.0785,-0.0012071655416943375,-0.0019616089439166125,-0.0003199827031243598,-0.0012758319035686791,-0.00109831053219605,-0.0017288762096981502
0.0005209919000001,0.079,-0.0002464643349564678,-0.0012624690241543816,-0.00013663859289945996,-0.0013048771016595196,-0.00045858555697559993,-0.0013690653567219
-0.0001275080999997,0.0795,-0.0001967580773659536,-0.0011355047963130822,6.205965385392079e-05,-0.0010063127832059071,8.438256814995e-05,-0.00079936339515105
0.0018184919000002,0.08,0.0009287089571297469,-0.0004880671999732374,0.0003839858164601338,-0.0004975170728228687,0.0005921358802999999,-0.00058763044784305
0.0019804919000002,0.0805,0.0011185974991233744,8.914240701534548e-05,0.0008109566133887715,0.00030949183422941277,0.0011957189659851,5.413680309244999e-05
0.0010079919000003,0.081,0.0008411288970011871,0.0003143381640948861,0.0009700010682240392,0.0007329473713244512,0.0007080031535681,0.0002400849118073
0.0014944919000003,0.0815,0.0009747810049421167,0.0008430326280819533,0.0008422008114343752,0.0007214818460208567,0.00073107544023765,0.0005885729403974
0.0001964919000001,0.082,0.0002558544591805909,0.0008236863533756799,0.0005945043413789029,0.0006840068189268532,0.00039221293327165003,0.0007740011723658
0.0010074919000001,0.0825,0.0005715083236290434,0.0009230187784715003,0.00012776354078373892,0.00044596660945018005,0.0003293962995362,0.00072345136933485
-0.0002900080999994,0.083,3.987343225122879e-05,0.0005973440249648444,-0.00017716302636505148,0.00030559306663992237,0.00030547538995330005,0.00058919404807165
-0.0015875080999995,0.0835,-0.0005724674161877301,9.599530706449246e-05,-0.0002916223494977158,0.00030646182551322647,-0.000514021507485,8.459128042949999e-05
-0.0002900080999995,0.084,-0.0003059143017684403,9.23415155809163e-05,-0.0004867659584756035,0.00015797484463698884,-0.00037373212734837565,2.4035265035700007e-05
-0.0007770080999996,0.0845,-0.0006285845512826747,7.577828312627811e-05,-0.0006718024524558092,-6.923227115913572e-05,-0.0003509865882548257,0.00017164465355855
-0.0004525081,0.085,-0.0003022048424936545,0.00035950798884880147,-0.0008092261806840544,-0.00028992163677610386,-0.0003802054445350167,0.00034647038284840004
-0.0027225080999992,0.0855,-0.0011369039313558465,-0.0005166416346508925,-0.0009181991040125363,-0.0005346104612162339,-0.0008054429358277167,-0.00023120280697794997
-0.0033715080999993,0.086,-0.0016599967734440438,-0.0015016785087934945,-0.0009454528768902337,-0.0007952627735592993,-0.0016762373487591502,-0.00143856178573045
-0.0007765080999997,0.0865,-0.0008857390244015083,-0.0012344043980776027,-0.0008817276288598666,-0.0010612778500614453,-0.0010089900138608,-0.0013186482457675
-0.0020735081,0.087,-0.0012326294427417095,-0.0014571642811634859,-0.0007363551625217438,-0.0010870802490912307,-0.0008550497270158001,-0.00111299242804975
-0.0004520080999999,0.0875,-0.0004816893129954786,-0.0009869832398299524,-0.0004909419442864982,-0.0008404943959745778,-0.000741831714545355,-0.00102932398414885
0.0011694919000003,0.088,0.00016457943583140508,-0.00011689794551821204,-0.00012667037912777307,-0.00042879055199476345,0.00017509786596224503,-0.00014559089048349997
0.0010074919000003,0.0885,0.0004761606344873503,0.0004064150614319027,0.000366693081943682,0.00022476995096170529,0.00040181446748305,0.0004008897241987
0.0029534919000003,0.089,0.0013750996256674908,0.0012922463287925218,0.0007225012980465117,0.0007177155417242085,0.0010415394433450499,0.00100604149935295
-0.0004520080999998,0.0895,0.00039753869860569566,0.0005760490355636862,0.0009252732833979341,0.001023751331878621,0.0006113825678293,0.000696747911777
0.0003594919000002,0.09,0.0005961193350234935,0.0005309297808931582,0.001117387040176878,0.0014094371666223272,0.00014626088062059999,0.0001637482558798
0.0034404919000006,0.0905,0.0013104699126623067,0.001751166286824759,0.001230281872557245,0.0017777555570728362,0.00119596896566455,0.0014256378107237
0.0023049919000002,0.091,0.001304300332144829,0.0021362667094524503,0.0012300506099955002,0.001921003643356053,0.0013972531538888,0.0022279573844735
0.0029539919000005,0.0915,0.0016342184225681944,0.002342057835297115,0.0011133591357429893,0.0018360932166136313,0.00142020043991705,0.0021377475445744
