Time,Mixed Signal
0.0455,-0.02454697086757432
0.046,-0.5561188875105655
0.0465,-1.0188297997131084
0.047,-1.3125969411892442
0.0475,-1.426849673651607
0.048,-1.4312023477132476
0.0485,-1.3717647932588124
0.049,-1.1715349798529267
0.0495,-0.7046003906067746
0.05,3.5978408510392745e-15
0.0505,0.7046003906067756
0.051000000000000004,1.1715349798529293
0.051500000000000004,1.3717647932588108
0.052000000000000005,1.4312023477132485
0.0525,1.4268496736516076
0.053,1.3125969411892473
0.0535,1.0188297997131153
0.054,0.556118887510573
0.0545,0.024546970867580217
0.055,-0.44144545196099433
0.0555,-0.7529712504129713
0.056,-0.9239732721834258
0.0565,-1.0355574990927754
0.057,-1.131683260525491
0.0575,-1.1807347738423417
0.058,-1.139875644914409
0.0585,-0.9921342732049683
0.059000000000000004,-0.6999575912775222
0.059500000000000004,-0.20737381278546063
0.06,0.44613899553294806
0.0605,1.0666171195561462
0.061,1.430714796624564
0.0615,1.4540063327244894
0.062,1.2106069750011892
0.0625,0.8392893218813487
0.063,0.47394900713062876
0.0635,0.205831054900393
0.064,0.03506701121941818
0.0645,-0.12535837569395405
0.065,-0.34613899553295346
0.0655,-0.5924635748394211
0.066,-0.7658242165664617
0.0665,-0.8091244706572274
0.067,-0.744680337217407
0.0675,-0.6392652261576645
0.068,-0.5528727216063241
0.0685,-0.4828585322948007
0.069,-0.3418085356605473
0.0695,-0.046866137211907764
0.07,0.34144545196100423
0.07050000000000001,0.6338690605200089
0.07100000000000001,0.7096629203334077
0.07150000000000001,0.6410075879117743
0.07200000000000001,0.5719590409425653
0.0725,0.5345716825857014
0.073,0.45335363441856663
0.0735,0.28807259436607546
0.074,0.09424682799104807
0.0745,-0.04618435921920289
0.075,-0.10000000000000556
0.0755,-0.09523699701811117
0.076,-0.09424682799105227
0.0765,-0.1466512381287661
0.077,-0.25335363441856656
0.0775,-0.3931503263483912
0.078,-0.5719590409425634
0.0785,-0.7824289441490794
0.079,-0.9096629203334025
0.0795,-0.7752904167573008
0.08,-0.34144545196099757
0.0805,0.18828749344922266
0.081,0.5418085356605518
0.0815,0.6242798885321122
0.082,0.5528727216063253
0.0825,0.49784386992034996
0.083,0.5446803372174027
0.0835,0.6677031144199118
0.084,0.7658242165664488
0.0845,0.7338849310767241
0.085,0.5461389955329522
0.0855,0.2667797319312613
0.08600000000000001,-0.035067011219419734
0.08650000000000001,-0.34725241113770877
0.08700000000000001,-0.6739490071306282
0.08750000000000001,-0.9807106781186555
0.088,-1.2106069750011836
0.0885,-1.3125849764871722
0.089,-1.2307147966245624
0.0895,-0.9251957633188416
0.09,-0.44613899553295716
0.0905,0.06595245654815388
0.091,0.4999575912775205
0.0915,0.8507129169676478
0.092,1.139875644914402
0.0925,1.3221561300796458
0.093,1.3316832605254847
0.0935,1.1769788553300804
0.094,0.9239732721834318
0.0945,0.6115498941756643
0.095,0.24144545196099962
0.0955,-0.16596832710488607
0.096,-0.556118887510575
0.0965,-0.8774084434757996
0.097,-1.112596941189245
0.0975,-1.2854283174142973
0.098,-1.4312023477132454
0.0985,-1.5131861494961187
0.099,-1.371534979852926
0.0995,-0.846021746844086
0.1,7.392120374451396e-15
0.1005,0.8460217468440957
0.101,1.3715349798529253
0.1015,1.5131861494961198
0.10200000000000001,1.4312023477132483
0.10250000000000001,1.285428317414299
0.10300000000000001,1.112596941189244
0.10350000000000001,0.8774084434757934
0.10400000000000001,0.5561188875105628
0.1045,0.16596832710489307
0.105,-0.24144545196098757
0.1055,-0.6115498941756589
0.106,-0.9239732721834274
0.1065,-1.1769788553300784
0.107,-1.3316832605254867
0.1075,-1.322156130079654
0.108,-1.1398756449144118
0.1085,-0.8507129169676608
0.109,-0.49995759127752654
0.1095,-0.06595245654815521
0.11,0.446138995532961
0.1105,0.9251957633188478
0.111,1.2307147966245695
0.1115,1.3125849764871769
0.112,1.2106069750011914
0.1125,0.9807106781186574
0.113,0.6739490071306269
0.1135,0.34725241113770844
0.114,0.03506701121941447
0.1145,-0.26677973193126564
0.115,-0.546138995532957
0.1155,-0.7338849310767339
0.116,-0.7658242165664527
0.1165,-0.667703114419922
0.117,-0.5446803372174086
0.11750000000000001,-0.4978438699203509
0.11800000000000001,-0.5528727216063242
0.11850000000000001,-0.6242798885321058
0.11900000000000001,-0.5418085356605437
0.11950000000000001,-0.18828749344921059
0.12,0.3414454519609933
0.1205,0.7752904167573104
0.121,0.9096629203334136
0.1215,0.7824289441490934
0.122,0.5719590409425734
0.1225,0.3931503263483938
0.123,0.2533536344185681
0.1235,0.14665123812876332
0.124,0.09424682799104744
0.1245,0.09523699701810005
0.125,0.09999999999999586
0.1255,0.04618435921920056
0.126,-0.09424682799105634
0.1265,-0.28807259436607907
0.127,-0.4533536344185705
0.1275,-0.5345716825856983
0.128,-0.5719590409425631
0.1285,-0.6410075879117703
0.129,-0.7096629203334002
0.1295,-0.6338690605199908
0.13,-0.3414454519609869
0.1305,0.046866137211926714
0.131,0.3418085356605576
0.1315,0.48285853229480474
0.132,0.5528727216063198
0.1325,0.6392652261576576
0.133,0.7446803372174022
0.1335,0.8091244706572205
0.134,0.7658242165664498
0.1345,0.5924635748394161
0.135,0.34613899553294714
0.1355,0.12535837569394714
0.136,-0.03506701121942298
0.1365,-0.20583105490040474
0.137,-0.47394900713062416
0.1375,-0.8392893218813462
0.138,-1.2106069750011799
0.1385,-1.4540063327244825
0.139,-1.4307147966245544
0.1395,-1.0666171195561371
0.14,-0.44613899553293956
0.1405,0.20737381278548384
0.14100000000000001,0.6999575912775309
0.14150000000000001,0.9921342732049714
0.14200000000000002,1.1398756449144074
0.14250000000000002,1.1807347738423402
0.14300000000000002,1.1316832605254836
0.14350000000000002,1.0355574990927692
0.14400000000000002,0.9239732721834173
0.1445,0.7529712504129742
0.145,0.4414454519610077
0.1455,-0.024546970867554092
0.146,-0.5561188875105495
0.1465,-1.0188297997130926
0.147,-1.3125969411892375
0.1475,-1.4268496736516072
0.148,-1.43120234771325
0.1485,-1.3717647932588162
0.149,-1.1715349798529298
0.1495,-0.7046003906067847
0.15,-2.5646808791720612e-15
0.1505,0.7046003906067585
0.151,1.1715349798529149
0.1515,1.371764793258805
0.152,1.4312023477132474
0.1525,1.426849673651609
0.153,1.3125969411892517
0.1535,1.0188297997131144
0.154,0.5561188875105809
0.1545,0.0245469708675847
0.155,-0.4414454519609888
0.1555,-0.7529712504129625
0.156,-0.9239732721834252
0.1565,-1.0355574990927783
0.157,-1.1316832605254903
0.1575,-1.1807347738423442
0.158,-1.1398756449144087
0.1585,-0.9921342732049658
0.159,-0.6999575912775226
0.1595,-0.20737381278545938
0.16,0.4461389955329446
0.1605,1.0666171195561447
0.161,1.4307147966245628
0.1615,1.4540063327244912
0.162,1.2106069750011934
0.1625,0.8392893218813503
0.163,0.47394900713062404
0.1635,0.20583105490039558
0.164,0.03506701121940525
0.1645,-0.1253583756939607
0.165,-0.3461389955329551
0.1655,-0.5924635748394191
0.166,-0.7658242165664593
0.1665,-0.8091244706572336
0.167,-0.7446803372174137
0.1675,-0.6392652261576649
0.168,-0.5528727216063268
0.1685,-0.48285853229479636
0.169,-0.3418085356605383
0.1695,-0.046866137211906404
0.17,0.34144545196100506
0.1705,0.6338690605200034
0.171,0.709662920333417
0.1715,0.6410075879117865
0.17200000000000001,0.5719590409425637
0.17250000000000001,0.5345716825857003
0.17300000000000001,0.4533536344185554
0.17350000000000002,0.2880725943660612
0.17400000000000002,0.09424682799103641
0.17450000000000002,-0.04618435921919812
0.17500000000000002,-0.10000000000000274
0.17550000000000002,-0.0952369970181178
0.176,-0.09424682799105588
0.1765,-0.1466512381287746
0.177,-0.2533536344185667
0.1775,-0.39315032634839053
0.178,-0.5719590409425523
0.1785,-0.782428944149066
0.179,-0.9096629203334028
0.1795,-0.7752904167573074
0.18,-0.34144545196099796
0.1805,0.18828749344921872
0.181,0.541808535660553
0.1815,0.6242798885321135
0.182,0.5528727216063236
0.1825,0.49784386992034435
0.183,0.5446803372173904
0.1835,0.6677031144199096
0.184,0.7658242165664441
0.1845,0.7338849310767185
0.185,0.5461389955329542
0.1855,0.26677973193126575
0.186,-0.03506701121941136
0.1865,-0.34725241113770633
0.187,-0.6739490071306214
0.1875,-0.9807106781186401
0.188,-1.2106069750011874
0.1885,-1.3125849764871687
0.189,-1.2307147966245582
0.1895,-0.9251957633188346
0.19,-0.44613899553295694
0.1905,0.0659524565481618
0.191,0.49995759127752304
0.1915,0.8507129169676533
0.192,1.1398756449144092
0.1925,1.3221561300796425
0.193,1.3316832605254814
0.1935,1.1769788553300846
0.194,0.9239732721834291
0.1945,0.6115498941756664
0.195,0.24144545196099296
0.1955,-0.16596832710488843
0.196,-0.5561188875105748
0.1965,-0.8774084434758137
0.197,-1.1125969411892491
0.1975,-1.2854283174142935
0.198,-1.4312023477132438
0.1985,-1.5131861494961223
0.199,-1.3715349798529288
0.1995,-0.8460217468440758
0.2,1.4784240748902792e-14
0.2005,0.846021746844091
0.201,1.3715349798529384
0.2015,1.5131861494961236
0.202,1.4312023477132492
0.2025,1.2854283174143009
0.203,1.1125969411892482
0.20350000000000001,0.8774084434758007
0.20400000000000001,0.5561188875105553
0.20450000000000002,0.16596832710488735
0.20500000000000002,-0.24144545196099199
0.20550000000000002,-0.6115498941756605
0.20600000000000002,-0.9239732721834352
0.20650000000000002,-1.1769788553300908
0.20700000000000002,-1.3316832605255018
0.20750000000000002,-1.3221561300796534
0.20800000000000002,-1.1398756449144083
0.2085,-0.8507129169676753
0.209,-0.49995759127753475
0.2095,-0.06595245654817733
0.21,0.44613899553295217
0.2105,0.9251957633188254
0.211,1.2307147966245684
0.2115,1.3125849764871846
0.212,1.2106069750011947
0.2125,0.980710678118658
0.213,0.6739490071306421
0.2135,0.3472524111377171
0.214,0.03506701121942926
0.2145,-0.26677973193125865
0.215,-0.5461389955329502
0.2155,-0.7338849310767384
0.216,-0.7658242165664629
0.2165,-0.6677031144199452
0.217,-0.5446803372174067
0.2175,-0.4978438699203574
0.218,-0.5528727216063258
0.2185,-0.6242798885321134
0.219,-0.5418085356605415
0.2195,-0.18828749344922802
0.22,0.34144545196100434
0.2205,0.7752904167573066
0.221,0.9096629203334314
0.2215,0.7824289441490868
0.222,0.5719590409425748
0.2225,0.3931503263483978
0.223,0.25335363441857023
0.2235,0.14665123812874828
0.224,0.09424682799104289
0.2245,0.09523699701809642
0.225,0.09999999999999869
0.2255,0.04618435921918758
0.226,-0.09424682799105083
0.2265,-0.2880725943660916
0.227,-0.45335363441856874
0.2275,-0.534571682585701
0.228,-0.5719590409425649
0.2285,-0.641007587911764
0.229,-0.7096629203333938
0.2295,-0.6338690605199926
0.23,-0.34144545196095977
0.2305,0.04686613721191897
0.231,0.3418085356605668
0.2315,0.4828585322948008
0.232,0.5528727216063238
0.2325,0.6392652261576517
0.233,0.7446803372173946
0.2335,0.8091244706572175
0.234,0.7658242165664495
0.23450000000000001,0.5924635748394067
0.23500000000000001,0.3461389955329508
0.23550000000000001,0.12535837569394337
0.23600000000000002,-0.035067011219423155
0.23650000000000002,-0.2058310549004161
0.23700000000000002,-0.47394900713063015
0.23750000000000002,-0.8392893218813351
0.23800000000000002,-1.2106069750011847
0.23850000000000002,-1.4540063327244819
0.23900000000000002,-1.4307147966245415
0.23950000000000002,-1.066617119556139
0.24,-0.4461389955329737
0.2405,0.20737381278542902
0.241,0.6999575912775111
0.2415,0.992134273204947
0.242,1.1398756449144085
0.2425,1.1807347738423346
0.243,1.1316832605254776
0.2435,1.0355574990927725
0.244,0.9239732721834137
0.2445,0.7529712504129791
0.245,0.44144545196100055
0.2455,-0.02454697086755913
0.246,-0.5561188875105411
0.2465,-1.018829799713109
0.247,-1.3125969411892362
0.2475,-1.426849673651609
0.248,-1.4312023477132478
0.2485,-1.3717647932588135
0.249,-1.1715349798529398
0.2495,-0.7046003906067629
0.25,-9.011419703687435e-15
0.2505,0.7046003906067478
0.251,1.1715349798529293
0.2515,1.371764793258805
0.252,1.431202347713241
0.2525,1.426849673651609
0.253,1.3125969411892453
0.2535,1.018829799713127
0.254,0.5561188875105668
0.2545,0.024546970867588065
0.255,-0.44144545196097756
0.2555,-0.7529712504129722
0.256,-0.9239732721834231
0.2565,-1.035557499092788
0.257,-1.1316832605254923
0.2575,-1.180734773842347
0.258,-1.1398756449144192
0.2585,-0.9921342732049578
0.259,-0.699957591277525
0.2595,-0.20737381278544814
0.26,0.4461389955329559
0.2605,1.0666171195561405
0.261,1.4307147966245768
0.2615,1.4540063327244939
0.262,1.210606975001199
0.2625,0.8392893218813585
0.263,0.4739490071306155
0.2635,0.20583105490039527
0.264,0.03506701121940523
0.2645,-0.12535837569395958
0.265,-0.3461389955329534
0.2655,-0.5924635748394325
0.266,-0.7658242165664572
0.2665,-0.8091244706572437
0.267,-0.7446803372174164
0.2675,-0.6392652261576676
0.268,-0.55287272160633
0.2685,-0.48285853229479553
0.269,-0.34180853566053837
0.2695,-0.0468661372119112
0.27,0.34144545196103016
0.2705,0.6338690605200016
0.271,0.7096629203334287
0.2715,0.6410075879117816
0.272,0.5719590409425666
0.2725,0.5345716825857003
0.273,0.45335363441854587
0.2735,0.2880725943660669
0.274,0.09424682799104465
0.2745,-0.04618435921921602
0.275,-0.10000000000000504
0.2755,-0.09523699701812634
0.276,-0.09424682799106573
0.2765,-0.14665123812877912
0.277,-0.25335363441857134
0.2775,-0.3931503263483963
0.278,-0.5719590409425662
0.2785,-0.7824289441490679
0.279,-0.909662920333383
0.2795,-0.7752904167572996
0.28,-0.3414454519609606
0.2805,0.1882874934492396
0.281,0.5418085356605695
0.28150000000000003,0.6242798885321129
0.28200000000000003,0.5528727216063191
0.28250000000000003,0.4978438699203481
0.28300000000000003,0.544680337217384
0.28350000000000003,0.6677031144198906
0.28400000000000003,0.7658242165664526
0.28450000000000003,0.7338849310767122
0.28500000000000003,0.5461389955329509
0.28550000000000003,0.2667797319312429
0.28600000000000003,-0.0350670112194236
0.28650000000000003,-0.34725241113773825
0.28700000000000003,-0.6739490071306352
0.28750000000000003,-0.9807106781186629
0.28800000000000003,-1.2106069750011939
0.2885,-1.31258497648717
0.289,-1.2307147966245553
0.2895,-0.9251957633188557
0.29,-0.4461389955329571
0.2905,0.0659524565481314
0.291,0.49995759127748546
0.2915,0.8507129169676273
0.292,1.1398756449143859
0.2925,1.32215613007963
0.293,1.3316832605254871
0.2935,1.1769788553300808
0.294,0.923973272183444
0.2945,0.6115498941756787
0.295,0.24144545196102055
0.2955,-0.16596832710487303
0.296,-0.5561188875105458
0.2965,-0.877408443475788
0.297,-1.1125969411892345
0.2975,-1.285428317414286
0.298,-1.4312023477132354
0.2985,-1.5131861494961263
0.299,-1.3715349798529368
0.2995,-0.8460217468441209
0.3,-2.1593071399467985e-14
0.3005,0.8460217468440493
0.301,1.3715349798529084
0.3015,1.5131861494961192
0.302,1.4312023477132527
0.3025,1.2854283174143046
0.303,1.112596941189263
0.3035,0.8774084434758088
0.304,0.5561188875105825
0.3045,0.16596832710489431
0.305,-0.24144545196097
0.3055,-0.6115498941756364
0.306,-0.9239732721834201
0.3065,-1.1769788553300777
0.307,-1.3316832605255002
0.3075,-1.322156130079662
0.308,-1.1398756449144358
0.3085,-0.8507129169676699
0.309,-0.499957591277527
0.3095,-0.06595245654816956
0.31,0.4461389955329711
0.3105,0.9251957633188443
0.311,1.2307147966245597
0.3115,1.3125849764871889
0.312,1.2106069750011972
0.3125,0.9807106781186562
0.313,0.673949007130635
0.3135,0.3472524111377128
0.314,0.035067011219420414
0.3145,-0.2667797319312626
0.315,-0.5461389955329577
0.3155,-0.7338849310767246
0.316,-0.7658242165664776
0.3165,-0.6677031144199295
0.317,-0.5446803372174177
0.3175,-0.4978438699203555
0.318,-0.5528727216063254
0.3185,-0.6242798885321044
0.319,-0.5418085356605323
0.3195,-0.18828749344921358
0.32,0.34144545196098103
0.3205,0.7752904167573215
0.321,0.9096629203334189
0.3215,0.7824289441490966
0.322,0.5719590409425778
0.3225,0.3931503263483954
0.323,0.25335363441856235
0.3235,0.14665123812874
0.324,0.09424682799103157
0.3245,0.09523699701810744
0.325,0.0999999999999924
0.3255,0.046184359219191125
0.326,-0.09424682799105841
0.3265,-0.28807259436607574
0.327,-0.4533536344185737
0.3275,-0.5345716825857049
0.328,-0.5719590409425647
0.3285,-0.6410075879117599
0.329,-0.7096629203333834
0.3295,-0.6338690605199757
0.33,-0.34144545196097786
0.3305,0.04686613721193277
0.331,0.3418085356605548
0.3315,0.48285853229479897
0.332,0.5528727216063273
0.3325,0.639265226157649
0.333,0.7446803372173904
0.3335,0.8091244706572073
0.334,0.765824216566436
0.3345,0.5924635748394107
0.335,0.34613899553294664
0.3355,0.12535837569394878
0.336,-0.0350670112194262
0.3365,-0.20583105490040496
0.337,-0.47394900713063737
0.3375,-0.83928932188134
0.338,-1.2106069750011843
0.3385,-1.4540063327244719
0.339,-1.4307147966245541
0.3395,-1.0666171195561223
0.34,-0.44613899553295566
0.3405,0.2073738127854874
0.341,0.6999575912775291
0.3415,0.992134273204961
0.342,1.139875644914398
0.3425,1.1807347738423355
0.343,1.1316832605254656
0.3435,1.03555749909275
0.34400000000000003,0.9239732721834073
0.34450000000000003,0.7529712504129733
0.34500000000000003,0.4414454519609855
0.34550000000000003,-0.024546970867583222
0.34600000000000003,-0.5561188875105705
0.34650000000000003,-1.0188297997131146
0.34700000000000003,-1.312596941189265
0.34750000000000003,-1.4268496736516179
0.34800000000000003,-1.431202347713258
0.34850000000000003,-1.3717647932588017
0.34900000000000003,-1.1715349798529109
0.34950000000000003,-0.7046003906067452
0.35000000000000003,1.9216326976890078e-14
0.35050000000000003,0.7046003906068227
0.35100000000000003,1.1715349798529338
0.35150000000000003,1.3717647932588184
0.352,1.43120234771324
0.3525,1.426849673651613
0.353,1.3125969411892566
0.3535,1.0188297997131421
0.354,0.5561188875106152
0.3545,0.02454697086762713
0.355,-0.4414454519609808
0.3555,-0.7529712504129517
0.356,-0.9239732721834221
0.3565,-1.0355574990927805
0.357,-1.131683260525495
0.3575,-1.1807347738423515
0.358,-1.1398756449144165
0.3585,-0.992134273204998
0.359,-0.6999575912775501
0.3595,-0.207373812785474
0.36,0.4461389955329128
0.3605,1.0666171195561494
0.361,1.4307147966245597
0.3615,1.4540063327245145
0.362,1.2106069750012285
0.3625,0.8392893218813713
0.363,0.47394900713065513
0.3635,0.20583105490040376
0.364,0.035067011219410325
0.3645,-0.1253583756939495
0.365,-0.3461389955329506
0.3655,-0.5924635748394123
0.366,-0.7658242165664692
0.3665,-0.8091244706572557
0.367,-0.7446803372174112
0.3675,-0.6392652261576874
0.368,-0.5528727216063313
0.3685,-0.48285853229480336
0.369,-0.34180853566054686
0.3695,-0.04686613721189471
0.37,0.3414454519610046
0.3705,0.6338690605200167
0.371,0.7096629203334365
0.3715,0.6410075879117769
0.372,0.5719590409425774
0.3725,0.5345716825857
0.373,0.4533536344185598
0.3735,0.2880725943660667
0.374,0.09424682799103129
0.3745,-0.04618435921920568
0.375,-0.10000000000001756
0.3755,-0.09523699701812803
0.376,-0.09424682799106354
0.3765,-0.14665123812877665
0.377,-0.25335363441856845
0.3775,-0.39315032634838454
0.378,-0.5719590409425518
0.3785,-0.7824289441490514
0.379,-0.909662920333397
0.3795,-0.775290416757294
0.38,-0.3414454519609773
0.3805,0.1882874934492196
0.381,0.5418085356605606
0.3815,0.6242798885321166
0.382,0.5528727216063163
0.3825,0.4978438699203533
0.383,0.5446803372173747
0.3835,0.667703114419901
0.384,0.7658242165664364
0.3845,0.7338849310767096
0.385,0.5461389955329513
0.3855,0.2667797319312596
0.386,-0.03506701121940322
0.3865,-0.3472524111377034
0.387,-0.6739490071306291
0.3875,-0.9807106781186457
0.388,-1.210606975001186
0.3885,-1.312584976487172
0.389,-1.2307147966245413
0.3895,-0.9251957633188397
0.39,-0.4461389955329351
0.3905,0.06595245654814408
0.391,0.4999575912775278
0.3915,0.850712916967663
0.392,1.1398756449143912
0.3925,1.3221561300796412
0.393,1.3316832605254723
0.3935,1.1769788553300689
0.394,0.9239732721834168
0.3945,0.6115498941756558
0.395,0.24144545196101408
0.3955,-0.16596832710489726
0.396,-0.5561188875105904
0.3965,-0.8774084434758099
0.397,-1.1125969411892416
0.3975,-1.2854283174142982
0.398,-1.4312023477132465
0.3985,-1.5131861494961176
0.399,-1.3715349798529135
0.3995,-0.8460217468441037
0.4,2.9568481497805584e-14
0.4005,0.8460217468440968
0.401,1.3715349798529346
0.4015,1.5131861494961134
0.402,1.4312023477132487
0.4025,1.2854283174143049
0.403,1.1125969411892398
0.4035,0.8774084434757847
0.404,0.5561188875105731
0.4045,0.16596832710487022
0.405,-0.24144545196099831
0.4055,-0.611549894175661
0.406,-0.9239732721834295
0.40650000000000003,-1.176978855330104
0.40700000000000003,-1.3316832605255136
0.40750000000000003,-1.322156130079663
0.40800000000000003,-1.139875644914404
0.40850000000000003,-0.850712916967666
0.40900000000000003,-0.49995759127753203
0.40950000000000003,-0.06595245654810557
0.41000000000000003,0.44613899553298436
0.41050000000000003,0.9251957633188561
0.41100000000000003,1.2307147966245626
0.41150000000000003,1.312584976487208
0.41200000000000003,1.2106069750011776
0.41250000000000003,0.9807106781186397
0.41300000000000003,0.6739490071306288
0.41350000000000003,0.3472524111377225
0.41400000000000003,0.035067011219384166
0.41450000000000004,-0.2667797319312764
0.41500000000000004,-0.546138995532969
0.41550000000000004,-0.7338849310767332
0.41600000000000004,-0.7658242165664986
0.4165,-0.6677031144199441
0.417,-0.5446803372174102
0.4175,-0.49784386992035834
0.418,-0.5528727216063265
0.4185,-0.6242798885321004
0.419,-0.5418085356605697
0.4195,-0.18828749344919532
0.42,0.3414454519609939
0.4205,0.7752904167572965
0.421,0.9096629203334226
0.4215,0.7824289441491029
0.422,0.5719590409425835
0.4225,0.39315032634840363
0.423,0.2533536344185653
0.4235,0.14665123812877223
0.424,0.09424682799099772
0.4245,0.09523699701808903
0.425,0.09999999999999694
0.4255,0.04618435921919737
0.426,-0.0942468279910308
0.4265,-0.2880725943660857
0.427,-0.45335363441856963
0.4275,-0.5345716825857005
0.428,-0.571959040942563
0.4285,-0.6410075879117403
0.429,-0.7096629203333786
0.4295,-0.6338690605199889
0.43,-0.3414454519610004
0.4305,0.046866137211884394
0.431,0.34180853566056607
0.4315,0.4828585322947989
0.432,0.5528727216063142
0.4325,0.6392652261576542
0.433,0.7446803372173643
0.4335,0.8091244706571967
0.434,0.7658242165664557
0.4345,0.5924635748394201
0.435,0.3461389955329448
0.4355,0.1253583756939421
0.436,-0.035067011219418145
0.4365,-0.20583105490039283
0.437,-0.47394900713060734
0.4375,-0.8392893218813225
0.438,-1.2106069750011577
0.4385,-1.4540063327244737
0.439,-1.4307147966245588
0.4395,-1.0666171195561165
0.44,-0.4461389955329412
0.4405,0.2073738127854522
0.441,0.6999575912775058
0.4415,0.9921342732049605
0.442,1.139875644914397
0.4425,1.1807347738423253
0.443,1.1316832605254858
0.4435,1.0355574990927694
0.444,0.9239732721834026
0.4445,0.7529712504129605
0.445,0.441445451961016
0.4455,-0.024546970867548423
0.446,-0.5561188875105503
0.4465,-1.0188297997131117
0.447,-1.3125969411892489
0.4475,-1.4268496736516134
0.448,-1.43120234771325
0.4485,-1.3717647932588035
0.449,-1.1715349798529122
0.4495,-0.7046003906067877
0.45,-2.1904897352718188e-14
0.4505,0.7046003906067573
0.451,1.1715349798529355
0.4515,1.3717647932588144
0.452,1.4312023477132403
0.4525,1.4268496736516132
0.453,1.3125969411892255
0.4535,1.0188297997130997
0.454,0.5561188875105914
0.4545,0.024546970867602935
0.455,-0.44144545196098695
0.4555,-0.7529712504129813
0.456,-0.9239732721834507
0.4565,-1.0355574990927827
0.457,-1.1316832605254938
0.4575,-1.1807347738423548
0.458,-1.139875644914407
0.4585,-0.9921342732049856
0.459,-0.6999575912775308
0.4595,-0.20737381278548447
0.46,0.44613899553298414
0.4605,1.0666171195561684
0.461,1.430714796624564
0.4615,1.4540063327245045
0.462,1.2106069750012023
0.4625,0.8392893218813443
0.463,0.4739490071306382
0.4635,0.205831054900391
0.464,0.035067011219423565
0.4645,-0.1253583756939738
0.465,-0.34613899553295735
0.4655,-0.592463574839424
0.466,-0.7658242165664684
0.4665,-0.8091244706572734
0.467,-0.7446803372174199
0.4675,-0.6392652261576789
0.468,-0.5528727216063245
0.4685,-0.4828585322947878
0.46900000000000003,-0.3418085356605167
0.46950000000000003,-0.04686613721188513
0.47000000000000003,0.34144545196101367
0.47050000000000003,0.633869060520019
0.47100000000000003,0.7096629203334549
0.47150000000000003,0.6410075879117794
0.47200000000000003,0.571959040942571
0.47250000000000003,0.5345716825856957
0.47300000000000003,0.4533536344185389
0.47350000000000003,0.28807259436604
0.47400000000000003,0.09424682799102957
0.47450000000000003,-0.046184359219212545
0.47500000000000003,-0.10000000000001927
0.47550000000000003,-0.09523699701814184
0.47600000000000003,-0.09424682799107803
0.47650000000000003,-0.14665123812878278
0.47700000000000004,-0.25335363441857134
0.47750000000000004,-0.3931503263484056
0.47800000000000004,-0.5719590409425502
0.47850000000000004,-0.7824289441490633
