0.1521	4.56E+00	5.00E+00
0.1542	4.53E+00	5.04E+00
0.1563	4.52E+00	5.09E+00
0.1583	4.53E+00	5.11E+00
0.1604	4.53E+00	5.13E+00
0.1625	4.55E+00	5.13E+00
0.1646	4.56E+00	5.12E+00
0.1667	4.56E+00	5.08E+00
0.1688	4.55E+00	5.05E+00
0.1708	4.53E+00	5.05E+00
0.1729	4.49E+00	5.06E+00
0.175	4.47E+00	5.07E+00
0.1771	4.47E+00	5.10E+00
0.1792	4.46E+00	5.11E+00
0.1813	4.47E+00	5.09E+00
0.1833	4.49E+00	5.07E+00
0.1854	4.50E+00	5.01E+00
0.1875	4.49E+00	4.98E+00
0.1896	4.48E+00	4.96E+00
0.1917	4.51E+00	4.94E+00
0.1938	4.54E+00	4.95E+00
0.1958	4.56E+00	4.98E+00
0.1979	4.57E+00	5.00E+00
0.2	4.57E+00	5.01E+00
0.2021	4.56E+00	5.00E+00
0.2042	4.54E+00	5.04E+00
0.2063	4.52E+00	5.09E+00
0.2083	4.53E+00	5.11E+00
0.2104	4.53E+00	5.13E+00
0.2125	4.55E+00	5.13E+00
0.2146	4.56E+00	5.12E+00
0.2167	4.56E+00	5.08E+00
0.2188	4.55E+00	5.05E+00
0.2208	4.53E+00	5.05E+00
0.2229	4.49E+00	5.06E+00
0.225	4.48E+00	5.07E+00
0.2271	4.47E+00	5.10E+00
0.2292	4.46E+00	5.11E+00
0.2313	4.47E+00	5.09E+00
0.2333	4.49E+00	5.07E+00
0.2354	4.50E+00	5.01E+00
0.2375	4.49E+00	4.98E+00
0.2396	4.48E+00	4.96E+00
0.2417	4.51E+00	4.94E+00
0.2438	4.55E+00	4.95E+00
0.2458	4.56E+00	4.98E+00
0.2479	4.57E+00	5.00E+00
0.25	4.57E+00	5.01E+00
0.2521	4.56E+00	5.00E+00
0.2542	4.54E+00	5.04E+00
0.2563	4.52E+00	5.09E+00
0.2583	4.53E+00	5.11E+00
0.2604	4.53E+00	5.13E+00
0.2625	4.55E+00	5.13E+00
0.2646	4.56E+00	5.12E+00
0.2667	4.56E+00	5.08E+00
0.2688	4.55E+00	5.05E+00
0.2708	4.53E+00	5.05E+00
0.2729	4.49E+00	5.06E+00
0.275	4.48E+00	5.07E+00
0.2771	4.47E+00	5.10E+00
0.2792	4.46E+00	5.11E+00
0.2813	4.47E+00	5.09E+00
0.2833	4.49E+00	5.07E+00
0.2854	4.50E+00	5.01E+00
0.2875	4.49E+00	4.98E+00
0.2896	4.48E+00	4.96E+00
0.2917	4.51E+00	4.94E+00
0.2938	4.54E+00	4.95E+00
0.2958	4.56E+00	4.98E+00
0.2979	4.57E+00	5.00E+00
0.3	4.57E+00	5.01E+00
0.3021	4.56E+00	5.00E+00
0.3042	4.54E+00	5.04E+00
0.3063	4.52E+00	5.09E+00
0.3083	4.53E+00	5.11E+00
0.3104	4.53E+00	5.13E+00
0.3125	4.55E+00	5.13E+00
0.3146	4.56E+00	5.12E+00
0.3167	4.56E+00	5.08E+00
0.3188	4.55E+00	5.05E+00
0.3208	4.53E+00	5.05E+00
0.3229	4.49E+00	5.06E+00
0.325	4.47E+00	5.07E+00
0.3271	4.47E+00	5.10E+00
0.3292	4.46E+00	5.11E+00
0.3313	4.47E+00	5.09E+00
0.3333	4.49E+00	5.07E+00
0.3354	4.50E+00	5.01E+00
0.3375	4.49E+00	4.97E+00
0.3396	4.48E+00	4.96E+00
0.3417	4.51E+00	4.94E+00
0.3438	4.55E+00	4.95E+00
0.3458	4.56E+00	4.98E+00
0.3479	4.57E+00	5.00E+00
0.35	4.57E+00	5.01E+00
0.3521	4.56E+00	5.00E+00
0.3542	4.54E+00	5.04E+00
0.3563	4.52E+00	5.09E+00
0.3583	4.53E+00	5.11E+00
0.3604	4.54E+00	5.13E+00
0.3625	4.55E+00	5.13E+00
0.3646	4.56E+00	5.12E+00
0.3667	4.56E+00	5.08E+00
0.3688	4.55E+00	5.05E+00
0.3708	4.53E+00	5.05E+00
0.3729	4.49E+00	5.06E+00
0.375	4.48E+00	5.07E+00
0.3771	4.47E+00	5.10E+00
0.3792	4.46E+00	5.11E+00
0.3813	4.47E+00	5.09E+00
0.3833	4.49E+00	5.07E+00
0.3854	4.50E+00	5.01E+00
0.3875	4.49E+00	4.97E+00
0.3896	4.48E+00	4.96E+00
0.3917	4.51E+00	4.95E+00
0.3938	4.54E+00	4.95E+00
0.3958	4.56E+00	4.98E+00
0.3979	4.57E+00	5.00E+00
0.4	4.57E+00	5.01E+00
0.4021	4.56E+00	5.00E+00
0.4042	4.53E+00	5.04E+00
0.4063	4.52E+00	5.09E+00
0.4083	4.53E+00	5.11E+00
0.4104	4.53E+00	5.13E+00
0.4125	4.55E+00	5.13E+00
0.4146	4.56E+00	5.12E+00
0.4167	4.56E+00	5.08E+00
0.4188	4.55E+00	5.05E+00
0.4208	4.53E+00	5.05E+00
0.4229	4.49E+00	5.06E+00
0.425	4.47E+00	5.07E+00
0.4271	4.47E+00	5.10E+00
0.4292	4.46E+00	5.11E+00
0.4313	4.47E+00	5.09E+00
0.4333	4.49E+00	5.07E+00
0.4354	4.50E+00	5.01E+00
0.4375	4.49E+00	4.98E+00
0.4396	4.48E+00	4.96E+00
0.4417	4.51E+00	4.94E+00
0.4438	4.55E+00	4.95E+00
0.4458	4.56E+00	4.98E+00
0.4479	4.57E+00	5.00E+00
0.45	4.57E+00	5.01E+00
0.4521	4.56E+00	5.00E+00
0.4542	4.54E+00	5.04E+00
0.4563	4.52E+00	5.09E+00
0.4583	4.53E+00	5.11E+00
0.4604	4.53E+00	5.13E+00
0.4625	4.55E+00	5.13E+00
0.4646	4.56E+00	5.12E+00
0.4667	4.56E+00	5.08E+00
0.4688	4.55E+00	5.05E+00
0.4708	4.53E+00	5.05E+00
0.4729	4.49E+00	5.06E+00
0.475	4.47E+00	5.07E+00
0.4771	4.47E+00	5.10E+00
0.4792	4.46E+00	5.11E+00
0.4813	4.47E+00	5.09E+00
0.4833	4.49E+00	5.07E+00
0.4854	4.50E+00	5.01E+00
0.4875	4.49E+00	4.98E+00
0.4896	4.48E+00	4.96E+00
0.4917	4.51E+00	4.94E+00
0.4938	4.55E+00	4.95E+00
0.4958	4.56E+00	4.98E+00
0.4979	4.57E+00	5.00E+00
0.5	4.57E+00	5.01E+00
0.5021	4.56E+00	5.00E+00
0.5042	4.53E+00	5.04E+00
0.5062	4.52E+00	5.09E+00
0.5083	4.53E+00	5.11E+00
0.5104	4.54E+00	5.13E+00
0.5125	4.55E+00	5.13E+00
0.5146	4.56E+00	5.12E+00
0.5167	4.56E+00	5.08E+00
0.5188	4.55E+00	5.05E+00
0.5208	4.53E+00	5.05E+00
0.5229	4.49E+00	5.06E+00
0.525	4.48E+00	5.07E+00
0.5271	4.47E+00	5.10E+00
0.5292	4.46E+00	5.11E+00
0.5313	4.47E+00	5.09E+00
0.5333	4.49E+00	5.07E+00
0.5354	4.50E+00	5.01E+00
0.5375	4.49E+00	4.98E+00
0.5396	4.48E+00	4.96E+00
0.5417	4.51E+00	4.94E+00
0.5438	4.55E+00	4.95E+00
0.5458	4.56E+00	4.98E+00
0.5479	4.57E+00	5.00E+00
0.55	4.57E+00	5.01E+00
0.5521	4.56E+00	5.00E+00
0.5542	4.54E+00	5.04E+00
0.5563	4.52E+00	5.09E+00
0.5583	4.53E+00	5.11E+00
0.5604	4.53E+00	5.13E+00
0.5625	4.55E+00	5.13E+00
0.5646	4.56E+00	5.12E+00
0.5667	4.56E+00	5.08E+00
0.5688	4.55E+00	5.05E+00
0.5708	4.53E+00	5.05E+00
0.5729	4.49E+00	5.06E+00
0.575	4.48E+00	5.07E+00
0.5771	4.47E+00	5.10E+00
0.5792	4.46E+00	5.11E+00
0.5813	4.47E+00	5.09E+00
0.5833	4.49E+00	5.07E+00
0.5854	4.50E+00	5.01E+00
0.5875	4.49E+00	4.98E+00
0.5896	4.48E+00	4.96E+00
0.5917	4.51E+00	4.94E+00
0.5938	4.54E+00	4.95E+00
0.5958	4.56E+00	4.98E+00
0.5979	4.57E+00	5.00E+00
0.6	4.57E+00	5.01E+00
0.6021	4.56E+00	5.00E+00
0.6042	4.54E+00	5.04E+00
0.6063	4.52E+00	5.09E+00
0.6083	4.53E+00	5.11E+00
0.6104	4.54E+00	5.13E+00
0.6125	4.55E+00	5.13E+00
0.6146	4.56E+00	5.12E+00
0.6167	4.56E+00	5.08E+00
0.6188	4.55E+00	5.05E+00
0.6208	4.53E+00	5.05E+00
0.6229	4.49E+00	5.06E+00
0.625	4.47E+00	5.07E+00
0.6271	4.47E+00	5.10E+00
0.6292	4.46E+00	5.11E+00
0.6313	4.47E+00	5.09E+00
0.6333	4.49E+00	5.07E+00
0.6354	4.50E+00	5.01E+00
0.6375	4.49E+00	4.97E+00
0.6396	4.48E+00	4.96E+00
0.6417	4.51E+00	4.94E+00
0.6438	4.55E+00	4.95E+00
0.6458	4.56E+00	4.98E+00
0.6479	4.57E+00	5.00E+00
0.65	4.57E+00	5.01E+00
0.6521	4.56E+00	5.00E+00
0.6542	4.54E+00	5.04E+00
0.6563	4.52E+00	5.09E+00
0.6583	4.53E+00	5.11E+00
0.6604	4.53E+00	5.13E+00
0.6625	4.55E+00	5.13E+00
0.6646	4.56E+00	5.12E+00
0.6667	4.56E+00	5.08E+00
0.6688	4.55E+00	5.05E+00
0.6708	4.53E+00	5.05E+00
0.6729	4.49E+00	5.06E+00
0.675	4.48E+00	5.07E+00
0.6771	4.47E+00	5.10E+00
0.6792	4.46E+00	5.11E+00
0.6813	4.47E+00	5.09E+00
0.6833	4.49E+00	5.07E+00
0.6854	4.50E+00	5.01E+00
0.6875	4.49E+00	4.97E+00
0.6896	4.48E+00	4.96E+00
0.6917	4.51E+00	4.94E+00
0.6938	4.55E+00	4.95E+00
0.6958	4.56E+00	4.98E+00
0.6979	4.57E+00	5.00E+00
0.7	4.57E+00	5.01E+00
0.7021	4.56E+00	5.00E+00
0.7042	4.54E+00	5.04E+00
0.7063	4.52E+00	5.09E+00
0.7083	4.53E+00	5.11E+00
0.7104	4.54E+00	5.13E+00
0.7125	4.55E+00	5.13E+00
0.7146	4.56E+00	5.12E+00
0.7167	4.56E+00	5.08E+00
0.7188	4.55E+00	5.05E+00
0.7208	4.53E+00	5.05E+00
0.7229	4.49E+00	5.06E+00
0.725	4.48E+00	5.07E+00
0.7271	4.47E+00	5.10E+00
0.7292	4.46E+00	5.11E+00
0.7313	4.47E+00	5.09E+00
0.7333	4.49E+00	5.07E+00
0.7354	4.50E+00	5.01E+00
0.7375	4.49E+00	4.97E+00
0.7396	4.48E+00	4.96E+00
0.7417	4.51E+00	4.94E+00
0.7438	4.55E+00	4.95E+00
0.7458	4.56E+00	4.98E+00
0.7479	4.57E+00	5.00E+00
0.75	4.57E+00	5.01E+00
0.7521	4.56E+00	5.00E+00
0.7542	4.54E+00	5.04E+00
0.7563	4.52E+00	5.09E+00
0.7583	4.53E+00	5.11E+00
0.7604	4.53E+00	5.13E+00
0.7625	4.55E+00	5.13E+00
0.7646	4.56E+00	5.12E+00
0.7667	4.56E+00	5.08E+00
0.7688	4.55E+00	5.05E+00
0.7708	4.53E+00	5.05E+00
0.7729	4.49E+00	5.06E+00
0.775	4.48E+00	5.07E+00
0.7771	4.47E+00	5.10E+00
0.7792	4.46E+00	5.11E+00
0.7813	4.47E+00	5.09E+00
0.7833	4.49E+00	5.07E+00
0.7854	4.50E+00	5.01E+00
0.7875	4.49E+00	4.97E+00
0.7896	4.48E+00	4.96E+00
0.7917	4.51E+00	4.94E+00
0.7938	4.55E+00	4.95E+00
0.7958	4.56E+00	4.98E+00
0.7979	4.57E+00	5.00E+00
0.8	4.57E+00	5.01E+00
0.8021	4.56E+00	5.00E+00
0.8042	4.54E+00	5.04E+00
0.8063	4.52E+00	5.09E+00
0.8083	4.53E+00	5.11E+00
0.8104	4.53E+00	5.13E+00
0.8125	4.55E+00	5.13E+00
0.8146	4.56E+00	5.12E+00
0.8167	4.56E+00	5.08E+00
0.8188	4.55E+00	5.05E+00
0.8208	4.53E+00	5.05E+00
0.8229	4.49E+00	5.06E+00
0.825	4.47E+00	5.07E+00
0.8271	4.47E+00	5.10E+00
0.8292	4.46E+00	5.11E+00
0.8313	4.47E+00	5.09E+00
0.8333	4.49E+00	5.07E+00
0.8354	4.50E+00	5.01E+00
0.8375	4.49E+00	4.97E+00
0.8396	4.48E+00	4.96E+00
0.8417	4.51E+00	4.94E+00
0.8438	4.55E+00	4.95E+00
0.8458	4.56E+00	4.98E+00
0.8479	4.57E+00	5.00E+00
0.85	4.57E+00	5.01E+00
0.8521	4.56E+00	5.00E+00
0.8542	4.54E+00	5.04E+00
0.8563	4.52E+00	5.09E+00
0.8583	4.53E+00	5.11E+00
0.8604	4.53E+00	5.13E+00
0.8625	4.55E+00	5.13E+00
0.8646	4.56E+00	5.12E+00
0.8667	4.56E+00	5.08E+00
0.8688	4.55E+00	5.05E+00
0.8708	4.53E+00	5.05E+00
0.8729	4.49E+00	5.06E+00
0.875	4.47E+00	5.07E+00
0.8771	4.47E+00	5.10E+00
0.8792	4.46E+00	5.11E+00
0.8813	4.47E+00	5.09E+00
0.8833	4.49E+00	5.07E+00
0.8854	4.50E+00	5.01E+00
0.8875	4.49E+00	4.97E+00
0.8896	4.48E+00	4.96E+00
0.8917	4.51E+00	4.95E+00
0.8938	4.55E+00	4.95E+00
0.8958	4.56E+00	4.98E+00
0.8979	4.57E+00	5.00E+00
0.9	4.57E+00	5.01E+00
0.9021	4.56E+00	5.00E+00
0.9042	4.54E+00	5.04E+00
0.9063	4.52E+00	5.09E+00
0.9083	4.53E+00	5.11E+00
0.9104	4.53E+00	5.13E+00
0.9125	4.55E+00	5.13E+00
0.9146	4.56E+00	5.12E+00
0.9167	4.56E+00	5.08E+00
0.9188	4.55E+00	5.05E+00
0.9208	4.53E+00	5.05E+00
0.9229	4.49E+00	5.06E+00
0.925	4.48E+00	5.07E+00
0.9271	4.47E+00	5.10E+00
0.9292	4.46E+00	5.11E+00
0.9313	4.47E+00	5.09E+00
0.9333	4.49E+00	5.07E+00
0.9354	4.50E+00	5.01E+00
0.9375	4.50E+00	4.98E+00
0.9396	4.48E+00	4.96E+00
0.9417	4.51E+00	4.94E+00
0.9438	4.55E+00	4.95E+00
0.9458	4.56E+00	4.98E+00
0.9479	4.57E+00	5.00E+00
0.95	4.57E+00	5.01E+00
0.9521	4.56E+00	5.00E+00
0.9542	4.53E+00	5.04E+00
0.9563	4.52E+00	5.09E+00
0.9583	4.53E+00	5.11E+00
0.9604	4.53E+00	5.13E+00
0.9625	4.55E+00	5.13E+00
0.9646	4.56E+00	5.12E+00
0.9667	4.56E+00	5.08E+00
0.9688	4.55E+00	5.05E+00
0.9708	4.53E+00	5.05E+00
0.9729	4.49E+00	5.06E+00
0.975	4.47E+00	5.07E+00
0.9771	4.47E+00	5.10E+00
0.9792	4.46E+00	5.11E+00
0.9813	4.47E+00	5.09E+00
0.9833	4.49E+00	5.07E+00
0.9854	4.50E+00	5.01E+00
0.9875	4.49E+00	4.97E+00
0.9896	4.48E+00	4.96E+00
0.9917	4.51E+00	4.94E+00
0.9938	4.54E+00	4.95E+00
0.9958	4.56E+00	4.98E+00
0.9979	4.57E+00	5.00E+00
1	4.57E+00	5.01E+00
1.0021	4.56E+00	5.00E+00
1.0042	4.54E+00	5.04E+00
1.0063	4.52E+00	5.09E+00
1.0083	4.53E+00	5.11E+00
1.0104	4.53E+00	5.13E+00
1.0125	4.55E+00	5.13E+00
1.0146	4.56E+00	5.12E+00
1.0167	4.56E+00	5.08E+00
1.0188	4.55E+00	5.05E+00
1.0208	4.53E+00	5.05E+00
1.0229	4.49E+00	5.06E+00
1.025	4.48E+00	5.07E+00
1.0271	4.47E+00	5.10E+00
1.0292	4.46E+00	5.11E+00
1.0313	4.47E+00	5.09E+00
1.0333	4.49E+00	5.07E+00
1.0354	4.50E+00	5.01E+00
1.0375	4.49E+00	4.98E+00
1.0396	4.48E+00	4.96E+00
1.0417	4.51E+00	4.94E+00
1.0438	4.55E+00	4.95E+00
1.0458	4.56E+00	4.98E+00
1.0479	4.57E+00	5.00E+00
1.05	4.57E+00	5.01E+00
1.0521	4.56E+00	5.00E+00
1.0542	4.54E+00	5.04E+00
1.0563	4.52E+00	5.09E+00
1.0583	4.53E+00	5.11E+00
1.0604	4.54E+00	5.13E+00
1.0625	4.55E+00	5.13E+00
1.0646	4.56E+00	5.12E+00
1.0667	4.56E+00	5.08E+00
1.0688	4.55E+00	5.05E+00
1.0708	4.53E+00	5.05E+00
1.0729	4.49E+00	5.06E+00
1.075	4.47E+00	5.07E+00
1.0771	4.47E+00	5.10E+00
1.0792	4.46E+00	5.11E+00
1.0813	4.47E+00	5.09E+00
1.0833	4.49E+00	5.07E+00
1.0854	4.50E+00	5.01E+00
1.0875	4.49E+00	4.97E+00
1.0896	4.48E+00	4.96E+00
1.0917	4.51E+00	4.94E+00
1.0938	4.55E+00	4.95E+00
1.0958	4.56E+00	4.98E+00
1.0979	4.57E+00	5.00E+00
1.1	4.57E+00	5.01E+00
1.1021	4.56E+00	5.00E+00
1.1042	4.53E+00	5.04E+00
1.1063	4.52E+00	5.09E+00
1.1083	4.53E+00	5.11E+00
1.1104	4.53E+00	5.13E+00
1.1125	4.55E+00	5.13E+00
1.1146	4.56E+00	5.12E+00
1.1167	4.56E+00	5.08E+00
1.1188	4.55E+00	5.05E+00
1.1208	4.53E+00	5.05E+00
1.1229	4.49E+00	5.06E+00
1.125	4.48E+00	5.07E+00
1.1271	4.47E+00	5.10E+00
1.1292	4.46E+00	5.11E+00
1.1313	4.47E+00	5.09E+00
1.1333	4.49E+00	5.07E+00
1.1354	4.50E+00	5.01E+00
1.1375	4.49E+00	4.97E+00
1.1396	4.48E+00	4.96E+00
1.1417	4.51E+00	4.94E+00
1.1438	4.55E+00	4.95E+00
1.1458	4.56E+00	4.98E+00
1.1479	4.57E+00	5.00E+00
1.15	4.57E+00	5.01E+00
1.1521	4.56E+00	5.00E+00
1.1542	4.53E+00	5.04E+00
1.1563	4.52E+00	5.09E+00
1.1583	4.53E+00	5.11E+00
1.1604	4.53E+00	5.13E+00
1.1625	4.55E+00	5.13E+00
1.1646	4.56E+00	5.12E+00
1.1667	4.56E+00	5.08E+00
1.1688	4.55E+00	5.05E+00
1.1708	4.53E+00	5.05E+00
1.1729	4.49E+00	5.06E+00
1.175	4.47E+00	5.07E+00
1.1771	4.47E+00	5.10E+00
1.1792	4.46E+00	5.11E+00
1.1813	4.47E+00	5.09E+00
1.1833	4.49E+00	5.07E+00
1.1854	4.50E+00	5.01E+00
1.1875	4.49E+00	4.97E+00
1.1896	4.48E+00	4.96E+00
1.1917	4.51E+00	4.94E+00
1.1938	4.55E+00	4.95E+00
1.1958	4.56E+00	4.98E+00
1.1979	4.57E+00	5.00E+00
1.2	4.57E+00	5.01E+00
1.2021	4.56E+00	5.00E+00
1.2042	4.54E+00	5.04E+00
1.2063	4.52E+00	5.09E+00
1.2083	4.53E+00	5.11E+00
1.2104	4.53E+00	5.13E+00
1.2125	4.55E+00	5.13E+00
1.2146	4.56E+00	5.12E+00
1.2167	4.56E+00	5.08E+00
1.2188	4.55E+00	5.05E+00
1.2208	4.53E+00	5.05E+00
1.2229	4.49E+00	5.06E+00
1.225	4.48E+00	5.07E+00
1.2271	4.47E+00	5.10E+00
1.2292	4.46E+00	5.11E+00
1.2313	4.47E+00	5.09E+00
1.2333	4.49E+00	5.07E+00
1.2354	4.50E+00	5.01E+00
1.2375	4.49E+00	4.97E+00
1.2396	4.48E+00	4.96E+00
1.2417	4.51E+00	4.94E+00
1.2438	4.55E+00	4.95E+00
1.2458	4.56E+00	4.98E+00
1.2479	4.57E+00	5.00E+00
1.25	4.57E+00	5.01E+00
1.2521	4.56E+00	5.00E+00
1.2542	4.54E+00	5.04E+00
1.2563	4.52E+00	5.09E+00
1.2583	4.53E+00	5.11E+00
1.2604	4.54E+00	5.13E+00
1.2625	4.55E+00	5.13E+00
1.2646	4.56E+00	5.12E+00
1.2667	4.56E+00	5.08E+00
1.2688	4.55E+00	5.05E+00
1.2708	4.53E+00	5.05E+00
1.2729	4.49E+00	5.06E+00
1.275	4.48E+00	5.07E+00
1.2771	4.47E+00	5.10E+00
1.2792	4.46E+00	5.11E+00
1.2813	4.47E+00	5.09E+00
1.2833	4.49E+00	5.07E+00
1.2854	4.50E+00	5.01E+00
1.2875	4.49E+00	4.97E+00
1.2896	4.48E+00	4.96E+00
1.2917	4.51E+00	4.94E+00
1.2938	4.55E+00	4.95E+00
1.2958	4.56E+00	4.98E+00
1.2979	4.57E+00	5.00E+00
1.3	4.57E+00	5.01E+00
1.3021	4.56E+00	5.00E+00
1.3042	4.53E+00	5.04E+00
1.3063	4.52E+00	5.09E+00
1.3083	4.53E+00	5.11E+00
1.3104	4.54E+00	5.13E+00
1.3125	4.55E+00	5.13E+00
1.3146	4.56E+00	5.12E+00
1.3167	4.56E+00	5.08E+00
1.3188	4.55E+00	5.05E+00
1.3208	4.53E+00	5.05E+00
1.3229	4.49E+00	5.06E+00
1.325	4.48E+00	5.07E+00
1.3271	4.47E+00	5.10E+00
1.3292	4.46E+00	5.11E+00
1.3313	4.47E+00	5.09E+00
1.3333	4.49E+00	5.07E+00
1.3354	4.50E+00	5.01E+00
1.3375	4.49E+00	4.97E+00
1.3396	4.48E+00	4.96E+00
1.3417	4.51E+00	4.94E+00
1.3438	4.55E+00	4.95E+00
1.3458	4.56E+00	4.98E+00
1.3479	4.57E+00	5.00E+00
1.35	4.57E+00	5.01E+00
1.3521	4.56E+00	5.00E+00
1.3542	4.54E+00	5.04E+00
1.3563	4.52E+00	5.09E+00
1.3583	4.53E+00	5.11E+00
1.3604	4.53E+00	5.13E+00
1.3625	4.55E+00	5.13E+00
1.3646	4.56E+00	5.12E+00
1.3667	4.56E+00	5.08E+00
1.3688	4.55E+00	5.05E+00
1.3708	4.53E+00	5.05E+00
1.3729	4.49E+00	5.06E+00
1.375	4.48E+00	5.07E+00
1.3771	4.47E+00	5.10E+00
1.3792	4.46E+00	5.11E+00
1.3813	4.47E+00	5.09E+00
1.3833	4.49E+00	5.07E+00
1.3854	4.50E+00	5.01E+00
1.3875	4.49E+00	4.97E+00
1.3896	4.48E+00	4.96E+00
1.3917	4.51E+00	4.94E+00
1.3938	4.54E+00	4.95E+00
1.3958	4.56E+00	4.98E+00
1.3979	4.57E+00	5.00E+00
1.4	4.57E+00	5.01E+00
1.4021	4.56E+00	5.00E+00
1.4042	4.53E+00	5.04E+00
1.4063	4.52E+00	5.09E+00
1.4083	4.53E+00	5.11E+00
1.4104	4.54E+00	5.13E+00
1.4125	4.55E+00	5.13E+00
1.4146	4.56E+00	5.12E+00
1.4167	4.56E+00	5.08E+00
1.4188	4.55E+00	5.05E+00
1.4208	4.53E+00	5.05E+00
1.4229	4.49E+00	5.06E+00
1.425	4.47E+00	5.07E+00
1.4271	4.47E+00	5.10E+00
1.4292	4.46E+00	5.11E+00
1.4313	4.47E+00	5.09E+00
1.4333	4.49E+00	5.07E+00
1.4354	4.50E+00	5.01E+00
1.4375	4.49E+00	4.97E+00
1.4396	4.48E+00	4.96E+00
1.4417	4.51E+00	4.94E+00
1.4438	4.55E+00	4.95E+00
1.4458	4.56E+00	4.98E+00
1.4479	4.57E+00	5.00E+00
1.45	4.57E+00	5.01E+00
1.4521	4.56E+00	5.00E+00
1.4542	4.54E+00	5.04E+00
1.4563	4.52E+00	5.09E+00
1.4583	4.53E+00	5.11E+00
1.4604	4.53E+00	5.13E+00
1.4625	4.55E+00	5.13E+00
1.4646	4.56E+00	5.12E+00
1.4667	4.56E+00	5.08E+00
1.4688	4.55E+00	5.05E+00
1.4708	4.52E+00	5.05E+00
1.4729	4.49E+00	5.06E+00
1.475	4.48E+00	5.07E+00
1.4771	4.47E+00	5.10E+00
1.4792	4.46E+00	5.11E+00
1.4813	4.47E+00	5.09E+00
1.4833	4.49E+00	5.07E+00
1.4854	4.50E+00	5.01E+00
1.4875	4.49E+00	4.97E+00
1.4896	4.48E+00	4.96E+00
1.4917	4.51E+00	4.94E+00
1.4938	4.55E+00	4.95E+00
1.4958	4.56E+00	4.98E+00
1.4979	4.57E+00	5.00E+00
1.5	4.57E+00	5.01E+00
1.5021	4.56E+00	5.00E+00
1.5042	4.53E+00	5.04E+00
1.5063	4.52E+00	5.09E+00
1.5083	4.53E+00	5.11E+00
1.5104	4.54E+00	5.13E+00
1.5125	4.55E+00	5.13E+00
1.5146	4.56E+00	5.12E+00
1.5167	4.56E+00	5.08E+00
1.5188	4.55E+00	5.05E+00
1.5208	4.53E+00	5.05E+00
1.5229	4.49E+00	5.06E+00
1.525	4.47E+00	5.07E+00
1.5271	4.47E+00	5.10E+00
1.5292	4.46E+00	5.11E+00
1.5313	4.47E+00	5.09E+00
1.5333	4.49E+00	5.07E+00
1.5354	4.50E+00	5.01E+00
1.5375	4.49E+00	4.97E+00
1.5396	4.48E+00	4.96E+00
