cd1,cd2,cd3,cd4,cd5,cd6,cd7,cd8,cd9,cd10,cd11
6080.279169053528,6893.616012407901,6335.459789179025,6957.96423667206,7772.843462485433,7872.391427508464,8744.622461480778,8360.662122099871,8699.503760518517,9448.897250735095,6891.035075659443
