t,x,res,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,IMF11
0.01,-0.001101008099999,2.168404344971009e-19,0.0004409602792452612,-0.00044747088786133436,0.00025215264495225117,-0.0006315095026823213,-5.6549249794841845e-05,-0.0009035489680009816,2.322349859649538e-05,0.0003766152822913458,0.00033569787387655633,-3.149875204999149e-07,-0.0004902640831009311
0.0105,-0.0014255080999992,-2.168404344971009e-19,-0.000550311407282718,-5.918198641636524e-05,0.0005047125373592063,-0.0004623218632289176,-0.0002783505240288698,-0.0008244554543177707,2.3426366692510977e-05,0.000375611871360143,0.0003359320020492378,-3.456876139908642e-07,-0.0004902239545716657
0.011,-0.0009385080999994,1.0842021724855044e-19,-0.0007210123561801315,0.0005748590501297508,0.00036955813707027465,-0.00017049056282731213,-0.0004946369005863615,-0.0007406062316010256,2.35799478840748e-05,0.0003746372486884776,0.0003361637608586989,-3.76370180992222e-07,-0.000490183823254854
0.0115,0.0001969919000006,-1.8973538018496328e-19,0.0008333807876252664,0.0003928464086286593,-0.00010724911509154457,0.000183054182140043,-0.0006958544723329602,-0.0006524027204439638,2.3682897866678286e-05,0.00037369151098066473,0.00033639314503206295,-4.0703516257111037e-07,-0.0004901436892417349
0.012,-0.0028845080999992,-4.336808689942018e-19,-0.0008383809650853402,-0.0007896618674718263,-0.0005715650031598107,0.0005052078678419464,-0.0008724493321343112,-0.0005602463414397995,2.3733873882383396e-05,0.0003727747533944485,0.00033662014929645377,-4.376824997945468e-07,-0.000490103552623549
0.0125,-0.0011005080999995,0.0,0.0007385135085912199,-0.0006285440444491922,-0.0006832093153249091,0.0007102061922066333,-0.0010148675728560562,-0.00046453851518175025,2.3731541644657064e-05,0.00037188706261616887,0.0003368447683789953,-4.683121337301761e-07,-0.0004900634134915363
0.013000000000000001,3.4491900000599646e-05,-2.168404344971009e-19,0.0004044834604150372,0.0005601171798479997,-0.0004613485462413745,0.0007692278623422473,-0.0011135552873638402,-0.0003656806622630311,2.3674620144480944e-05,0.0003710284720546503,0.00033706699700681105,-4.989240054451204e-07,-0.0004900232719369359
0.0135,0.0001964919000005,1.6263032587282567e-19,-0.00048353310927211427,0.0012098212833090648,-3.6675974482557883e-05,0.0006918690175421023,-0.0011614300181492484,-0.0002640943262383311,2.3561970197933406e-05,0.00037019887329362065,0.00033728682990702495,-5.295180560068154e-07,-0.0004899831280509877
0.014,0.0001964919000001,-8.131516293641283e-20,0.000471659652972951,-0.00014738255049649726,0.0004505235339830184,0.000503476116063238,-0.001161267945693391,-0.00016030870302246623,2.339262050670503e-05,0.000369397990031196,0.00033750426180676146,-5.600942264834284e-07,-0.0004899429819249318
0.0145,-0.0019115080999999,-2.168404344971009e-19,-0.0005673355154970889,-0.0014866217867834854,0.0008447348780624402,0.000231887188750107,-0.0011181972175587833,-5.4992594036262466e-05,2.3165734897420766e-05,0.0003686254108405577,0.00033771928743314315,-5.906524579414546e-07,-0.0004899028336500075
0.015,-0.0007760080999999,-4.336808689942018e-19,0.0007159541838277644,-0.0016371993592440386,0.0009884445243535144,-9.525589392463689e-05,-0.001037275458843298,5.11146768348115e-05,2.2880609429629328e-05,0.0003678805920619631,0.00033793190151329444,-6.211926914483295e-07,-0.000489862683317455
0.0155,-0.0012630080999995,-2.168404344971009e-19,0.000100238404303371,-0.001167564862816109,0.0007814372069327408,-0.0004481997225662849,-0.000923549454157205,0.00015726294521768407,2.2536682073839838e-05,0.00036716284812471004,0.00033814209877433885,-6.517148680715933e-07,-0.0004898225310185139
0.016,-0.0019120080999991,8.673617379884035e-19,-0.0009624669658265203,-0.00020641886142904264,0.000325553832714045,-0.0007858023265148471,-0.0007820659881107744,0.0002627020467392849,2.2133518732355088e-05,0.0003664713655263018,0.00033834987394340055,-6.822189288787864e-07,-0.0004897823768444244
0.0165,0.0008449919000006,-3.2526065174565133e-19,0.0010145166342577813,0.0011374174664109014,-0.00022730292979725072,-0.0010640255547010597,-0.0006178718453142755,0.0003666818170265423,2.1670769312491353e-05,0.0003658052467592286,0.000338555221747603,-7.127048149373444e-07,-0.0004897422208864249
0.017,0.0010074919000002,0.0,0.0007048961544097342,0.001999594553164995,-0.0007252304120958197,-0.0012388324488754405,-0.00043601261755819946,0.0004684520917063852,2.114821717359663e-05,0.0003651634608639487,0.00033875813691407007,-7.431724673142849e-07,-0.0004897020632357562
0.0175,0.0001964919000005,-1.6263032587282567e-19,0.0002604585423897507,0.0016874602980301143,-0.0010446034103186949,-0.0012659461101342563,-0.00024177383728728552,0.0005672627064057423,2.0565731986784368e-05,0.00036454489056915516,0.0003389586141699252,-7.73621827077148e-07,-0.0004896619039836581
0.018000000000000002,-0.0020745080999993,4.336808689942018e-19,-0.001064322567091982,0.00041128577182119295,-0.0011702860187213023,-0.0011046733165778534,-4.1477920393236556e-05,0.0006623634967515432,1.9923333023806315e-05,0.0003639482690029027,0.0003391566482422929,-8.040528352943106e-07,-0.0004896217432213696
0.0185,-0.0020745080999996,-4.336808689942018e-19,-0.00017895298699072907,-0.0012089010423386283,-0.0010811086181639817,-0.0007481503982775165,0.0001580710911657467,0.000753004298370716,1.9221099147774783e-05,0.00036337226970188506,0.0003393522338582964,-8.344654330306991e-07,-0.0004895815810401323
0.019,-0.0001280080999999,5.421010862427522e-20,0.0013167101637580523,-0.0019067384991464048,-0.0006994476403216353,-0.0002573907621553964,0.0003500099268981758,0.0008384349468901906,1.8459171886491603e-05,0.00036281550353810694,0.00033954536574505947,-8.648595613561539e-07,-0.0004895414175311841
0.0195,-0.0004520080999995,4.336808689942018e-19,-0.0015601087196051315,-0.0008193568497569083,-3.794019835393207e-05,0.000290763248633075,0.0005274753163125662,0.000917905277936895,1.7637846846984905e-05,0.00036227642730434693,0.00033973603862970603,-8.95235161336856e-07,-0.0004895012527857657
0.02,0.0058729919000008,-8.673617379884035e-19,0.001800172943625811,0.0007123785970995582,0.0006386534666879039,0.0008194692909324653,0.0006836039889174348,0.0009906651271377575,1.6757466184506507e-05,0.00036175345124515943,0.0003399242472393598,-9.255921740405548e-07,-0.0004894610868951162
0.0205,0.0079814919000007,0.0,0.0021398267667701036,0.0014900736930032671,0.001005412920829441,0.0012518850215873446,0.0008115326742212923,0.001055964330119709,1.5818374549215848e-05,0.0003612449831101911,0.00034010998630114477,-9.55930540534686e-07,-0.0004894209199504758
0.021,0.0065219919000004,-1.734723475976807e-18,0.0010484978619311781,0.0008674365947738887,0.0008426222392246668,0.0015204877842907604,0.0009043981017326534,0.0011130527225096767,1.4820916591273473e-05,0.00036074943064908817,0.00034029325054218447,-9.86250201886581e-07,-0.0004893807520430822
0.021500000000000002,0.0048999919000002,1.734723475976807e-18,0.000938585720012541,-0.00032567570347648544,0.00034317123628092947,0.0016032459673899955,0.000955337000960034,0.0011611801399345901,1.3765436960838245e-05,0.00036026520161149775,0.0003404740346896026,-1.016551099163048e-06,-0.0004893405832641815
0.022,0.0003584919000001,-3.2526065174565133e-19,-0.0024312797383326226,-0.000882660833362638,-0.00022769495350725047,0.0015179488130231502,0.0009598341235108617,0.0011995964180213775,1.2652280308070419e-05,0.00035979070374706645,0.00034065233347052294,-1.0468331734325681e-06,-0.0004893004137050054
0.0225,0.0050619919000002,-8.673617379884035e-19,0.0022034954852818206,-0.00016510812154631527,-0.0006292158755915692,0.0012812057721929783,0.0009225704880946972,0.0012277472136905088,1.148179128312991e-05,0.0003593243448054404,0.0003408281416120696,-1.0770963657615316e-06,-0.0004892602434567981
0.023,0.0048999919000002,8.673617379884035e-19,0.0018745144768408308,0.0004884735484550555,-0.0006857206061672717,0.0009072782738033334,0.0008497918503458456,0.0012458614690366138,1.0254315917378688e-05,0.0003588645311550642,0.0003410014538413659,-1.1073406172175835e-06,-0.0004892200726107992
0.0235,0.0013314919000001,-4.336808689942018e-19,-0.001380944563276797,0.0003600596964027627,-0.0002885251123450122,0.0004207551200012221,0.0007475481446050829,0.0012543639474478614,8.970247190462305e-06,0.0003584096222160985,0.00034117226488553624,-1.1375658688689959e-06,-0.0004891799012582477
0.024,0.0031154919000004,4.336808689942018e-19,0.0009893888624654891,-0.00020065316438273233,0.0003419367044763917,-0.0001073702434946185,0.0006218893052131808,0.0012536787651617218,7.630796071624244e-06,0.0003579578065698049,0.0003413405694717035,-1.1677720617817405e-06,-0.0004891397294903837
0.0245,0.0011699919000002,0.0,-0.0007416795974428956,-1.0740638600658342e-05,0.0005662052315937052,-0.0005818416925956027,0.0004788652665109087,0.001244227449812874,6.23981861157953e-06,0.0003575072163187673,0.00034150636232699224,-1.1979591370240897e-06,-0.0004890995573984466
0.025,0.0018184919000003,2.168404344971009e-19,0.0006710000491586554,6.778350739404187e-05,0.00025617403898570276,-0.0009406624679089311,0.0003245259628390356,0.0012264308818852974,4.801821775543808e-06,0.0003570559798017677,0.00034166963817852615,-1.228127035663479e-06,-0.0004890593850736764
0.025500000000000002,3.399190000059985e-05,5.421010862427522e-20,-7.803279048511474e-05,-5.1495446311498095e-05,-0.0002350131627582774,-0.001178574412179484,0.00016492132853833692,0.0012007099418629677,3.321312528731945e-06,0.00035660222535758825,0.00034183039175342847,-1.2582756987666125e-06,-0.0004890192126073124
0.026000000000000002,-0.0014250080999996,2.168404344971009e-19,-0.0008618301164788928,-7.788617431922947e-05,-0.0005656539747939251,-0.0013028926943691975,6.101297949581959e-06,0.0011674855102298657,1.802797836359015e-06,0.00035614408132501164,0.0003419886177788236,-1.2884050674019712e-06,-0.0004889790400905953
0.0265,0.0003594919000002,1.0842021724855044e-19,0.0009671250965125234,0.00012000096087342235,-0.000595484556384668,-0.0013212612628754853,-0.00014588419458645702,0.001127178467469969,2.507846636405365e-07,0.0003556796760428199,0.00034214431098183475,-1.3185150826356318e-06,-0.0004889388676147641
0.027,-0.0017490080999995,2.168404344971009e-19,-0.0009985749136269474,-5.116644985841206e-05,-0.00045530537592649407,-0.0012445881697076824,-0.00028550996790580014,0.0010802096940672574,-1.3302200242083906e-06,0.0003552071378497956,0.0003422974660895863,-1.3486056855362846e-06,-0.0004888986952710586
0.0275,0.0001969919000005,-2.168404344971009e-19,0.0009494611649665858,-0.00023451162897710658,-0.00024770142683646284,-0.001091714330783088,-0.000409541712559197,0.0010270000705057084,-2.9357092619728226e-06,0.00035472459508472054,0.000342448077829201,-1.3786768171694834e-06,-0.000488858523150719
0.028,-0.0001275080999994,5.421010862427522e-20,0.0002018308134608923,-4.404361202475947e-05,-5.6604319707782474e-05,-0.0008825850872249483,-0.0005161144329382573,0.0009679704772693006,-4.561176084437346e-06,0.00035423017608637755,0.00034259614092780374,-1.4087284186046504e-06,-0.0004888183513449848
0.0285,-0.0004520080999994,1.0842021724855044e-19,-0.0007521876235916987,0.00029852181894957373,0.00013858021798813608,-0.0006366454226137438,-0.0006038634909773569,0.0009035417948420141,-6.20211352638699e-06,0.0003537220091935487,0.00034274165011251794,-1.4387604309082801e-06,-0.0004887781799450959
0.029,0.0014944919000003,4.336808689942018e-19,0.0006926348480705124,0.0004289763445810476,0.00038548834638630096,-0.0003732631958961542,-0.0006715013732446702,0.0008341349037078257,-7.85401462260608e-06,0.0003531982227450161,0.0003428846001104674,-1.468772795147704e-06,-0.0004887380090422922
0.029500000000000002,0.0001969919000001,1.8973538018496328e-19,-0.0006946752344794447,5.927323804611237e-05,0.0007057970902696952,-0.00011180626601886044,-0.0007177405663083728,0.0007601706843507153,-9.512372407880092e-06,0.0003526569450795625,0.0003430249856487754,-1.498765452390253e-06,-0.0004886978387278126
0.03,0.0014939919000001,2.168404344971009e-19,0.0007461094315271076,-0.0005513774350826831,0.0010362259163292549,0.00012835750807145793,-0.0007412935567366397,0.0006820700172546611,-1.1172679916993533e-05,0.0003520963045359699,0.0003431628014545662,-1.5287383437035722e-06,-0.0004886576690928977
0.0305,0.0006829919000001,0.0,-0.0005355170802468489,-0.00044948036675387134,0.001288942277882393,0.00032786026742811987,-0.0007408739164858667,0.0006002548682918629,-1.2830430184731223e-05,0.0003515144294530206,0.0003432980422549635,-1.558691410154888e-06,-0.000488617500228787
0.031,0.0011699919000001,-4.336808689942018e-19,-0.0008671424828505236,0.00020481353595288765,0.0013753416300900426,0.0004673341531044452,-0.0007152135241370645,0.0005151655099591346,-1.4481116245878037e-05,0.0003509094481694969,0.0003434307027770912,-1.5886245928119499e-06,-0.00048857733222672
0.0315,0.0032784919000005,0.0,0.0008761234238502918,0.0007163219733164304,0.0012020049158908235,0.000532279297834551,-0.0006631050037214516,0.00042730296020349854,-1.6120231135218822e-05,0.0003502794890241813,0.0003435607777480728,-1.6185378327416708e-06,-0.0004885371651779365
0.032,0.0003589919,0.0,-0.0008386650898667152,2.912282570239591e-05,0.0007016168612681851,0.000528199650000243,-0.0005839019923667498,0.000337197401143981,-1.7743267887538242e-05,0.00034962268035585575,0.00034368826189503217,-1.6484310710114863e-06,-0.0004884969991736782
0.0325,0.0003589919000001,-5.421010862427522e-20,0.000779020233182594,-0.0008214830124993091,-1.5702800403140413e-05,0.00046811433091921754,-0.0004796485775750577,0.0002454222840188918,-1.934571953762138e-05,0.000348937150503303,0.00034381314994509366,-1.6783042486890412e-06,-0.0004884568343051823
0.033,-0.0006145080999994,-1.0842021724855044e-19,0.0005403646045974063,-0.0007080565372978929,-0.0007931293997660526,0.0003678986091961687,-0.0003554028715123142,0.000152708937443383,-2.092307912025264e-05,0.00034822102780530495,0.0003439354366253797,-1.7081573068412487e-06,-0.0004884166706636888
0.0335,-0.0020745080999997,-1.3010426069826053e-18,-0.0007096603311664595,-0.0001600405563015842,-0.0014707428887220629,0.00024492816352931904,-0.00021776286578219765,5.982815937681813e-05,-2.247083967021734e-05,0.00034747244060064417,0.00034405511666301514,-1.7379901865361718e-06,-0.0004883765083404383
0.034,-0.0009390080999996,4.336808689942018e-19,0.0007301846017756376,5.595364441322935e-05,-0.0019127222721309468,0.00011682382875099852,-7.357170812249402e-05,-3.2449252221439135e-05,-2.3984494222300037e-05,0.00034668951722810265,0.00034417218478512347,-1.7678028288407233e-06,-0.000488336347426671
0.0345,-0.0023980080999996,-4.336808689942018e-19,-0.0007846257329543499,0.00033838011993334597,-0.002074547583754676,1.206439693536793e-06,7.032745372901078e-05,-0.00012335249939202534,-2.545953581128545e-05,0.0003458703860264629,0.00034428663571882867,-1.7975951748224434e-06,-0.0004882961880136259
0.035,-0.0001275080999998,-8.131516293641283e-20,0.0008531892999554636,0.000914264184171978,-0.001975985610829995,-8.639344585191203e-05,0.0002070914720345308,-0.00021211078417557699,-2.689145747195861e-05,0.0003450131753345074,0.00034439846419125406,-1.8273671655488726e-06,-0.0004882560301925423
0.035500000000000004,-0.0004520080999995,-5.421010862427522e-20,-6.657418396064882e-06,0.001131407469208004,-0.0016393920662143358,-0.0001397436511199586,0.00033005594175089607,-0.0002979533086127301,-2.8275752239104418e-05,0.00034411601349101825,0.00034450766492952336,-1.8571187420866102e-06,-0.000488215874054661
0.036000000000000004,-0.0011005080999995,0.0,-0.0010030765122070904,0.0009325203304334642,-0.00109278348307583,-0.00015906573006730683,0.00043388579085007874,-0.00038010927474412155,-2.9607913147507326e-05,0.0003431770288347775,0.0003446142326607614,-1.8868498455045552e-06,-0.0004881757196912213
0.0365,0.0013319919000002,-2.168404344971009e-19,0.0010925714673821346,0.0005699039222538994,-0.00040655873648676747,-0.00014833321083970648,0.0005162393913266529,-0.0004578078846103875,-3.088343323195268e-05,0.0003421943497045682,0.00034471816211209045,-1.9165604168682617e-06,-0.0004881355671934627
0.037,-0.0004525080999999,-2.168404344971009e-19,-0.001194832484977502,0.000307403071301858,0.0003380980804629138,-0.00011356299334471002,0.0005768769943882029,-0.0005303368477033727,-3.2097805527224514e-05,0.0003411661044391716,0.00034481944801063543,-1.946250397246943e-06,-0.00048809541665262535
0.0375,0.0023044919,4.336808689942018e-19,0.0012986537985190609,-0.00017965860086910184,0.0010659629066073913,-6.112922987114987e-05,0.000616150133428424,-0.0005972179033197512,-3.3246523068108493e-05,0.00034009042137737096,0.0003449180850835197,-1.9759197277064662e-06,-0.00048805526815994926
0.038,0.0023049919000005,0.0,0.0012684176426955452,-0.0008220026088079545,0.001719911659865517,2.59392729214006e-06,0.0006344688492922213,-0.0006580312982074068,-3.4325079257082465e-05,0.00033896542922564157,0.0003450140680578671,-2.0055683493151036e-06,-0.00048801512180667326
0.0385,-0.0002900080999994,-5.421010862427522e-19,-0.0013460713421793097,-0.001322452528630213,0.0022298400342760623,7.123232585632672e-05,0.0006323104254552653,-0.000712424521744989,-3.532900436187494e-05,0.0003377892935557093,0.0003451073916608011,-2.0351962031396638e-06,-0.000487974977684038
0.039,0.0024669919000005,4.336808689942018e-19,0.0012371560448222528,-0.0014501727330693648,0.002535984929837955,0.00013831783979361022,0.0006105709306801559,-0.0007603698748591101,-3.6253997571745925e-05,0.00033656034886083195,0.0003451980506194459,-2.0648032302482092e-06,-0.00048793483588328314
0.0395,0.0003584919000005,-1.0842021724855044e-19,-0.0010420521383088378,-0.0013173227227999888,0.0025986995174281445,0.0001969560285876237,0.0005708633549483962,-0.0008021302652067182,-3.709590181455925e-05,0.00033527707337287026,0.0003452860396609251,-2.094389371707549e-06,-0.000487894696495648
0.04,0.0016559919000002,-2.168404344971009e-19,-0.0005215600483079374,-0.0003337335127112018,0.0024414550934968153,0.00024118874334061336,0.0005151858410146531,-0.0008380244414696546,-3.785060893696889e-05,0.0003339379942424765,0.0003453713535123624,-2.1239545685855364e-06,-0.00048785455961237285
0.0405,0.0037649919000001,-4.336808689942018e-19,0.0006576081973452607,0.0010118279108180931,0.002098756473261644,0.000269921119185673,0.0004457356610702817,-0.000868371152329761,-3.851409318475625e-05,0.0003325417210194289,0.00034545398690088167,-2.153498761949085e-06,-0.0004878144253246964
0.041,0.0024674919000003,0.0,-0.0006183246209259977,0.0015762256964655546,0.0016074648356135194,0.00028322972404014383,0.00036480425788927334,-0.0008934891464688782,-3.9082371108916624e-05,0.0003310869055587203,0.00034553393455360635,-2.1830218928657345e-06,-0.00048777429372385905
0.0415,0.0014939919000003,-2.168404344971009e-19,0.0007122092619179768,-2.8874715161320773e-05,0.001022795082896451,0.000281166725023321,0.0002747074750436658,-0.000913697172568848,-3.955154341660884e-05,0.00032957228387150744,0.00034561119119766123,-2.212523902403548e-06,-0.0004877341649011017
0.042,-0.0023985080999996,-4.336808689942018e-19,-0.0008587753600674363,-0.0016148403006809198,0.0004190475056654396,0.000263806541785646,0.00017773890357434955,-0.0009293139793115107,-3.9917797016488626e-05,0.00032799667817044314,0.00034568575156016874,-2.2420047316286024e-06,-0.00048769403894766285
0.0425,-0.0012630080999996,-2.168404344971009e-19,0.0009510084678213314,-0.0015793251281449308,-0.0001434626747399004,0.00023123072814029656,7.618500035947977e-05,-0.0009406583153787069,-4.0177397535945926e-05,0.00032635898938691474,0.0003457576103682537,-2.2714643216094832e-06,-0.00048765391595478267
0.043000000000000003,-0.0014250080999995,-2.168404344971009e-19,0.0009225338966710123,-0.0010196270304556364,-0.0006759626685121235,0.0001835209748988083,-2.76679147211461e-05,-0.0009480489294522801,-4.032669692791276e-05,0.0003246582047778522,0.0003458267623490391,-2.3009026134126854e-06,-0.0004876137960137002
0.043500000000000004,-0.0028850080999993,4.336808689942018e-19,-0.0008359752868034377,-2.93668485989886e-05,-0.00119560731338854,0.00012075897287272139,-0.00013153352178773572,-0.0009518045702140696,-4.036213781950966e-05,0.00032289340227437314,0.0003458932022296489,-2.3303195481060626e-06,-0.00048757367921565625
0.044,-0.0006145080999995,3.2526065174565133e-19,0.0007044728789302031,0.0013562922112719481,-0.0016697772567571135,4.302641287357457e-05,-0.00023312550096049484,-0.0009522439863459169,-4.0280274856932936e-05,0.0003210637718266713,0.0003459569247372078,-2.359715066757155e-06,-0.00048753356565189
0.0445,-0.0022360080999996,4.336808689942018e-19,-0.0006066812372334991,0.0016235655972248522,-0.002058680207587891,-4.959501428709732e-05,-0.0003301575323596279,-0.0009496850083083034,-4.00786683140827e-05,0.0003191685907912849,0.0003460179245988382,-2.3890891104328764e-06,-0.0004874934554136416
0.045,-0.0032090080999993,-4.336808689942018e-19,0.0006503320999682156,-0.00014431839638308274,-0.0023268660875088347,-0.00015702361779775244,-0.000420343296105341,-0.0009444417936762722,-3.975874804927081e-05,0.00031720733322372467,0.00034607619654166484,-2.418441620201184e-06,-0.00048745334859214966
0.0455,-0.004993008099999,0.0,0.0005602053590240243,-0.0015912647459549898,-0.0023766742806141934,-0.0002791777068468545,-0.000501396472317839,-0.0009368275818035071,-3.932339285934472e-05,0.00031518000389667744,0.000346131735292811,-2.4477725371287828e-06,-0.0004874132452786555
0.046,-0.0061280080999991,-1.734723475976807e-18,-0.0008325774664534152,-0.001391609793338182,-0.0021218256467088192,-0.0004144542745920611,-0.00057103074111733,-0.0009271556120436893,-3.877561618162651e-05,0.0003130867422233044,0.00034618453557940063,-2.4770818022836305e-06,-0.0004873731455643977
0.0465,-0.002235508099999,-4.336808689942018e-19,0.0008108182676904691,0.0005114159378763843,-0.0015890827785180522,-0.0005551650500678192,-0.0006269597826240151,-0.0009157391237505033,-3.811843288807516e-05,0.00031092768905140427,0.0003462345921285572,-2.5063693567327445e-06,-0.0004873330495406171
0.047,-0.0017495080999996,6.505213034913027e-19,-0.0002836796199365181,0.001501727866842337,-0.0008334687019973492,-0.0006921004462777699,-0.000666897276958103,-0.0009028913562776312,-3.7354857850649886e-05,0.0003087029852287754,0.00034628189966740507,-2.5356351415439796e-06,-0.0004872929572985526
0.0475,-0.0015875080999997,0.0,-0.0004564728330944683,0.0010689440344009977,6.712045758013575e-05,-0.0008160508762255556,-0.0006885569042397985,-0.0008889255489787571,-3.6487905941309856e-05,0.00030641277160321616,0.00034632645292306786,-2.564879097784353e-06,-0.00048725286892944373
