t,S
0.009850000000000001,0.021760115932481002
0.0099,0.031760030033220796
0.00995,0.02816010815061047
0.01,0.029345874818097452
0.01005,0.02784110650564281
0.010100000000000001,0.032062576021236765
0.010150000000000001,0.03229552800388752
0.0102,0.031793462608353834
0.01025,0.0321842768283923
0.0103,0.03323347943338896
0.01035,0.030304936605068174
0.010400000000000001,0.03173762746037889
0.010450000000000001,0.03151394224603033
0.0105,0.03291541333197857
0.01055,0.032508829794532845
0.0106,0.031317459393511875
0.01065,0.03085457495479683
0.010700000000000001,0.03157035832378049
0.010750000000000001,0.032596227185326114
0.0108,0.03411401079043878
0.01085,0.03245747144413054
0.0109,0.034497101448954334
0.01095,0.03631959763862022
0.011000000000000001,0.03254059006012587
0.01105,0.03335999554218501
0.0111,0.03394822747483577
0.01115,0.03476049660897277
0.0112,0.03330008854527379
0.011250000000000001,0.03384436866725324
0.011300000000000001,0.033457800835261994
0.01135,0.03296918192234562
0.0114,0.035094109143099024
0.01145,0.035631504631164504
0.0115,0.03613383075949307
0.011550000000000001,0.03478236480193983
0.011600000000000001,0.03434489644196533
0.01165,0.033984518356196966
0.0117,0.03361886560467624
0.01175,0.034343219554794135
0.0118,0.03380117689323369
0.011850000000000001,0.030468120567933944
0.0119,0.022865890937930716
0.01195,0.016298706753913515
0.012,0.012780819403336079
0.01205,0.011497792891005389
0.012100000000000001,0.009352253947552486
0.012150000000000001,0.00754642427869231
0.0122,0.0072221976221043035
0.01225,0.0068489566901995935
0.0123,0.007733152283729693
0.01235,0.006491436233044441
0.012400000000000001,0.0042721477137489475
0.012450000000000001,0.004401077001793796
0.0125,0.006035159676183344
0.01255,0.005637240359610057
0.0126,0.0055276600492689554
0.01265,0.006367743372978194
0.012700000000000001,0.00607822073276215
0.012750000000000001,0.004759242540490401
0.0128,0.0030451523949970027
0.01285,0.001150086552898338
0.0129,-0.0003960401099255516
0.012950000000000001,-0.0008594131250224089
0.013000000000000001,-0.0017287013538821363
0.01305,-0.002801321517221957
0.0131,-0.0011942887540657837
0.01315,0.00048672127312737387
0.0132,0.0011164372570809118
0.013250000000000001,0.0023384151640023047
0.013300000000000001,0.0013473919060162497
0.01335,0.0027062231215503763
0.0134,0.00016104848445232418
0.01345,-0.001649547586199146
0.0135,-0.0010770179615548874
0.013550000000000001,-0.000746329554456639
0.013600000000000001,-0.0020328263922998573
0.01365,-0.001527246246146403
0.0137,4.17000598451709e-05
0.01375,-0.0016073789461261666
0.013800000000000002,0.0013211750001047157
0.013850000000000001,0.0003627878473026931
0.013900000000000001,-0.00010018836693319669
0.01395,0.0029886442131880128
0.014,0.0010002050920003818
0.01405,0.00011228742711499352
0.014100000000000001,-0.0026085387401806968
0.014150000000000001,-0.002821521660835385
0.0142,-0.003212701335925482
0.01425,-0.00407915880273345
0.0143,-0.009437021985196524
0.01435,-0.015497830206738516
0.014400000000000001,-0.019464546898537546
0.014450000000000001,-0.024318152711442005
0.0145,-0.024406979354890737
0.01455,-0.024241948880152603
0.0146,-0.025640606538003156
0.014650000000000002,-0.030499846893496916
0.014700000000000001,-0.02938595040787504
0.014750000000000001,-0.027188417732261876
0.0148,-0.029983927232967708
0.01485,-0.0290665993587357
0.0149,-0.03067199881047024
0.014950000000000001,-0.03134621517361541
0.015000000000000001,-0.03056820334563559
0.015050000000000001,-0.02879827032880343
0.0151,-0.028895610251176658
0.01515,-0.0292138702819483
0.0152,-0.02853813966786567
0.015250000000000001,-0.02971840475579344
0.015300000000000001,-0.03182959247076774
0.01535,-0.03138326649675991
0.0154,-0.030805921548239495
0.01545,-0.03312424057936525
0.0155,-0.03082256601184348
0.015550000000000001,-0.03193187476779767
0.015600000000000001,-0.031746554626248216
0.01565,-0.030255274418459013
0.015700000000000002,-0.031443070280300287
0.01575,-0.030680872729385224
0.0158,-0.028777658803465563
0.01585,-0.03006751918737931
0.0159,-0.030625255041653594
0.015950000000000002,-0.030718778573490813
0.016,-0.031494799530314206
0.016050000000000002,-0.031542833956305236
0.0161,-0.03052808743384481
0.01615,-0.030476171426233063
0.0162,-0.02944687075550455
0.01625,-0.028871448437713054
0.016300000000000002,-0.02808095291350911
0.01635,-0.027537354768381844
0.0164,-0.026949835663846233
0.01645,-0.028835914198061183
0.0165,-0.026869889297218216
0.016550000000000002,-0.0293769584962132
0.0166,-0.030007436500035137
0.01665,-0.0316262481232999
0.0167,-0.03066633730657741
0.01675,-0.028302769641193756
0.016800000000000002,-0.028248232376070805
0.01685,-0.026789510346081243
0.016900000000000002,-0.027160847752096675
0.01695,-0.0252405667102649
0.017,-0.026705621468732375
0.01705,-0.02717594428308428
0.0171,-0.024976846808043823
0.017150000000000002,-0.024190881229984036
0.0172,-0.021601457129850118
0.01725,-0.021859220638356484
0.0173,-0.022662340334707133
0.01735,-0.01849442619134971
0.017400000000000002,-0.022333165745561535
0.01745,-0.022675783680719593
0.0175,-0.020803455134109694
0.01755,-0.02179264761395275
0.0176,-0.01858803284223208
0.017650000000000002,-0.01796234975158644
0.0177,-0.01731687542425114
0.017750000000000002,-0.01530593006689325
0.0178,-0.01642244406665959
0.01785,-0.014444858349810429
0.0179,-0.01237318394341798
0.01795,-0.0134184085123555
0.018000000000000002,-0.009953676429676336
0.01805,-0.011166625972305642
0.0181,-0.010722173954519347
0.01815,-0.0081340790383086
0.0182,-0.00574274721422377
0.018250000000000002,-0.0032754268332840057
0.0183,-0.0048430502221465735
0.01835,-0.00316463206036003
0.0184,-0.0034468878165693235
0.01845,-0.002966653232527809
0.018500000000000003,-0.0010965834547138256
0.01855,-0.002861715900051043
0.018600000000000002,-0.0028362588449899577
0.01865,0.002103108567584085
0.0187,0.002402834847299017
0.01875,0.003683966901850631
0.0188,0.005695801007720977
0.018850000000000002,0.007014687502807985
0.0189,0.007130889842815243
0.01895,0.005918078710795643
0.019,0.007887224311229698
0.01905,0.006408996352013403
0.019100000000000002,0.007089180033270926
0.01915,0.005237568439074953
0.019200000000000002,0.0069169265816492
0.01925,0.0068981042803406365
0.0193,0.00911910305541163
0.019350000000000003,0.011753174192020354
0.0194,0.01266964957852604
0.019450000000000002,0.013470880860882307
0.0195,0.014242976183033412
0.01955,0.016806463363152332
0.0196,0.01641730407872118
0.01965,0.019305865757753306
0.019700000000000002,0.020818511754474214
0.01975,0.018671129000150714
0.0198,0.020330043129948985
0.01985,0.022572542834656407
0.0199,0.026984043043870344
0.019950000000000002,0.029925625453149352
0.02,0.028116724837699412
0.020050000000000002,0.029485795508183713
0.0201,0.032135378852199165
0.02015,0.03251230393572621
0.020200000000000003,0.03330123929362296
0.02025,0.03326013567406226
0.020300000000000002,0.03412531868462585
0.02035,0.0332667166406095
0.0204,0.03224262926909138
0.02045,0.031021578923580945
0.0205,0.0325780320221825
0.020550000000000002,0.031015190691490113
0.0206,0.031365077185693147
0.02065,0.03130012535009773
0.0207,0.030081502437861854
0.02075,0.03223156628719541
0.020800000000000003,0.03327041352269239
0.02085,0.03387442409049091
0.020900000000000002,0.034153050772675324
0.02095,0.03519106361752715
0.021,0.03411687599660326
0.021050000000000003,0.03329632200943203
0.0211,0.03456068312530357
0.021150000000000002,0.03545517049754011
0.0212,0.03342905318301047
0.02125,0.03378124527943675
0.0213,0.03533014941162034
0.02135,0.03358119477429526
0.021400000000000002,0.03455329173955843
0.02145,0.03412989486265296
0.021500000000000002,0.03539153707879261
0.02155,0.03620591651473858
0.0216,0.03545317402852814
0.021650000000000003,0.03512042190572674
0.0217,0.031133128671050028
0.021750000000000002,0.03346410452027596
0.0218,0.03179256756638049
0.02185,0.028255840703928222
0.0219,0.022135443494911932
0.02195,0.016270611194844114
0.022000000000000002,0.01343737119506129
0.02205,0.010660898319137661
0.0221,0.01003279547504505
0.02215,0.00860026633262045
0.0222,0.007487264752042535
0.022250000000000002,0.007783184252076223
0.0223,0.008266869428450736
0.022350000000000002,0.006989021612831206
0.0224,0.005189382760801067
0.02245,0.006240990440185008
0.022500000000000003,0.005087822703627707
0.02255,0.005760149436616804
0.022600000000000002,0.005285343470306229
0.02265,0.006282914220710775
0.0227,0.004263613298711555
0.02275,0.004803396641693474
0.0228,0.003976651432066861
0.022850000000000002,0.0021617598375805094
0.0229,0.0024549689619639947
0.02295,0.0004971199076591326
0.023,-0.0016334488461135412
0.02305,-0.0009697333662786363
0.023100000000000002,-0.0016132211421069683
0.02315,0.0003332578405499335
0.023200000000000002,5.6583517137239955e-05
0.02325,0.000535128213084499
0.0233,0.00029327537841486104
0.023350000000000003,0.001468491683154511
0.0234,-0.0006089642640410235
0.023450000000000002,-0.0014628964125880852
0.0235,-0.00047850070682797265
0.02355,-0.002409542720640997
0.0236,-0.0008980271041199982
0.02365,-0.0015919798950899799
0.023700000000000002,-0.00043828728142206175
0.02375,0.0005618170348092675
0.0238,0.0008989849627634803
0.02385,0.0018111897999790391
0.0239,0.0012103474001088927
0.023950000000000003,0.0004524550964696804
0.024,0.002926716465104508
0.024050000000000002,-0.00023321561422887105
0.0241,-0.0010478045177244148
0.02415,-0.0023509454707127345
0.024200000000000003,-0.003528666719526093
0.02425,-0.0065928969183891035
0.024300000000000002,-0.008581980110932058
0.02435,-0.016769127749821148
0.0244,-0.01929246628490117
0.02445,-0.022091370687138796
0.0245,-0.026391858293927588
0.024550000000000002,-0.026990755209428806
0.0246,-0.02773276408785068
0.024650000000000002,-0.02986087673276269
0.0247,-0.028599308047271482
0.02475,-0.028420871228858773
0.024800000000000003,-0.029329109608319116
0.02485,-0.02851551924706969
0.024900000000000002,-0.030746830669525313
0.02495,-0.03047460139768462
0.025,-0.029816414603482472
0.025050000000000003,-0.029474115542261627
0.0251,-0.028843781345448148
0.025150000000000002,-0.027765830492538654
0.0252,-0.02964709941828434
0.02525,-0.03182386873824153
0.0253,-0.030393905192797416
0.02535,-0.030587868176855208
0.025400000000000002,-0.03169099587818561
0.02545,-0.03151983391994546
0.025500000000000002,-0.03072264100724327
0.02555,-0.03256317637105905
0.0256,-0.0307711529215993
0.025650000000000003,-0.030903678712208553
0.0257,-0.028732361175251298
0.025750000000000002,-0.03041253189418099
0.0258,-0.03033029665516425
0.02585,-0.031393388658402493
0.025900000000000003,-0.03208373328970447
0.02595,-0.031372798822627244
0.026000000000000002,-0.031808955106372064
0.02605,-0.032125752883144953
0.0261,-0.03135306598507402
0.02615,-0.030376871588666428
0.0262,-0.028596937899611756
0.026250000000000002,-0.027569748375395074
0.0263,-0.026416183936515066
0.026350000000000002,-0.025964342166344738
0.0264,-0.03060209143117601
0.02645,-0.028857757275486107
0.026500000000000003,-0.027507574670550136
0.02655,-0.028903910542182176
0.026600000000000002,-0.02935227915032723
0.02665,-0.028481293629960984
0.0267,-0.030704153859430316
0.026750000000000003,-0.028770941559747878
0.0268,-0.02774511280661484
0.026850000000000002,-0.02759470151592068
0.0269,-0.027261106419705215
0.02695,-0.02590501053880442
0.027,-0.024381563341897432
0.02705,-0.02729316207391714
0.027100000000000003,-0.027140225401844683
0.02715,-0.022666102121065672
0.027200000000000002,-0.022889538374890245
0.02725,-0.020736160821286376
0.0273,-0.02045743156253099
0.027350000000000003,-0.020605523974426568
0.0274,-0.019819221097154085
0.027450000000000002,-0.020525907576945515
0.0275,-0.02178323626321222
0.02755,-0.02016456455491676
0.027600000000000003,-0.0171827396146172
0.02765,-0.018923869764744698
0.027700000000000002,-0.014810510247569516
0.02775,-0.01533997723821573
0.027800000000000002,-0.014608687851825355
0.02785,-0.015996730619957048
0.0279,-0.012740943098861496
0.027950000000000003,-0.01418368592841163
0.028,-0.011699520634079906
0.028050000000000002,-0.010493194670686696
0.0281,-0.006856106972054453
0.02815,-0.007810314016255522
0.028200000000000003,-0.00567254129880795
0.02825,-0.005462675766482128
0.028300000000000002,-0.005022919340276813
0.02835,-0.0036247536772706715
0.0284,-0.0033827554034806025
0.028450000000000003,-0.0018062978568445347
0.0285,-0.0028587246112390646
0.028550000000000002,-0.002731984206868765
0.0286,-0.0003163704401530805
0.028650000000000002,0.0012667135464330646
0.0287,0.0012273470250955543
0.02875,0.005955547443866116
0.028800000000000003,0.005057113605036653
0.02885,0.00699770499496322
0.028900000000000002,0.006494622416131515
0.02895,0.00719914850873688
0.029,0.007404577977283614
0.029050000000000003,0.00591417663077015
0.0291,0.0059559834229582845
0.029150000000000002,0.00527403511361592
0.0292,0.008520148233031984
0.02925,0.009826449792577782
0.029300000000000003,0.008375783756232961
0.02935,0.012567864066494145
0.029400000000000003,0.013589540376892629
0.02945,0.01349305952161452
0.029500000000000002,0.014861694201160373
0.02955,0.017541613015649132
0.0296,0.01730944458270405
0.029650000000000003,0.019380413119334527
0.0297,0.01971561611356685
0.029750000000000002,0.018218556027975667
0.0298,0.018967009992511906
0.02985,0.023461135382895962
0.029900000000000003,0.03059844469827782
0.02995,0.02900197598897688
0.030000000000000002,0.031071341619761945
0.03005,0.03009172837768049
0.030100000000000002,0.03144429282632261
0.03015,0.03210202368835141
0.0302,0.03210862977187909
0.030250000000000003,0.03159833378158654
0.0303,0.03309863205582542
0.030350000000000002,0.031705013855351245
0.0304,0.03287161189181302
0.03045,0.03212571041233542
0.030500000000000003,0.031719139764403576
0.03055,0.03097109677291878
0.030600000000000002,0.032599016867577435
0.03065,0.03275663164201901
0.0307,0.030552056105543065
0.030750000000000003,0.03242988134679614
0.0308,0.03383899771208136
0.030850000000000002,0.034628974293659506
0.0309,0.03404244423452732
0.030950000000000002,0.035899540492386396
0.031,0.03468208252943504
0.03105,0.033579776187062024
0.031100000000000003,0.032694462689656006
0.03115,0.03449013071233978
0.031200000000000002,0.033607250889493276
0.03125,0.03341624821907252
0.0313,0.03356110611563749
0.03135,0.03590010188541985
0.031400000000000004,0.035753529176508106
0.03145,0.03692099929129521
0.0315,0.035489509075133034
0.03155,0.036084879803138965
0.0316,0.03592050430448911
0.031650000000000005,0.03383492514754932
0.0317,0.033386743796131435
0.03175,0.03409646993129568
0.0318,0.03282552584216521
0.03185,0.029333948428807356
0.031900000000000005,0.023007746558897597
0.03195,0.014243146533117442
0.032,0.012841615655618668
0.03205,0.012274232467912441
0.032100000000000004,0.010228752624749695
0.032150000000000005,0.007770262365745035
0.0322,0.008378386444209483
0.03225,0.006116162232015004
0.0323,0.006928999584436097
0.032350000000000004,0.005921687066032863
0.0324,0.005803286801379686
0.03245,0.0039245015521677945
0.0325,0.006897645421477807
0.03255,0.0066445299910061605
0.032600000000000004,0.0063192734294372985
0.03265,0.0049717339790172205
0.0327,0.0046518654502016275
0.03275,0.0043991867603850755
0.0328,0.003996848230930335
0.032850000000000004,0.0034549518982900373
0.0329,-0.00038902228122596194
0.03295,-0.00040807141507427473
0.033,-0.0018327743847526175
0.03305,-0.0021778548786454757
0.033100000000000004,-0.00039916311999200517
0.03315,1.6157860771056146e-05
0.0332,0.0005234286715750727
0.03325,0.0005062159445279289
0.0333,0.00217624973175912
0.033350000000000005,0.00151280974019667
0.0334,-0.00023707886960295035
0.03345,0.0001806440922834645
0.0335,-0.0023284411194639167
0.03355,-0.001137814269839152
0.033600000000000005,-0.0017256735362117769
0.03365,-0.002706463475719236
0.0337,0.0013219550424966604
0.03375,0.001108263994098137
0.033800000000000004,0.0008409992637765824
0.033850000000000005,0.0003132157238332975
0.0339,0.0004077966671591493
0.03395,-0.00016499834684386393
0.034,0.0017099843895278227
0.034050000000000004,-0.0004402342595563654
0.0341,-0.001192756245907145
0.03415,-0.0007998259285016546
0.0342,-0.004459088714406725
0.03425,-0.005258598588675148
0.034300000000000004,-0.009625849101955776
0.03435,-0.0150061607876441
0.0344,-0.020059994820048138
0.03445,-0.02324539553025657
0.0345,-0.023644580567597766
0.034550000000000004,-0.026306501362470848
0.0346,-0.027709130121132325
0.03465,-0.027848484324090404
0.0347,-0.03189763290904975
0.03475,-0.029798655475107686
0.034800000000000005,-0.029863740753327716
0.03485,-0.029724094735729033
0.0349,-0.029488607386330353
0.03495,-0.02987709597816909
0.035,-0.02919828371812192
0.035050000000000005,-0.030178632194257822
0.0351,-0.030970185395462816
0.03515,-0.028616171501836617
0.0352,-0.029006685944539704
0.035250000000000004,-0.02929112934724664
0.035300000000000005,-0.03053132415729789
0.03535,-0.029982969867408157
0.0354,-0.030504598790109784
0.03545,-0.029840352956448962
0.035500000000000004,-0.034290718617931495
0.03555,-0.0326537065054805
0.0356,-0.031079647722146338
0.03565,-0.03178689894793094
0.0357,-0.02945001959177202
0.035750000000000004,-0.029281038641094225
0.0358,-0.03125770492593646
0.03585,-0.0313984038571045
0.0359,-0.030266808587870883
0.03595,-0.03132023684227543
0.036000000000000004,-0.029190578587374352
0.03605,-0.03132490435538669
0.0361,-0.031407562908698484
0.03615,-0.03128567142465481
0.0362,-0.029399075613422653
0.036250000000000004,-0.02979696938519339
0.0363,-0.02692761897463136
0.03635,-0.028444751567838673
0.0364,-0.02890556538201062
0.03645,-0.027435670897911064
0.036500000000000005,-0.028513586057986838
0.03655,-0.02870832153978277
0.0366,-0.029803837439432077
0.03665,-0.03105289094246396
0.0367,-0.029851703806135835
0.036750000000000005,-0.028687094798697785
0.0368,-0.025760886324263134
0.03685,-0.026406846190690607
0.0369,-0.025569407595668052
0.036950000000000004,-0.027220786749129235
0.037000000000000005,-0.027216782876805276
0.03705,-0.026376962633929774
0.0371,-0.026536771171272566
0.03715,-0.02531570784960853
0.037200000000000004,-0.02323708722050096
0.03725,-0.020395648628300577
0.0373,-0.02192955090332646
0.03735,-0.020011976868825172
0.0374,-0.020813003578979503
0.037450000000000004,-0.022100105002188175
0.0375,-0.020865203581982534
0.03755,-0.019237212656660497
0.0376,-0.018718745334350428
0.03765,-0.0182094289488443
0.037700000000000004,-0.01732616750227265
0.03775,-0.015969114992249785
0.0378,-0.014261225051462451
0.03785,-0.01548470909119392
0.0379,-0.013207976655781946
0.037950000000000005,-0.012098528410697713
0.038,-0.012259853107062332
0.03805,-0.010450124480222974
0.0381,-0.007857169337293668
0.03815,-0.005794087984616295
0.038200000000000005,-0.006341869569069574
0.03825,-0.004632201834731224
0.0383,-0.004111930669457935
0.03835,-0.002854158412522092
0.038400000000000004,-0.0025137688221941405
0.038450000000000005,-0.001852036384418389
0.0385,-0.004128405885472879
0.03855,-0.0023240135014567804
0.0386,-0.0014124030213297622
0.038650000000000004,-0.00013824773877372382
0.038700000000000005,0.0022628828906788925
0.03875,0.00440197982628052
0.0388,0.0048486339709617205
0.03885,0.005882561432841471
0.038900000000000004,0.005550812793817778
0.03895,0.006832976855175603
0.039,0.006029385880559721
0.03905,0.007173053472459872
0.0391,0.006293370982791037
0.039150000000000004,0.006853615339293335
0.0392,0.007595592814246847
0.03925,0.010565312244630974
0.0393,0.008721062366424824
0.03935,0.011381566400042436
0.039400000000000004,0.012602261705143693
0.03945,0.015265517540112041
0.0395,0.016118389959228843
0.03955,0.015925774466098302
0.0396,0.016617541534197533
0.039650000000000005,0.019559414314372456
0.0397,0.019887739816440327
0.03975,0.01949984456000856
0.0398,0.019607496232269993
0.039850000000000003,0.02273906297040189
0.039900000000000005,0.02878187704152611
0.03995,0.02850909872393027
0.04,0.029137606964908268
0.04005,0.030942700471746187
0.040100000000000004,0.032233138625838834
0.040150000000000005,0.03153751177530367
0.0402,0.030895313363836326
0.04025,0.03401988681840579
0.0403,0.03140273777408429
0.040350000000000004,0.033697198654320956
0.040400000000000005,0.03161024454465573
0.04045,0.032332152084061816
0.0405,0.031549966984923454
0.04055,0.03144073554182751
0.040600000000000004,0.03186640173988902
0.04065,0.030803948770415236
0.0407,0.03215071428013871
0.04075,0.03128206970261981
0.0408,0.032654967591828434
0.040850000000000004,0.03315524882744286
0.0409,0.034324291274270974
0.04095,0.036684800492392505
0.041,0.03365196620780018
0.04105,0.033413211471751234
0.041100000000000005,0.035023617604972926
0.04115,0.03254401424239755
0.0412,0.03452332642204316
0.04125,0.034631913197474745
0.0413,0.035510590886267665
0.041350000000000005,0.034223047578902786
0.0414,0.03493481964557624
0.04145,0.034558092585035324
0.0415,0.034840027096241497
0.041550000000000004,0.034459841500876
0.041600000000000005,0.03452479639619452
0.04165,0.03535037910269027
0.0417,0.03175170561394705
0.04175,0.033033797153893096
0.041800000000000004,0.034529325856996876
0.041850000000000005,0.028461129999663215
0.0419,0.0234697593637423
0.04195,0.016373166017065684
0.042,0.014205494964442913
0.042050000000000004,0.010022076235792736
0.042100000000000005,0.011352482997863969
0.04215,0.009728669526290238
0.0422,0.008985126181790494
0.04225,0.006889782619598899
0.042300000000000004,0.007582692840892007
0.04235,0.006683299864181093
0.0424,0.00540557798224333
0.04245,0.007651449956943317
0.0425,0.005167281876368919
0.042550000000000004,0.005728036286927815
0.0426,0.005825493932398309
0.04265,0.0058968012256822525
0.0427,0.005149711345671427
0.04275,0.0035950496991096845
0.042800000000000005,0.002650459381895263
0.04285,0.0031299983620590877
0.0429,0.0014062867893242723
0.04295,0.00017391070708260188
0.043000000000000003,-0.00011119707108537755
0.043050000000000005,-0.002912646784453018
0.0431,0.00019652018672493277
0.04315,0.0007676273385649399
0.0432,0.001033140779083886
0.043250000000000004,0.0015804586398501103
0.043300000000000005,0.0002788742491706426
0.04335,0.0023141879410311043
0.0434,0.001163147049188809
0.04345,-0.0005717019246780763
0.043500000000000004,-0.002275964505100085
0.043550000000000005,-0.0005565291348523498
0.0436,-0.0033582127755001825
0.04365,-0.002124804874657509
0.0437,0.0005832459123994889
0.043750000000000004,0.00011942049029860409
0.0438,0.0012779905696725727
0.04385,0.0007686068068171754
